iteration,tested_polymer,tested_score,best_polymer,best_score
1,EVOH,0.999999999999,EVOH,0.999999999999
2,PC,0.044754284446411885,EVOH,0.999999999999
3,PVC,0.1207422890983437,EVOH,0.999999999999
4,PS,0.13963143098557038,EVOH,0.999999999999
5,PP-LMW,0.03996961478767718,EVOH,0.999999999999
6,LDPE,0.0013503491341841866,EVOH,0.999999999999
7,HDPE,0.0,EVOH,0.999999999999
