iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,7.823039169430744e-05,LDPE,0.014832276359665079
2,EVOH,0.0,LDPE,0.014832276359665079
3,PET,0.0008548485693428069,LDPE,0.014832276359665079
4,PC,0.07303931171836059,PC,0.07303931171836059
5,PS,0.999999999972546,PS,0.999999999972546
6,PVC,0.19474306921915535,PS,0.999999999972546
7,PP-LMW,0.29006605337507757,PS,0.999999999972546
