Solvent,Temperature_K,mu_self_REF,mu_solv_REF,Solvent_density_REF,Solvent_MolWeight_REF,Method_REF,log10_x_REF,w_REF,log10_S_REF,delta_mu_REF,mu_self_SLE,mu_solv_SLE,Solvent_density_SLE,Solvent_MolWeight_SLE,Method_SLE,log10_x_SLE,w_SLE,log10_S_SLE,x,delta_mu_SLE,error_log10_x,error_log10_S,error_w,error_delta_mu
acetylacetone,338.15,-17.91336033,-17.55057438,927.87,100.1163,REF,-2.28354092,0.0316280701,-1.3260913,0.36278594999999925,-17.91336033,-17.55011656,927.87,100.1163,SLE,-1.73127194,0.1056086626,-0.79737358,0.01856642,0.3632437700000004,0.55226898,0.5287177200000001,0.0739805925,0.0004578200000011634
acetylacetone,333.15,-18.17110338,-17.80441291,932.71,100.1163,REF,-2.37877992,0.0255335457,-1.4172147,0.36669047000000177,-18.17110338,-17.80083314,932.71,100.1163,SLE,-1.80621874,0.0901365821,-0.86499933,0.01562361,0.37027024,0.5725611799999999,0.55221537,0.06460303640000001,0.0035797699999982058
acetylacetone,328.15,-18.43036953,-18.0609115,937.58,100.1163,REF,-2.476164,0.0204928189,-1.51081079,0.36945803000000055,-18.43036953,-18.05502232,937.58,100.1163,SLE,-1.88215623,0.076607189,-0.93431599,0.01311728,0.37534721000000104,0.5940077699999997,0.5764948000000001,0.056114370100000005,0.0058891800000004935
acetylacetone,323.15,-18.69112519,-18.32001948,942.47,100.1163,REF,-2.57580431,0.0163491953,-1.60693895,0.3711057100000019,-18.69112519,-18.312513,942.47,100.1163,SLE,-1.9592237,0.0648289555,-1.00537428,0.0109844,0.3786121900000019,0.6165806100000002,0.6015646699999999,0.04847976019999999,0.007506479999999982
acetylacetone,318.15,-18.95333714,-18.58170121,947.4,100.1163,REF,-2.67780887,0.0129640833,-1.70566252,0.37163593000000006,-18.95333714,-18.5731549,947.4,100.1163,SLE,-2.03755516,0.0546207028,-1.07823037,0.00917159,0.3801822399999999,0.6402537099999996,0.62743215,0.0416566195,0.008546309999999835
acetylacetone,313.15,-19.21697271,-18.84593405,952.35,100.1163,REF,-2.78228393,0.010215953,-1.80704928,0.37103865999999996,-19.21697271,-18.83681995,952.35,100.1163,SLE,-2.11727813,0.0458129334,-1.15294328,0.00763347,0.3801527600000014,0.6650058000000003,0.6541060000000001,0.0355969804,0.009114100000001457
acetylacetone,308.15,-19.48199998,-19.11270659,957.33,100.1163,REF,-2.88933521,0.0079991227,-1.91117204,0.36929339000000283,-19.48199998,-19.10340184,957.33,100.1163,SLE,-2.19851351,0.03824834,-1.22957365,0.00633121,0.37859814000000114,0.6908216999999999,0.68159839,0.0302492173,0.009304749999998307
acetylacetone,303.15,-19.74838803,-19.38201688,962.33,100.1163,REF,-2.99906929,0.0062224319,-2.01810933,0.36637115000000264,-19.74838803,-19.37281501,962.33,100.1163,SLE,-2.28137602,0.0317819065,-1.30818304,0.00523147,0.3755730200000009,0.7176932699999998,0.7099262900000001,0.0255594746,0.00920186999999828
acetylacetone,298.15,-20.01610718,-19.65387152,967.37,100.1163,REF,-3.11159455,0.0048078754,-2.12794574,0.3622356599999996,-20.01610718,-19.64499345,967.37,100.1163,SLE,-2.36597467,0.0262807526,-1.3888336,0.00430552,0.3711137299999976,0.74561988,0.73911214,0.021472877199999997,0.008878069999997962
benzene,403.15,-14.71611476,-15.20374168,775.84,78.1124,REF,-0.82692136,0.5833849263,-0.07175929,-0.4876269200000003,-14.71611476,-15.00552304,775.84,78.1124,SLE,-0.62223288,0.7149124165,0.03354899,0.23865312,-0.28940827999999996,0.20468848000000006,0.10530828,0.13152749019999999,0.19821864000000033
benzene,398.15,-14.95115832,-15.47310962,779.96,78.1124,REF,-0.86733582,0.5568019432,-0.09315731,-0.5219513000000013,-14.95115832,-15.26493994,779.96,78.1124,SLE,-0.65375697,0.6953108645,0.02108641,0.2219438,-0.3137816200000003,0.21357885,0.11424371999999999,0.13850892130000003,0.20816968000000102
benzene,393.15,-15.18811761,-15.74442114,784.12,78.1124,REF,-0.90876277,0.5296195705,-0.11607663,-0.5563035299999992,-15.18811761,-15.52681989,784.12,78.1124,SLE,-0.68578048,0.6750808351,0.00781412,0.20616717,-0.3387022799999997,0.22298229000000003,0.12389075,0.14546126460000008,0.21760124999999952
benzene,388.15,-15.42696862,-16.0174839,788.3,78.1124,REF,-0.95133611,0.501882974,-0.14065191,-0.5905152799999982,-15.42696862,-15.79105018,788.3,78.1124,SLE,-0.71837272,0.654212259,-0.00633139,0.19126138,-0.3640815599999989,0.23296339,0.13432052,0.15232928499999998,0.22643371999999928
benzene,383.15,-15.66768595,-16.29208528,792.52,78.1124,REF,-0.9952075,0.47364589,-0.16703666,-0.6243993299999993,-15.66768595,-16.05753339,792.52,78.1124,SLE,-0.75159712,0.632704592,-0.02141462,0.17717518,-0.3898474400000005,0.24361038000000002,0.14562204,0.15905870199999994,0.23455188999999876
benzene,378.15,-15.91024291,-16.56802518,796.78,78.1124,REF,-1.04052866,0.4449849182,-0.19539226,-0.6577822700000002,-15.91024291,-16.32615739,796.78,78.1124,SLE,-0.78552822,0.6105571223,-0.03750969,0.16385956,-0.41591447999999964,0.2550004400000001,0.15788257,0.1655722041,0.24186779000000058
benzene,373.15,-16.15461156,-16.84506647,801.06,78.1124,REF,-1.08748038,0.4159837895,-0.22590755,-0.6904549099999997,-16.15461156,-16.59680776,801.06,78.1124,SLE,-0.8202452,0.5877743317,-0.05469766,0.15127069,-0.4421962000000015,0.2672351799999999,0.17120989,0.17179054220000006,0.24825870999999822
benzene,368.15,-16.40076282,-17.12293806,805.38,78.1124,REF,-1.13627277,0.3867372065,-0.25880102,-0.7221752399999986,-16.40076282,-16.86936742,805.38,78.1124,SLE,-0.85583244,0.5643669711,-0.07306712,0.13936944,-0.46860459999999904,0.2804403299999999,0.1857339,0.17762976460000002,0.2535706399999995
benzene,363.15,-16.64866657,-17.40141108,809.74,78.1124,REF,-1.18710146,0.3573799362,-0.29428952,-0.7527445099999994,-16.64866657,-17.1436957,809.74,78.1124,SLE,-0.89239253,0.5403451142,-0.09272242,0.12811721,-0.49502912999999893,0.2947089300000001,0.20156710000000003,0.18296517799999995,0.2577153800000005
benzene,358.15,-16.89829177,-17.68016922,814.13,78.1124,REF,-1.24022581,0.3280430076,-0.33264545,-0.7818774499999996,-16.89829177,-17.41964943,814.13,78.1124,SLE,-0.93003478,0.515727696,-0.11377793,0.11748035,-0.5213576599999996,0.31019103000000015,0.21886752,0.18768468840000002,0.26051979000000003
benzene,353.15,-17.14960654,-17.95895233,818.55,78.1124,REF,-1.29588459,0.2989040296,-0.37413425,-0.8093457899999983,-17.14960654,-17.69708544,818.55,78.1124,SLE,-0.96887418,0.4905453006,-0.13635773,0.10743006,-0.547478899999998,0.32701041,0.23777652,0.191641271,0.2618668900000003
benzene,348.15,-17.40257834,-18.23744661,823.01,78.1124,REF,-1.35436355,0.2701490736,-0.41906479,-0.8348682699999976,-17.40257834,-17.97584483,823.01,78.1124,SLE,-1.00904182,0.4648358126,-0.16060266,0.09793957,-0.5732664899999982,0.34532173,0.25846213,0.194686739,0.26160177999999945
benzene,343.15,-17.65717409,-18.51533529,827.51,78.1124,REF,-1.41596665,0.2419876798,-0.46776713,-0.8581611999999978,-17.65717409,-18.25575449,827.51,78.1124,SLE,-1.0506851,0.4386470313,-0.18667155,0.08898461,-0.5985803999999995,0.3652815500000002,0.28109558,0.1966593515,0.2595807999999984
benzene,338.15,-17.91336033,-18.79232068,832.04,78.1124,REF,-1.48100324,0.2146535369,-0.52057985,-0.8789603499999998,-17.91336033,-18.53662265,832.04,78.1124,SLE,-1.09397203,0.4120371815,-0.21474511,0.08054303,-0.623262320000002,0.38703120999999996,0.30583474,0.19738364460000002,0.2556980299999978
benzene,333.15,-18.17110338,-19.06811528,836.61,78.1124,REF,-1.54979443,0.1883924452,-0.57785248,-0.897011899999999,-18.17110338,-18.81825769,836.61,78.1124,SLE,-1.13908045,0.3850847794,-0.24501927,0.07259715,-0.6471543099999977,0.4107139799999999,0.33283321,0.1966923342,0.2498575900000013
benzene,328.15,-18.43036953,-19.3424399,841.21,78.1124,REF,-1.62267531,0.1634503457,-0.63994472,-0.9120703699999986,-18.43036953,-19.10044556,841.21,78.1124,SLE,-1.18621396,0.3578820747,-0.27771696,0.06513074,-0.6700760300000006,0.4364613500000001,0.36222776,0.194431729,0.24199433999999798
benzene,323.15,-18.69112519,-19.61507027,845.86,78.1124,REF,-1.69996469,0.1400691441,-0.70719646,-0.9239450799999993,-18.69112519,-19.38297575,845.86,78.1124,SLE,-1.23558652,0.3305470962,-0.31307736,0.05813176,-0.6918505599999989,0.46437817000000003,0.3941191,0.19047795210000001,0.23209452000000041
benzene,318.15,-18.95333714,-19.88582302,850.54,78.1124,REF,-1.78197357,0.1184651599,-0.77993112,-0.9324858800000015,-18.95333714,-19.66560551,850.54,78.1124,SLE,-1.28744792,0.3032117497,-0.3513753,0.0515884,-0.7122683700000003,0.49452564999999993,0.42855582,0.18474658979999997,0.22021751000000123
benzene,313.15,-19.21697271,-20.15460428,855.26,78.1124,REF,-1.86897069,0.0988196768,-0.85842059,-0.9376315700000006,-19.21697271,-19.94808966,855.26,78.1124,SLE,-1.34206604,0.2760339602,-0.39290826,0.04549189,-0.7311169500000005,0.5269046500000001,0.46551233000000003,0.17721428339999998,0.2065146200000001
benzene,308.15,-19.48199998,-20.42138556,860.01,78.1124,REF,-1.96119647,0.0812573041,-0.94289457,-0.9393855799999997,-19.48199998,-20.23017849,860.01,78.1124,SLE,-1.39972991,0.24919597,-0.43799805,0.03983548,-0.7481785099999989,0.56146656,0.50489652,0.1679386659,0.1912070700000008
benzene,303.15,-19.74838803,-20.68622768,864.81,78.1124,REF,-2.05884349,0.0658381919,-1.03352092,-0.9378396499999972,-19.74838803,-20.51162408,864.81,78.1124,SLE,-1.4607471,0.2229034971,-0.48698755,0.03461409,-0.7632360499999997,0.59809639,0.5465333699999999,0.1570653052,0.17460359999999753
benzene,298.15,-20.01610718,-20.94927733,869.64,78.1124,REF,-2.16205518,0.0525521926,-1.13040409,-0.9331701500000023,-20.01610718,-20.79216945,869.64,78.1124,SLE,-1.52545339,0.1973771957,-0.54024737,0.02982268,-0.7760622700000006,0.6366017899999998,0.5901567200000001,0.14482500310000002,0.15710788000000164
chcl3,403.15,-14.71611476,-15.13743197,1335.87,119.3783,REF,-0.86286751,0.4541188268,-0.06698758,-0.4213172099999998,-14.71611476,-14.97110652,1335.87,119.3783,SLE,-0.6408818,0.608064623,0.04287948,0.22862209,-0.25499175999999935,0.22198571,0.10986706,0.15394579619999998,0.16632545000000043
chcl3,398.15,-14.95115832,-15.39902573,1342.82,119.3783,REF,-0.90800066,0.4246947447,-0.0905805,-0.44786741000000063,-14.95115832,-15.22630996,1342.82,119.3783,SLE,-0.67495187,0.5838550363,0.03002143,0.21137233,-0.2751516400000007,0.23304879,0.12060193,0.1591602916,0.17271576999999994
chcl3,393.15,-15.18811761,-15.66195248,1349.82,119.3783,REF,-0.95460573,0.3952993607,-0.11620344,-0.47383486999999924,-15.18811761,-15.48362251,1349.82,119.3783,SLE,-0.70978277,0.5592137856,0.0161468,0.19508201,-0.2955048999999992,0.24482296000000003,0.13235024,0.16391442490000002,0.17832997000000006
chcl3,388.15,-15.42696862,-15.92599542,1356.85,119.3783,REF,-1.00284815,0.3660462039,-0.14404966,-0.4990267999999993,-15.42696862,-15.74292765,1356.85,119.3783,SLE,-0.74545606,0.5341714616,0.00116644,0.17969829,-0.31595903000000014,0.25739208999999996,0.1452161,0.16812525769999997,0.18306776999999919
chcl3,383.15,-15.66768595,-16.1909517,1363.93,119.3783,REF,-1.05289324,0.3370688679,-0.1743215,-0.5232657500000002,-15.66768595,-16.00410579,1363.93,119.3783,SLE,-0.78205854,0.5087660289,-0.0150174,0.16517391,-0.33641984000000136,0.2708347,0.1593041,0.171697161,0.18684590999999884
chcl3,378.15,-15.91024291,-16.45659915,1371.05,119.3783,REF,-1.10492549,0.3085087967,-0.20724193,-0.5463562399999997,-15.91024291,-16.26703584,1371.05,119.3783,SLE,-0.81968171,0.4830444324,-0.03251125,0.15146709,-0.35679292999999923,0.28524378000000006,0.17473068,0.17453563570000002,0.18956331000000048
chcl3,373.15,-16.15461156,-16.7226977,1378.21,119.3783,REF,-1.15914901,0.2805149843,-0.24305522,-0.5680861400000019,-16.15461156,-16.53158966,1378.21,119.3783,SLE,-0.8584254,0.4570613032,-0.05143266,0.13853981,-0.3769781000000023,0.3007236099999999,0.19162256,0.1765463189,0.1911080399999996
chcl3,368.15,-16.40076282,-16.9890628,1385.41,119.3783,REF,-1.21574538,0.2532627674,-0.28199568,-0.5882999799999986,-16.40076282,-16.7976351,1385.41,119.3783,SLE,-0.89839654,0.4308810362,-0.07191011,0.12635821,-0.3968722800000002,0.31734883999999997,0.21008557000000003,0.17761826880000003,0.19142769999999842
chcl3,363.15,-16.64866657,-17.25547538,1392.65,119.3783,REF,-1.27492632,0.2269217489,-0.32432218,-0.6068088100000004,-16.64866657,-17.0650241,1392.65,119.3783,SLE,-0.93971696,0.4045739955,-0.09408799,0.11489021,-0.4163575299999991,0.33520936,0.23023419,0.1776522466,0.19045128000000133
chcl3,358.15,-16.89829177,-17.52174616,1399.93,119.3783,REF,-1.33689662,0.2016689217,-0.37028935,-0.6234543899999991,-16.89829177,-17.33362536,1399.93,119.3783,SLE,-0.98250447,0.3782296017,-0.11811592,0.10411074,-0.43533358999999905,0.35439215000000013,0.25217343000000003,0.17656067999999997,0.1881208000000001
chcl3,353.15,-17.14960654,-17.78771563,1407.26,119.3783,REF,-1.40185377,0.1776797523,-0.420143,-0.6381090900000004,-17.14960654,-17.60328946,1407.26,119.3783,SLE,-1.02689428,0.3519431912,-0.14416126,0.09399521,-0.45368291999999855,0.37495948999999995,0.27598174,0.1742634389,0.18442617000000183
chcl3,348.15,-17.40257834,-18.05323839,1414.63,119.3783,REF,-1.46999729,0.1551155413,-0.47412364,-0.650660049999999,-17.40257834,-17.87388472,1414.63,119.3783,SLE,-1.07301785,0.3258289884,-0.17239592,0.08452441,-0.4713063799999979,0.39697943999999996,0.30172772000000003,0.17071344710000003,0.17935367000000113
chcl3,343.15,-17.65717409,-18.31822193,1422.04,119.3783,REF,-1.5415043,0.1341223772,-0.53244271,-0.6610478399999984,-17.65717409,-18.14526332,1422.04,119.3783,SLE,-1.12102425,0.3000067789,-0.20300941,0.07567906,-0.48808922999999993,0.4204800499999999,0.3294333,0.1658844017,0.17295860999999846
chcl3,338.15,-17.91336033,-18.58261743,1429.49,119.3783,REF,-1.61653395,0.1148188048,-0.59528158,-0.6692570999999994,-17.91336033,-18.41729486,1429.49,119.3783,SLE,-1.17105984,0.2746120637,-0.23619474,0.06744351,-0.5039345299999987,0.4454741099999999,0.35908684,0.1597932589,0.16532257000000072
chcl3,333.15,-18.17110338,-18.84641787,1436.98,119.3783,REF,-1.69522736,0.0972874931,-0.66278838,-0.6753144899999981,-18.17110338,-18.68984899,1436.98,119.3783,SLE,-1.22327967,0.2497871392,-0.27215461,0.05980264,-0.5187456099999999,0.47194769000000014,0.39063376999999994,0.1524996461,0.15656887999999825
chcl3,328.15,-18.43036953,-19.10966712,1444.52,119.3783,REF,-1.7777003,0.0815711128,-0.73506957,-0.6792975900000009,-18.43036953,-18.9628137,1444.52,119.3783,SLE,-1.27783601,0.2256831336,-0.31109151,0.0527429,-0.5324441700000015,0.4998642900000001,0.42397805999999993,0.14411202080000002,0.14685341999999935
chcl3,323.15,-18.69112519,-19.37246324,1452.1,119.3783,REF,-1.86403922,0.0676698481,-0.81218524,-0.6813380499999973,-18.69112519,-19.23608119,1452.1,119.3783,SLE,-1.33488784,0.2024507573,-0.35321249,0.04625005,-0.5449559999999991,0.5291513800000001,0.45897275000000004,0.13478090920000002,0.13638204999999815
chcl3,318.15,-18.95333714,-19.63495002,1459.72,119.3783,REF,-1.95430478,0.0555410857,-0.894153,-0.681612880000003,-18.95333714,-19.50957498,1459.72,119.3783,SLE,-1.39458287,0.1802420959,-0.39871297,0.0403104,-0.5562378400000014,0.5597219099999999,0.49544003,0.12470101020000002,0.12537504000000155
chcl3,313.15,-19.21697271,-19.89730342,1467.39,119.3783,REF,-2.04853945,0.0451027104,-0.98095714,-0.6803307099999998,-19.21697271,-19.78323496,1467.39,119.3783,SLE,-1.45706725,0.1591994528,-0.44778103,0.03490863,-0.5662622500000012,0.5914721999999999,0.53317611,0.1140967424,0.1140684599999986
chcl3,308.15,-19.48199998,-20.15972999,1475.09,119.3783,REF,-2.14676733,0.0362405058,-1.07255193,-0.6777300099999977,-19.48199998,-20.05701938,1475.09,119.3783,SLE,-1.52248419,0.1394494859,-0.50059393,0.03002727,-0.5750193999999986,0.62428314,0.571958,0.1032089801,0.10271060999999904
chcl3,303.15,-19.74838803,-20.42245092,1482.84,119.3783,REF,-2.24900425,0.028816167,-1.16887521,-0.6740628899999983,-19.74838803,-20.33092388,1482.84,119.3783,SLE,-1.59096016,0.1211007821,-0.55730399,0.02564719,-0.5825358499999993,0.65804409,0.61157122,0.0922846151,0.091527039999999
chcl3,298.15,-20.01610718,-20.68569616,1490.63,119.3783,REF,-2.35526158,0.0226767963,-1.26985627,-0.6695889800000003,-20.01610718,-20.60496968,1490.63,119.3783,SLE,-1.66261228,0.1042352275,-0.61804231,0.02174642,-0.5888625000000012,0.6926493,0.65181396,0.0815584312,0.08072647999999916
cyclohexane,403.15,-14.71611476,-14.661323,682.56,84.16,REF,-1.12096373,0.3781195535,-0.32432384,0.05479176000000052,-14.71611476,-14.76758303,682.56,84.16,SLE,-0.75116297,0.6154974271,-0.07055437,0.17735238,-0.05146827000000087,0.36980075999999995,0.25376946999999994,0.2373778736,-0.1062600300000014
cyclohexane,398.15,-14.95115832,-14.84326527,686.3,84.16,REF,-1.21305897,0.3262663844,-0.39476055,0.10789304999999949,-14.95115832,-14.98616414,686.3,84.16,SLE,-0.80671132,0.5785980191,-0.10198039,0.15605895,-0.0350058200000003,0.40634765000000006,0.29278015999999996,0.2523316347,-0.1428988699999998
cyclohexane,393.15,-15.18811761,-15.02055401,690.07,84.16,REF,-1.31114845,0.27606219,-0.47323992,0.16756360000000114,-15.18811761,-15.20021965,690.07,84.16,SLE,-0.86725335,0.5383844845,-0.13831172,0.13575213,-0.012102039999998482,0.4438950999999999,0.3349282,0.2623222945,-0.17966563999999963
cyclohexane,388.15,-15.42696862,-15.19584358,693.88,84.16,REF,-1.41395578,0.2294234904,-0.55877321,0.23112504000000023,-15.42696862,-15.40845564,693.88,84.16,SLE,-0.93369682,0.4947027718,-0.18057454,0.1164939,0.018512980000000567,0.48025896,0.37819867,0.2652792814,-0.21261205999999966
cyclohexane,383.15,-15.66768595,-15.37198034,697.73,84.16,REF,-1.52002762,0.1877860652,-0.64997309,0.29570560999999884,-15.66768595,-15.6096564,697.73,84.16,SLE,-1.00695154,0.4476613591,-0.229901,0.09841209,0.058029549999998764,0.51307608,0.42007209,0.25987529389999997,-0.23767606000000008
cyclohexane,378.15,-15.91024291,-15.55130721,701.61,84.16,REF,-1.628124,0.1518455211,-0.74545514,0.35893569999999997,-15.91024291,-15.80301378,701.61,84.16,SLE,-1.08773924,0.3978327628,-0.28737099,0.08170728,0.10722912999999856,0.5403847599999998,0.45808415,0.24598724170000003,-0.2517065700000014
cyclohexane,373.15,-16.15461156,-15.73534364,705.53,84.16,REF,-1.73742002,0.1216162708,-0.84411867,0.41926791999999935,-16.15461156,-15.98866714,705.53,84.16,SLE,-1.17626491,0.3464645814,-0.35369157,0.06664002,0.16594441999999887,0.5611551100000001,0.49042709999999995,0.22484831060000005,-0.2533235000000005
cyclohexane,368.15,-16.40076282,-15.92479748,709.5,84.16,REF,-1.84752709,0.0966589963,-0.9452529,0.4759653400000001,-16.40076282,-16.16812837,709.5,84.16,SLE,-1.27192961,0.2954813422,-0.42883448,0.0534651,0.23263444999999905,0.5755974800000001,0.5164184199999999,0.1988223459,-0.24333089000000108
cyclohexane,363.15,-16.64866657,-16.1198154,713.5,84.16,REF,-1.95837234,0.0763234029,-1.04847613,0.5288511699999994,-16.64866657,-16.34427653,713.5,84.16,SLE,-1.37327836,0.2471331379,-0.51183461,0.04233715,0.30439004000000125,0.5850939799999999,0.5366415200000001,0.170809735,-0.22446112999999812
cyclohexane,358.15,-16.89829177,-16.3201836,717.54,84.16,REF,-2.07009818,0.0599083344,-1.15366134,0.5781081700000001,-16.89829177,-16.52055666,717.54,84.16,SLE,-1.47842919,0.2033411295,-0.60105757,0.0332331,0.3777351099999997,0.5916689900000001,0.5526037699999999,0.1434327951,-0.20037306000000044
cyclohexane,353.15,-17.14960654,-16.52552431,721.62,84.16,REF,-2.18295609,0.0467533042,-1.2608373,0.6240822299999991,-17.14960654,-16.69999236,721.62,84.16,SLE,-1.58565373,0.1652148583,-0.69473761,0.02596249,0.4496141800000011,0.5973023599999998,0.5660996899999999,0.11846155409999999,-0.174468049999998
cyclohexane,348.15,-17.40257834,-16.73538115,725.74,84.16,REF,-2.29726088,0.0362737578,-1.37013906,0.6671971900000031,-17.40257834,-16.88453437,725.74,84.16,SLE,-1.6937971,0.1329878664,-0.79147247,0.02023965,0.5180439700000008,0.60346378,0.5786665900000001,0.09671410859999999,-0.1491532200000023
cyclohexane,343.15,-17.65717409,-16.94929292,729.9,84.16,REF,-2.41334848,0.0279714019,-1.48175934,0.7078811700000003,-17.65717409,-17.07510118,729.9,84.16,SLE,-1.80229391,0.1062933887,-0.89036175,0.01576544,0.5820729100000008,0.6110545699999999,0.59139759,0.0783219868,-0.12580825999999945
cyclohexane,338.15,-17.91336033,-17.16682372,734.11,84.16,REF,-2.53155805,0.0214297326,-1.59592365,0.7465366099999997,-17.91336033,-17.27185262,734.11,84.16,SLE,-1.91103523,0.08447034,-0.9909599,0.0122734,0.6415077099999991,0.6205228200000001,0.60496375,0.0630406074,-0.10502890000000065
cyclohexane,333.15,-18.17110338,-17.38757012,738.36,84.16,REF,-2.65222771,0.0163044136,-1.71287986,0.7835332600000022,-18.17110338,-17.4745112,738.36,84.16,SLE,-2.02019221,0.0667821205,-1.09314225,0.0095457,0.6965921800000032,0.6320355000000002,0.6197376099999998,0.0504777069,-0.086941079999999
cyclohexane,328.15,-18.43036953,-17.61117182,742.65,84.16,REF,-2.77568739,0.0123130118,-1.83288614,0.819197710000001,-18.43036953,-17.68260732,742.65,84.16,SLE,-2.13007432,0.0525321149,-1.1969749,0.00741183,0.7477622100000012,0.64561307,0.63591124,0.0402191031,-0.07143549999999976
cyclohexane,323.15,-18.69112519,-17.83730915,746.99,84.16,REF,-2.9022601,0.0092249287,-1.95620831,0.8538160400000017,-18.69112519,-17.89558676,746.99,84.16,SLE,-2.24106754,0.0411061636,-1.30264899,0.00574027,0.7955384300000006,0.6611925599999999,0.65355932,0.0318812349,-0.05827761000000109
cyclohexane,318.15,-18.95333714,-18.06570209,751.37,84.16,REF,-3.03226214,0.006852653,-2.083117,0.8876350500000001,-18.95333714,-18.1129076,751.37,84.16,SLE,-2.35357387,0.0319845696,-1.41041294,0.00443023,0.8404295399999988,0.6786882699999999,0.67270406,0.0251319166,-0.04720551000000128
cyclohexane,313.15,-19.21697271,-18.29610434,755.79,84.16,REF,-3.16600685,0.0050442564,-2.21388907,0.9208683700000009,-19.21697271,-18.33406212,755.79,84.16,SLE,-2.46799761,0.0247348787,-1.52055001,0.0034041,0.8829105900000016,0.6980092400000002,0.69333906,0.019690622300000002,-0.037957779999999275
cyclohexane,308.15,-19.48199998,-18.52830182,760.26,84.16,REF,-3.30380561,0.0036771732,-2.34880675,0.9536981600000018,-19.48199998,-18.55858837,760.26,84.16,SLE,-2.58473741,0.0190005662,-1.63336324,0.00260173,0.9234116100000023,0.7190682000000002,0.7154435100000001,0.015323393,-0.03028654999999958
cyclohexane,303.15,-19.74838803,-18.7621083,764.78,84.16,REF,-3.44597101,0.0026529841,-2.48815935,0.9862797299999997,-19.74838803,-18.78607557,764.78,84.16,SLE,-2.70418206,0.0144891275,-1.74916562,0.00197614,0.9623124599999997,0.7417889500000001,0.73899373,0.0118361434,-0.023967269999999985
cyclohexane,298.15,-20.01610718,-18.99736204,769.35,84.16,REF,-3.5928195,0.0018930945,-2.63224487,1.01874514,-20.01610718,-19.01616267,769.35,84.16,SLE,-2.82671099,0.0109610945,-1.86827608,0.00149035,0.9999445099999988,0.76610851,0.7639687900000001,0.009068000000000001,-0.018800630000001206
cyclohexanol,403.15,-14.71611476,-13.81157824,849.16,100.1595,REF,-1.58160599,0.1437605391,-0.69788232,0.9045365200000006,-14.71611476,-14.10213543,849.16,100.1595,SLE,-1.11174217,0.3433076872,-0.3036549,0.07731394,0.6139793299999994,0.4698638199999998,0.39422741999999994,0.1995471481,-0.29055719000000124
cyclohexanol,398.15,-14.95115832,-13.93708274,853.6,100.1595,REF,-1.71046485,0.1102691435,-0.81347613,1.01407558,-14.95115832,-14.19344847,853.6,100.1595,SLE,-1.24164616,0.275053017,-0.40329599,0.05732629,0.7577098499999995,0.46881869,0.41018013999999997,0.1647838735,-0.2563657300000006
cyclohexanol,393.15,-15.18811761,-14.07140428,858.06,100.1595,REF,-1.83876499,0.0840549991,-0.93117847,1.1167133300000014,-15.18811761,-14.28861895,858.06,100.1595,SLE,-1.37377713,0.2159876114,-0.51083037,0.04228856,0.8994986600000008,0.46498786000000014,0.4203481,0.1319326123,-0.2172146700000006
cyclohexanol,388.15,-15.42696862,-14.21403252,862.55,100.1595,REF,-1.96675863,0.0637478883,-1.05060951,1.2129361000000003,-15.42696862,-14.39375198,862.55,100.1595,SLE,-1.50477177,0.1676657035,-0.62243969,0.03127723,1.033216640000001,0.4619868599999999,0.4281698199999999,0.10391781520000001,-0.1797194599999994
cyclohexanol,383.15,-15.66768595,-14.3642121,867.07,100.1595,REF,-2.09485016,0.0481230723,-1.17167904,1.3034738499999996,-15.66768595,-14.51095493,867.07,100.1595,SLE,-1.63336971,0.1293621092,-0.73586408,0.0232611,1.1567310199999987,0.46148045000000004,0.43581495999999986,0.08123903689999999,-0.14674283000000088
cyclohexanol,378.15,-15.91024291,-14.52118356,871.61,100.1595,REF,-2.22346692,0.0361625031,-1.29443833,1.3890593499999984,-15.91024291,-14.64011056,871.61,100.1595,SLE,-1.75952832,0.0994735754,-0.85005947,0.01739689,1.270132349999999,0.46393859999999987,0.44437885999999993,0.0633110723,-0.11892699999999934
cyclohexanol,373.15,-16.15461156,-14.68425781,876.18,100.1595,REF,-2.35301728,0.027047241,-1.41901205,1.4703537499999992,-16.15461156,-14.78016784,876.18,100.1595,SLE,-1.8837486,0.0763144217,-0.96471078,0.01306927,1.3744437199999986,0.4692686799999999,0.4543012700000001,0.049267180699999996,-0.09591003000000065
cyclohexanol,368.15,-16.40076282,-14.85286241,880.78,100.1595,REF,-2.48386182,0.0201303765,-1.54554707,1.5479004100000004,-16.40076282,-14.92990676,880.78,100.1595,SLE,-2.00665838,0.0584267241,-1.07983247,0.00984785,1.470856060000001,0.4772034399999998,0.4657146000000001,0.0382963476,-0.07704434999999954
cyclohexanol,363.15,-16.64866657,-15.02653059,885.4,100.1595,REF,-2.61631677,0.0149049674,-1.67419804,1.6221359799999995,-16.64866657,-15.0881887,885.4,100.1595,SLE,-2.1288705,0.0446331261,-1.19558665,0.00743241,1.5604778699999997,0.48744626999999996,0.47861138999999997,0.029728158700000003,-0.061658109999999766
cyclohexanol,358.15,-16.89829177,-15.20490062,890.05,100.1595,REF,-2.75065136,0.010976023,-1.80511164,1.69339115,-16.89829177,-15.25405211,890.05,100.1595,SLE,-2.25092347,0.0340103134,-1.31218163,0.00561147,1.6442396600000002,0.49972788999999995,0.49293001000000003,0.023034290399999997,-0.04915148999999985
