Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,x,delta_mu
"2,3-dihydropyran",343.15,-17.65717409,-18.25706774,896.21,84.1169,SLE,-1.04984908,0.4210167728,-0.18454261,0.08915607,-0.5998936499999985
"2,3-dihydropyran",338.15,-17.91336033,-18.53862222,901.03,84.1169,SLE,-1.09268028,0.394992515,-0.21224112,0.08078295,-0.6252618900000009
"2,3-dihydropyran",333.15,-18.17110338,-18.82109183,905.89,84.1169,SLE,-1.13722206,0.3687774154,-0.24204411,0.07290846,-0.6499884499999986
"2,3-dihydropyran",328.15,-18.43036953,-19.10428236,910.78,84.1169,SLE,-1.18365979,0.3424634397,-0.27415454,0.06551492,-0.673912829999999
"2,3-dihydropyran",323.15,-18.69112519,-19.38801426,915.7,84.1169,SLE,-1.23218046,0.3161672323,-0.30878379,0.05858947,-0.6968890699999974
"2,3-dihydropyran",318.15,-18.95333714,-19.67207123,920.66,84.1169,SLE,-1.28300838,0.2900115546,-0.34617831,0.05211846,-0.7187340900000017
"2,3-dihydropyran",313.15,-19.21697271,-19.9562576,925.66,84.1169,SLE,-1.33636816,0.2641458807,-0.38659148,0.04609267,-0.7392848900000004
"2,3-dihydropyran",308.15,-19.48199998,-20.24034744,930.69,84.1169,SLE,-1.39252104,0.2387271444,-0.43031146,0.04050223,-0.7583474599999995
"2,3-dihydropyran",303.15,-19.74838803,-20.52412541,935.76,84.1169,SLE,-1.45173861,0.2139311334,-0.47763988,0.03533958,-0.7757373799999989
"2,3-dihydropyran",298.15,-20.01610718,-20.80738678,940.86,84.1169,SLE,-1.51430385,0.1899469306,-0.52889073,0.03059822,-0.7912796000000029
dimethylformamide,403.15,-14.71611476,-14.89339846,801.05,73.0941,SLE,-0.68298867,0.6912054926,0.0209178,0.20749677,-0.17728370000000027
dimethylformamide,398.15,-14.95115832,-15.14301178,805.29,73.0941,SLE,-0.72065461,0.6676364359,0.00532063,0.19025908,-0.1918534600000008
dimethylformamide,393.15,-15.18811761,-15.39533796,809.57,73.0941,SLE,-0.75883739,0.6433680304,-0.01134565,0.17424592,-0.20722035000000005
dimethylformamide,388.15,-15.42696862,-15.65050532,813.88,73.0941,SLE,-0.79747133,0.6185158112,-0.02908041,0.15941481,-0.22353670000000037
dimethylformamide,383.15,-15.66768595,-15.90862791,818.22,73.0941,SLE,-0.8364947,0.5932054567,-0.04787644,0.14571535,-0.24094196000000068
dimethylformamide,378.15,-15.91024291,-16.16983183,822.59,73.0941,SLE,-0.87583479,0.567580138,-0.06771147,0.13309606,-0.25958892000000056
dimethylformamide,373.15,-16.15461156,-16.43422258,826.99,73.0941,SLE,-0.91542636,0.5417856593,-0.08855765,0.12149926,-0.2796110200000008
dimethylformamide,368.15,-16.40076282,-16.70190071,831.43,73.0941,SLE,-0.95520287,0.5159728235,-0.11037694,0.11086568,-0.3011378899999997
dimethylformamide,363.15,-16.64866657,-16.97294544,835.9,73.0941,SLE,-0.99510633,0.4902875602,-0.13312741,0.10113318,-0.32427887000000055
dimethylformamide,358.15,-16.89829177,-17.24740203,840.4,73.0941,SLE,-1.0350957,0.4648624599,-0.15677001,0.09223682,-0.3491102599999998
dimethylformamide,353.15,-17.14960654,-17.52529458,844.94,73.0941,SLE,-1.07514018,0.4398186199,-0.18126626,0.08411236,-0.37568804
dimethylformamide,348.15,-17.40257834,-17.80662403,849.51,73.0941,SLE,-1.11522135,0.4152624907,-0.20658118,0.07669705,-0.4040456899999967
dimethylformamide,343.15,-17.65717409,-18.09135032,854.12,73.0941,SLE,-1.15534548,0.3912775044,-0.23269387,0.06992855,-0.4341762299999985
dimethylformamide,338.15,-17.91336033,-18.37943889,858.76,73.0941,SLE,-1.19551545,0.3679408812,-0.25957955,0.06375064,-0.4660785599999997
dimethylformamide,333.15,-18.17110338,-18.67081331,863.43,73.0941,SLE,-1.23576161,0.3453054728,-0.28723283,0.05810833,-0.4997099299999981
dimethylformamide,328.15,-18.43036953,-18.96539488,868.14,73.0941,SLE,-1.27611771,0.3234149083,-0.31565174,0.05295199,-0.5350253500000015
dimethylformamide,323.15,-18.69112519,-19.26309836,872.89,73.0941,SLE,-1.31662412,0.3023022999,-0.34484072,0.04823651,-0.5719731699999997
dimethylformamide,318.15,-18.95333714,-19.56380923,877.67,73.0941,SLE,-1.3573441,0.2819832276,-0.37482413,0.04391935,-0.6104720900000018
dimethylformamide,313.15,-19.21697271,-19.86743174,882.48,73.0941,SLE,-1.39833231,0.2624733241,-0.40562223,0.03996388,-0.6504590300000004
dimethylformamide,308.15,-19.48199998,-20.17385737,887.34,73.0941,SLE,-1.43965654,0.2437780786,-0.43726847,0.03633653,-0.6918573899999991
dimethylformamide,303.15,-19.74838803,-20.48297378,892.23,73.0941,SLE,-1.48139259,0.2258968952,-0.46980581,0.0330071,-0.7345857499999973
dimethylformamide,298.15,-20.01610718,-20.7946745,897.15,73.0941,SLE,-1.52361797,0.2088268415,-0.50328165,0.02994898,-0.7785673200000005
dimethylsulfoxide,403.15,-14.71611476,-14.00267489,1019.31,78.1342,SLE,-1.16563582,0.3695661619,-0.21755444,0.06829111,0.7134398700000002
dimethylsulfoxide,398.15,-14.95115832,-14.22415344,1024.43,78.1342,SLE,-1.22479944,0.3363507492,-0.25650081,0.05959373,0.7270048799999991
dimethylsulfoxide,393.15,-15.18811761,-14.45751706,1029.56,78.1342,SLE,-1.27993022,0.3070241038,-0.29414529,0.05248918,0.7306005500000001
dimethylsulfoxide,388.15,-15.42696862,-14.70082958,1034.7,78.1342,SLE,-1.33194858,0.2808842898,-0.33079763,0.04656412,0.7261390399999996
dimethylsulfoxide,383.15,-15.66768595,-14.95263143,1039.86,78.1342,SLE,-1.38155046,0.2573955813,-0.36671775,0.04153838,0.7150545199999989
dimethylsulfoxide,378.15,-15.91024291,-15.21181354,1045.04,78.1342,SLE,-1.42926539,0.2361478444,-0.40211788,0.03721642,0.6984293699999995
dimethylsulfoxide,373.15,-16.15461156,-15.47750715,1050.22,78.1342,SLE,-1.4755099,0.2168200092,-0.43717707,0.03345724,0.6771044100000001
dimethylsulfoxide,368.15,-16.40076282,-15.74903659,1055.43,78.1342,SLE,-1.52060786,0.1991611786,-0.47203963,0.03015728,0.6517262300000013
dimethylsulfoxide,363.15,-16.64866657,-16.02584503,1060.64,78.1342,SLE,-1.56482893,0.1829669755,-0.50683433,0.02723774,0.6228215400000003
dimethylsulfoxide,358.15,-16.89829177,-16.30748243,1065.87,78.1342,SLE,-1.60839211,0.1680723983,-0.54166941,0.02463814,0.5908093399999998
dimethylsulfoxide,353.15,-17.14960654,-16.59357989,1071.12,78.1342,SLE,-1.65147811,0.1543421825,-0.57663706,0.02231115,0.5560266499999997
dimethylsulfoxide,348.15,-17.40257834,-16.88382092,1076.37,78.1342,SLE,-1.69424476,0.1416619574,-0.61182235,0.02021879,0.51875742
dimethylsulfoxide,343.15,-17.65717409,-17.17793867,1081.64,78.1342,SLE,-1.73682714,0.1299354762,-0.64730055,0.01833044,0.47923542000000197
dimethylsulfoxide,338.15,-17.91336033,-17.47570741,1086.92,78.1342,SLE,-1.77934152,0.1190809554,-0.68313819,0.01662105,0.43765292000000144
dimethylsulfoxide,333.15,-18.17110338,-17.77693145,1092.21,78.1342,SLE,-1.82189138,0.109027538,-0.71939664,0.01506984,0.3941719300000024
dimethylsulfoxide,328.15,-18.43036953,-18.08144545,1097.52,78.1342,SLE,-1.86456624,0.0997139951,-0.75612978,0.01365947,0.34892407999999975
dimethylsulfoxide,323.15,-18.69112519,-18.38910744,1102.83,78.1342,SLE,-1.90744554,0.0910864585,-0.79338637,0.01237526,0.302017750000001
dimethylsulfoxide,318.15,-18.95333714,-18.69978613,1108.15,78.1342,SLE,-1.95060661,0.0830958963,-0.83121661,0.01120452,0.2535510099999989
dimethylsulfoxide,313.15,-19.21697271,-19.01338255,1113.48,78.1342,SLE,-1.9941096,0.0757001507,-0.86965762,0.01013656,0.20359016000000096
dimethylsulfoxide,308.15,-19.48199998,-19.32980703,1118.83,78.1342,SLE,-2.03801254,0.0688602196,-0.90874674,0.00916194,0.15219294999999988
dimethylsulfoxide,303.15,-19.74838803,-19.64899841,1124.18,78.1342,SLE,-2.08235751,0.0625418621,-0.94850812,0.00827261,0.09938962000000018
dimethylsulfoxide,298.15,-20.01610718,-19.97088818,1129.54,78.1342,SLE,-2.12719574,0.0567113624,-0.98897603,0.00746112,0.045218999999999454
diphenylether,403.15,-14.71611476,-14.87452981,978.06,170.2083,SLE,-0.69321282,0.4827246052,-0.11029123,0.20266893,-0.15841505000000033
diphenylether,398.15,-14.95115832,-15.11990738,982.98,170.2083,SLE,-0.73333117,0.4542072342,-0.13526628,0.1847859,-0.16874906000000145
diphenylether,393.15,-15.18811761,-15.366883,987.93,170.2083,SLE,-0.77464816,0.4257570801,-0.16188608,0.16801646,-0.1787653899999988
diphenylether,388.15,-15.42696862,-15.61534497,992.89,170.2083,SLE,-0.81725956,0.397474955,-0.19026125,0.15231422,-0.18837635000000041
diphenylether,383.15,-15.66768595,-15.86517954,997.87,170.2083,SLE,-0.86126653,0.3694693455,-0.22050839,0.13763645,-0.19749359000000055
diphenylether,378.15,-15.91024291,-16.11628065,1002.87,170.2083,SLE,-0.90677038,0.3418586821,-0.25274582,0.12394517,-0.20603774000000108
diphenylether,373.15,-16.15461156,-16.36854212,1007.89,170.2083,SLE,-0.95387723,0.3147665894,-0.28709633,0.1112046,-0.21393056000000144
diphenylether,368.15,-16.40076282,-16.62185703,1012.92,170.2083,SLE,-1.00269872,0.2883195569,-0.32368732,0.09938052,-0.2210942100000004
diphenylether,363.15,-16.64866657,-16.87612743,1017.98,170.2083,SLE,-1.05334663,0.262647311,-0.36264589,0.08844095,-0.22746086000000076
diphenylether,358.15,-16.89829177,-17.13126448,1023.05,170.2083,SLE,-1.10593286,0.2378791894,-0.40409791,0.07835508,-0.23297270999999853
diphenylether,353.15,-17.14960654,-17.38718509,1028.14,170.2083,SLE,-1.16057163,0.2141392891,-0.44816888,0.0690921,-0.2375785499999985
diphenylether,348.15,-17.40257834,-17.64382052,1033.25,170.2083,SLE,-1.21737428,0.1915447139,-0.49497887,0.06062137,-0.24124217999999686
diphenylether,343.15,-17.65717409,-17.9011088,1038.38,170.2083,SLE,-1.27645403,0.1701994083,-0.54464562,0.052911,-0.24393470999999778
diphenylether,338.15,-17.91336033,-18.15900644,1043.52,170.2083,SLE,-1.3379186,0.1501930518,-0.59727757,0.04592841,-0.24564610999999914
diphenylether,333.15,-18.17110338,-18.41748382,1048.68,170.2083,SLE,-1.401873,0.1315962418,-0.65297559,0.03963939,-0.24638043999999937
diphenylether,328.15,-18.43036953,-18.6765235,1053.86,170.2083,SLE,-1.4684205,0.114457544,-0.71183358,0.03400788,-0.24615396999999817
diphenylether,323.15,-18.69112519,-18.93611996,1059.05,170.2083,SLE,-1.53766285,0.0988019412,-0.77393863,0.02899594,-0.24499476999999814
diphenylether,318.15,-18.95333714,-19.19628309,1064.26,170.2083,SLE,-1.60969787,0.0846308723,-0.83936903,0.02456417,-0.24294595000000285
diphenylether,313.15,-19.21697271,-19.45703114,1069.48,170.2083,SLE,-1.68462419,0.0719218987,-0.90819912,0.02067168,-0.24005843000000127
diphenylether,308.15,-19.48199998,-19.71839135,1074.72,170.2083,SLE,-1.7625411,0.0606307681,-0.9804998,0.01727662,-0.23639136999999977
diphenylether,303.15,-19.74838803,-19.98039677,1079.98,170.2083,SLE,-1.84355095,0.0506939166,-1.05634174,0.01433669,-0.23200873999999772
diphenylether,298.15,-20.01610718,-20.2430848,1085.25,170.2083,SLE,-1.92776073,0.0420318847,-1.13579783,0.01180971,-0.22697761999999955
dodecane,403.15,-14.71611476,-13.65606931,659.52,170.336,SLE,-1.3534474,0.1453827641,-0.79058601,0.04431519,1.0600454500000005
dodecane,398.15,-14.95115832,-13.82960633,663.1,170.336,SLE,-1.44127338,0.1211095724,-0.87159901,0.0362015,1.1215519899999986
dodecane,393.15,-15.18811761,-14.01183231,666.71,170.336,SLE,-1.52757146,0.1008859358,-0.95191533,0.02967758,1.1762853
dodecane,388.15,-15.42696862,-14.2016537,670.35,170.336,SLE,-1.61288463,0.0839922515,-1.03189858,0.02438459,1.2253149200000006
dodecane,383.15,-15.66768595,-14.3981538,674.02,170.336,SLE,-1.69768262,0.069851131,-1.11188414,0.02005937,1.2695321499999999
dodecane,378.15,-15.91024291,-14.60055052,677.73,170.336,SLE,-1.78238147,0.0579965644,-1.19218572,0.01650511,1.3096923899999986
dodecane,373.15,-16.15461156,-14.80817908,681.46,170.336,SLE,-1.86735016,0.0480509093,-1.27309329,0.01357219,1.346432479999999
dodecane,368.15,-16.40076282,-15.02048737,685.23,170.336,SLE,-1.95291018,0.0397067685,-1.35486665,0.01114525,1.380275450000001
dodecane,363.15,-16.64866657,-15.23699165,689.04,170.336,SLE,-2.03935898,0.0327103953,-1.43775415,0.00913358,1.4116749199999994
dodecane,358.15,-16.89829177,-15.45728132,692.87,170.336,SLE,-2.12696545,0.0268516614,-1.52198527,0.00746508,1.4410104500000003
dodecane,353.15,-17.14960654,-15.68099954,696.75,170.336,SLE,-2.21597997,0.0219549045,-1.60777833,0.00608163,1.4686070000000004
dodecane,348.15,-17.40257834,-15.90783529,700.65,170.336,SLE,-2.30663815,0.0178723663,-1.69534257,0.00493585,1.494743050000002
dodecane,343.15,-17.65717409,-16.1375089,704.6,170.336,SLE,-2.39916905,0.0144789132,-1.78488519,0.0039887,1.5196651900000013
dodecane,338.15,-17.91336033,-16.36977713,708.57,170.336,SLE,-2.49379151,0.0116683628,-1.87660677,0.00320781,1.5435832000000005
dodecane,333.15,-18.17110338,-16.6044222,712.59,170.336,SLE,-2.59072069,0.0093501533,-1.97070712,0.00256613,1.5666811800000033
dodecane,328.15,-18.43036953,-16.8412471,716.64,170.336,SLE,-2.69017106,0.0074468626,-2.06738772,0.00204093,1.5891224299999998
dodecane,323.15,-18.69112519,-17.08007665,720.73,170.336,SLE,-2.79235569,0.0058922643,-2.16685067,0.00161304,1.6110485400000023
dodecane,318.15,-18.95333714,-17.32075117,724.85,170.336,SLE,-2.8974907,0.0046296443,-2.2693027,0.00126622,1.6325859699999974
dodecane,313.15,-19.21697271,-17.56312613,729.01,170.336,SLE,-3.00579586,0.0036104838,-2.37495564,0.00098674,1.6538465799999997
dodecane,308.15,-19.48199998,-17.80707118,733.21,170.336,SLE,-3.1174957,0.0027933432,-2.48402724,0.00076296,1.6749288
dodecane,303.15,-19.74838803,-18.05246777,737.45,170.336,SLE,-3.23282184,0.0021429104,-2.59674334,0.00058503,1.6959202600000012
dodecane,298.15,-20.01610718,-18.29920796,741.73,170.336,SLE,-3.3520146,0.0016291976,-2.71333937,0.00044462,1.7168992199999984
ethanol,403.15,-14.71611476,-13.70583439,684.85,46.0687,SLE,-1.32648171,0.4016539575,-0.29309153,0.04715397,1.0102803700000003
ethanol,398.15,-14.95115832,-13.75070254,688.59,46.0687,SLE,-1.48456508,0.3148449279,-0.41101465,0.03276687,1.2004557799999986
ethanol,393.15,-15.18811761,-13.81824603,692.36,46.0687,SLE,-1.63513616,0.2433971188,-0.53201572,0.02316668,1.3698715800000016
ethanol,388.15,-15.42696862,-13.90614788,696.18,46.0687,SLE,-1.77919523,0.1865590888,-0.65412872,0.01662665,1.5208207399999996
ethanol,383.15,-15.66768595,-14.01096627,700.02,46.0687,SLE,-1.9184353,0.142123422,-0.7767856,0.01206604,1.6567196799999984
ethanol,378.15,-15.91024291,-14.12977661,703.91,46.0687,SLE,-2.05433942,0.1077462589,-0.89990387,0.0088239,1.7804662999999987
ethanol,373.15,-16.15461156,-14.2603606,707.83,46.0687,SLE,-2.18805588,0.0813442357,-1.02355746,0.00648551,1.894250959999999
ethanol,368.15,-16.40076282,-14.4010868,711.79,46.0687,SLE,-2.32044651,0.061181577,-1.14786103,0.00478138,1.9996760200000008
ethanol,363.15,-16.64866657,-14.55075402,715.78,46.0687,SLE,-2.45216113,0.0458556661,-1.27293546,0.00353052,2.09791255
ethanol,358.15,-16.89829177,-14.70848393,719.81,46.0687,SLE,-2.5836884,0.0342541081,-1.39888922,0.00260802,2.1898078400000003
ethanol,353.15,-17.14960654,-14.87362617,723.89,46.0687,SLE,-2.71540313,0.0255045628,-1.52582013,0.00192574,2.275980370000001
ethanol,348.15,-17.40257834,-15.04570653,728.0,46.0687,SLE,-2.84759075,0.018929145,-1.65380986,0.0014204,2.3568718100000012
ethanol,343.15,-17.65717409,-15.22437995,732.15,46.0687,SLE,-2.98047074,0.0140043462,-1.78292692,0.00104599,2.432794140000002
ethanol,338.15,-17.91336033,-15.40940052,736.34,46.0687,SLE,-3.11421132,0.0103280423,-1.913227,0.00076876,2.5039598099999996
ethanol,333.15,-18.17110338,-15.60059803,740.57,46.0687,SLE,-3.24894104,0.0075927282,-2.04475453,0.00056371,2.5705053500000012
ethanol,328.15,-18.43036953,-15.79785632,744.85,46.0687,SLE,-3.38476031,0.0055641603,-2.17754685,0.00041233,2.632513210000001
ethanol,323.15,-18.69112519,-16.00110186,749.16,46.0687,SLE,-3.52174704,0.0040646095,-2.3116346,0.00030078,2.6900233300000025
ethanol,318.15,-18.95333714,-16.21029028,753.52,46.0687,SLE,-3.65996431,0.0029596987,-2.44704538,0.00021879,2.7430468599999998
ethanol,313.15,-19.21697271,-16.42539795,757.92,46.0687,SLE,-3.79946514,0.0021481959,-2.58380565,0.00015868,2.7915747599999996
ethanol,308.15,-19.48199998,-16.64641425,762.37,46.0687,SLE,-3.94029739,0.0015541075,-2.72194336,0.00011474,2.835585730000002
ethanol,303.15,-19.74838803,-16.87333576,766.86,46.0687,SLE,-4.08250758,0.0011205867,-2.86149019,8.27e-05,2.875052270000001
ethanol,298.15,-20.01610718,-17.1061621,771.4,46.0687,SLE,-4.22614413,0.0008052595,-3.00248346,5.941e-05,2.90994508
ethylacetate,403.15,-14.71611476,-14.99206057,835.45,88.1056,SLE,-0.62952765,0.6850271236,0.02301506,0.23467799,-0.2759458099999996
ethylacetate,398.15,-14.95115832,-15.25057086,839.88,88.1056,SLE,-0.66164078,0.6640529178,0.00969195,0.21795118,-0.2994125400000005
ethylacetate,393.15,-15.18811761,-15.51159404,844.34,88.1056,SLE,-0.69424061,0.6425366081,-0.004467,0.20218987,-0.3234764299999995
ethylacetate,388.15,-15.42696862,-15.77505786,848.83,88.1056,SLE,-0.72737319,0.6204964926,-0.01951258,0.1873384,-0.3480892400000002
ethylacetate,383.15,-15.66768595,-16.04088929,853.36,88.1056,SLE,-0.76108665,0.5979561644,-0.0354988,0.17334581,-0.3732033399999999
ethylacetate,378.15,-15.91024291,-16.30900344,857.92,88.1056,SLE,-0.79543776,0.5749407984,-0.05248665,0.16016302,-0.39876053000000233
ethylacetate,373.15,-16.15461156,-16.57933155,862.51,88.1056,SLE,-0.83047619,0.5514883578,-0.07053551,0.14774875,-0.4247199899999998
ethylacetate,368.15,-16.40076282,-16.85177773,867.14,88.1056,SLE,-0.86626971,0.5276334265,-0.08971755,0.13605995,-0.4510149099999978
ethylacetate,363.15,-16.64866657,-17.12626808,871.8,88.1056,SLE,-0.90287601,0.5034267549,-0.11010151,0.1250616,-0.4776015099999995
ethylacetate,358.15,-16.89829177,-17.40271247,876.5,88.1056,SLE,-0.94036534,0.4789207572,-0.1317661,0.11471882,-0.5044207000000007
ethylacetate,353.15,-17.14960654,-17.68101091,881.23,88.1056,SLE,-0.97881753,0.454172315,-0.15479886,0.10499835,-0.5314043700000006
ethylacetate,348.15,-17.40257834,-17.96107643,886.0,88.1056,SLE,-1.01830841,0.4292521003,-0.17928735,0.09587196,-0.558498089999997
ethylacetate,343.15,-17.65717409,-18.24280844,890.81,88.1056,SLE,-1.05892661,0.4042341835,-0.20533014,0.08731189,-0.5856343499999994
ethylacetate,338.15,-17.91336033,-18.52610391,895.65,88.1056,SLE,-1.10076732,0.3792004826,-0.23303296,0.0792926,-0.6127435800000001
ethylacetate,333.15,-18.17110338,-18.81084893,900.53,88.1056,SLE,-1.14393847,0.3542374218,-0.26251333,0.0717896,-0.6397455499999971
ethylacetate,328.15,-18.43036953,-19.09693828,905.44,88.1056,SLE,-1.18854877,0.3294430182,-0.2938919,0.06478153,-0.6665687499999997
ethylacetate,323.15,-18.69112519,-19.38425681,910.4,88.1056,SLE,-1.23472051,0.3049191137,-0.32730174,0.05824779,-0.6931316199999991
ethylacetate,318.15,-18.95333714,-19.67267062,915.39,88.1056,SLE,-1.28259682,0.2807678193,-0.36289443,0.05216788,-0.7193334800000031
ethylacetate,313.15,-19.21697271,-19.96207016,920.41,88.1056,SLE,-1.33231337,0.2571053119,-0.4008179,0.04652503,-0.7450974499999994
ethylacetate,308.15,-19.48199998,-20.25230637,925.48,88.1056,SLE,-1.38404323,0.2340386767,-0.44125199,0.04130064,-0.7703063899999982
ethylacetate,303.15,-19.74838803,-20.54325989,930.59,88.1056,SLE,-1.43795025,0.211686917,-0.48437075,0.03647957,-0.7948718600000007
ethylacetate,298.15,-20.01610718,-20.83478935,935.73,88.1056,SLE,-1.49422633,0.1901619368,-0.53037271,0.03204599,-0.8186821700000024
glycol,403.15,-14.71611476,-8.60909228,945.7,62.0681,SLE,-4.08820059,0.0008211441,-2.90560591,8.162e-05,6.1070224799999995
glycol,398.15,-14.95115832,-8.75803793,950.5,62.0681,SLE,-4.22386223,0.0006009577,-3.03898962,5.972e-05,6.193120389999999
glycol,393.15,-15.18811761,-8.91107391,955.33,62.0681,SLE,-4.36176789,0.0004375244,-3.17463895,4.347e-05,6.2770437
glycol,388.15,-15.42696862,-9.068374,960.17,62.0681,SLE,-4.50189307,0.0003169015,-3.31252452,3.149e-05,6.35859462
glycol,383.15,-15.66768595,-9.23014023,965.04,62.0681,SLE,-4.64419512,0.0002283793,-3.45259996,2.269e-05,6.437545719999999
glycol,378.15,-15.91024291,-9.39659774,969.92,62.0681,SLE,-4.78861501,0.0001637805,-3.59480343,1.627e-05,6.513645169999998
glycol,373.15,-16.15461156,-9.56799023,974.83,62.0681,SLE,-4.93507898,0.0001169006,-3.73905907,1.161e-05,6.58662133
glycol,368.15,-16.40076282,-9.74457551,979.76,62.0681,SLE,-5.08350023,8.30632e-05,-3.88527849,8.25e-06,6.65618731
glycol,363.15,-16.64866657,-9.92662124,984.71,62.0681,SLE,-5.23378062,5.87676e-05,-4.03336241,5.84e-06,6.72204533
glycol,358.15,-16.89829177,-10.11440092,989.68,62.0681,SLE,-5.38581244,4.14107e-05,-4.18320227,4.11e-06,6.783890850000001
glycol,353.15,-17.14960654,-10.3081899,994.67,62.0681,SLE,-5.53948022,2.90703e-05,-4.33468202,2.89e-06,6.84141664
glycol,348.15,-17.40257834,-10.50826169,999.67,62.0681,SLE,-5.69466262,2.03362e-05,-4.4876799,2.02e-06,6.894316650000002
glycol,343.15,-17.65717409,-10.7148843,1004.7,62.0681,SLE,-5.85123441,1.41808e-05,-4.6420704,1.41e-06,6.942289790000002
glycol,338.15,-17.91336033,-10.92831677,1009.75,62.0681,SLE,-6.0090685,9.859819e-06,-4.79772628,9.8e-07,6.985043559999999
glycol,333.15,-18.17110338,-11.14880589,1014.82,62.0681,SLE,-6.16803808,6.83755e-06,-4.95452061,6.8e-07,7.0222974900000015
glycol,328.15,-18.43036953,-11.37658332,1019.91,62.0681,SLE,-6.32801874,4.730649e-06,-5.11232894,4.7e-07,7.05378621
glycol,323.15,-18.69112519,-11.61186276,1025.01,62.0681,SLE,-6.48889055,3.26625e-06,-5.27103134,3.2e-07,7.079262430000002
glycol,318.15,-18.95333714,-11.85483763,1030.14,62.0681,SLE,-6.6505403,2.251128e-06,-5.43051463,2.2e-07,7.098499509999998
glycol,313.15,-19.21697271,-12.10567897,1035.28,62.0681,SLE,-6.81286353,1.549092e-06,-5.5906744,1.5e-07,7.111293740000001
glycol,308.15,-19.48199998,-12.36453389,1040.44,62.0681,SLE,-6.97576657,1.06457e-06,-5.75141704,1.1e-07,7.117466090000001
glycol,303.15,-19.74838803,-12.6315242,1045.62,62.0681,SLE,-7.13916856,7.307561e-07,-5.91266176,7e-08,7.116863830000002
glycol,298.15,-20.01610718,-12.90674563,1050.82,62.0681,SLE,-7.30300322,5.011156e-07,-6.07434236,5e-08,7.109361549999999
n-heptane,403.15,-14.71611476,-14.45411365,601.86,100.2026,SLE,-0.92101937,0.4594493906,-0.26150643,0.11994458,0.2620011099999999
n-heptane,398.15,-14.95115832,-14.62052813,605.19,100.2026,SLE,-1.00732277,0.4047898921,-0.3263013,0.09832801,0.33063018999999905
n-heptane,393.15,-15.18811761,-14.782232,608.55,100.2026,SLE,-1.09950491,0.3501353623,-0.39872137,0.07952343,0.40588561000000034
n-heptane,388.15,-15.42696862,-14.9427968,611.94,100.2026,SLE,-1.19576949,0.2979389482,-0.47740655,0.06371336,0.48417182000000025
n-heptane,383.15,-15.66768595,-15.10587671,615.37,100.2026,SLE,-1.29417857,0.2502217233,-0.56058202,0.05079505,0.5618092399999988
n-heptane,378.15,-15.91024291,-15.27427556,618.84,100.2026,SLE,-1.39318216,0.2081284451,-0.64659366,0.04044062,0.6359673499999996
n-heptane,373.15,-16.15461156,-15.44952835,622.34,100.2026,SLE,-1.49188934,0.1719233221,-0.73427726,0.0322189,0.7050832099999997
n-heptane,368.15,-16.40076282,-15.63216893,625.88,100.2026,SLE,-1.58995412,0.1412961361,-0.82296129,0.02570667,0.76859389
n-heptane,363.15,-16.64866657,-15.82205035,629.45,100.2026,SLE,-1.68742041,0.1156504026,-0.91237903,0.02053901,0.82661622
n-heptane,358.15,-16.89829177,-16.0187166,633.06,100.2026,SLE,-1.7845225,0.0943143449,-1.0025002,0.01642395,0.879575169999999
n-heptane,353.15,-17.14960654,-16.22156546,636.71,100.2026,SLE,-1.88159794,0.0766384056,-1.09344682,0.01313415,0.9280410799999999
n-heptane,348.15,-17.40257834,-16.42997789,640.4,100.2026,SLE,-1.97901378,0.062041542,-1.18541478,0.01049509,0.9726004500000016
n-heptane,343.15,-17.65717409,-16.64336596,644.13,100.2026,SLE,-2.07713835,0.0500216014,-1.2786372,0.00837263,1.013808130000001
n-heptane,338.15,-17.91336033,-16.86118979,647.9,100.2026,SLE,-2.17633048,0.0401519027,-1.37336603,0.006663,1.0521705399999988
n-heptane,333.15,-18.17110338,-17.08296522,651.71,100.2026,SLE,-2.27693392,0.0320730904,-1.46986002,0.00528526,1.0881381600000033
n-heptane,328.15,-18.43036953,-17.30826774,655.56,100.2026,SLE,-2.37927362,0.0254837565,-1.56837618,0.00417567,1.1221017899999985
n-heptane,323.15,-18.69112519,-17.53671842,659.45,100.2026,SLE,-2.483664,0.0201308973,-1.66917405,0.00328349,1.1544067700000014
n-heptane,318.15,-18.95333714,-17.76798424,663.38,100.2026,SLE,-2.59040793,0.0158023547,-1.77251195,0.00256798,1.185352899999998
n-heptane,313.15,-19.21697271,-18.00177079,667.36,100.2026,SLE,-2.69980116,0.0123200813,-1.87864918,0.00199618,1.215201920000002
n-heptane,308.15,-19.48199998,-18.23781705,671.38,100.2026,SLE,-2.81213551,0.0095346413,-1.98784762,0.00154122,1.244182930000001
n-heptane,303.15,-19.74838803,-18.47589464,675.45,100.2026,SLE,-2.92769929,0.0073207175,-2.10037086,0.00118114,1.272493390000001
n-heptane,298.15,-20.01610718,-18.71579923,679.56,100.2026,SLE,-3.04678347,0.0055732709,-2.21648941,0.00089788,1.3003079500000005
hexane,403.15,-14.71611476,-14.62521815,581.05,86.1759,SLE,-0.82830475,0.5584071258,-0.1628509,0.14848933,0.09089660999999971
hexane,398.15,-14.95115832,-14.81898075,584.28,86.1759,SLE,-0.89843889,0.5118821652,-0.20988677,0.12634589,0.13217756999999963
