iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,0.020686008401650097,PS,0.7672169987852822
2,EVOH,0.9999999999689418,EVOH,0.9999999999689418
3,PP-LMW,0.2493802492672911,EVOH,0.9999999999689418
4,PC,0.19796713700504306,EVOH,0.9999999999689418
5,LDPE,0.01180438358640199,EVOH,0.9999999999689418
6,PVC,0.6767023403614443,EVOH,0.9999999999689418
7,HDPE,0.0,EVOH,0.9999999999689418
