iteration,tested_polymer,tested_score,best_polymer,best_score
1,PS,0.9999999999099572,PS,0.9999999999099572
2,PC,0.5488929379855901,PS,0.9999999999099572
3,nylon66,0.024888328788599142,PS,0.9999999999099572
4,EVOH,0.19163038748399663,PS,0.9999999999099572
5,LDPE,0.3345207706467485,PS,0.9999999999099572
6,HDPE,0.0,PS,0.9999999999099572
