iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,0.0,PVC,0.8013532202264342
2,EVOH,0.2610620339414365,PVC,0.8013532202264342
3,PC,0.501462784861511,PVC,0.8013532202264342
4,PS,0.9999999999274408,PS,0.9999999999274408
5,PP-LMW,0.8179722605573517,PS,0.9999999999274408
6,LDPE,0.6568906481788673,PS,0.9999999999274408
7,HDPE,0.12099091186442172,PS,0.9999999999274408
