iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,0.0,EVOH,0.47170789277474495
2,PET,0.12876521180546918,EVOH,0.47170789277474495
3,PVC,0.599540906266748,PVC,0.599540906266748
4,PP-LMW,0.6291594565856673,PP-LMW,0.6291594565856673
5,HDPE,0.999999999961142,HDPE,0.999999999961142
6,PS,0.6751918877267628,HDPE,0.999999999961142
7,LDPE,0.9861916450198955,HDPE,0.999999999961142
