Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,x,delta_mu
"2,3-dihydropyran",363.15,-24.79553009,-26.47029397,877.26,84.1169,SLE,-1.62059977,0.228854388,-0.6737697,0.02395522,-1.6747638800000004
"2,3-dihydropyran",358.15,-25.14135041,-26.83945059,881.94,84.1169,SLE,-1.6701689,0.2088994165,-0.71392152,0.02137131,-1.6981001799999973
"2,3-dihydropyran",353.15,-25.4897924,-27.20905085,886.67,84.1169,SLE,-1.72248912,0.1893069845,-0.75714058,0.01894571,-1.7192584500000017
"2,3-dihydropyran",348.15,-25.84082069,-27.57884203,891.42,84.1169,SLE,-1.77781535,0.1701986428,-0.80370268,0.01667956,-1.7380213399999995
"2,3-dihydropyran",343.15,-26.1943995,-27.9485732,896.21,84.1169,SLE,-1.83641596,0.1517048468,-0.85389767,0.01457418,-1.754173699999999
"2,3-dihydropyran",338.15,-26.55049287,-28.31801552,901.03,84.1169,SLE,-1.89856082,0.1339639789,-0.90801742,0.01263104,-1.76752265
"2,3-dihydropyran",333.15,-26.90906493,-28.68693633,905.89,84.1169,SLE,-1.96453855,0.1171111019,-0.96636984,0.01085079,-1.7778714000000022
"2,3-dihydropyran",328.15,-27.27008015,-29.05515509,910.78,84.1169,SLE,-2.03462089,0.1012802079,-1.02924461,0.00923377,-1.7850749400000012
"2,3-dihydropyran",323.15,-27.63350359,-29.4225233,915.7,84.1169,SLE,-2.10907518,0.0865912399,-1.09692237,0.00777902,-1.7890197100000016
"2,3-dihydropyran",318.15,-27.99930125,-29.78893904,920.66,84.1169,SLE,-2.18815416,0.0731435199,-1.16966343,0.00648404,-1.7896377900000005
"2,3-dihydropyran",313.15,-28.36744033,-30.15437937,925.66,84.1169,SLE,-2.2720725,0.0610109545,-1.24768374,0.00534475,-1.78693904
"2,3-dihydropyran",308.15,-28.73788959,-30.51888287,930.69,84.1169,SLE,-2.36101629,0.050232945,-1.33116249,0.00435496,-1.780993279999997
"2,3-dihydropyran",303.15,-29.11061966,-30.88256448,935.76,84.1169,SLE,-2.45513022,0.0408123172,-1.42022941,0.00350647,-1.771944819999998
"2,3-dihydropyran",298.15,-29.48560345,-31.24560595,940.86,84.1169,SLE,-2.55452141,0.0327143816,-1.51496869,0.00278919,-1.7600025000000024
dimethylformamide,403.15,-22.12730948,-23.64388477,801.05,73.0941,SLE,-1.25287148,0.4515603595,-0.37724592,0.05586355,-1.5165752899999987
dimethylformamide,398.15,-22.45099291,-24.01505979,805.29,73.0941,SLE,-1.27958847,0.4355086615,-0.39352623,0.0525305,-1.5640668799999986
dimethylformamide,393.15,-22.77754467,-24.38979445,809.57,73.0941,SLE,-1.30660101,0.4194706304,-0.41035523,0.04936271,-1.612249779999999
dimethylformamide,388.15,-23.10693885,-24.76804298,813.88,73.0941,SLE,-1.33393172,0.4034669117,-0.42775145,0.04635198,-1.6611041300000018
dimethylformamide,383.15,-23.4391479,-25.14978953,818.22,73.0941,SLE,-1.36158639,0.3875288593,-0.44572139,0.04349242,-1.7106416300000014
dimethylformamide,378.15,-23.77414272,-25.53499908,822.59,73.0941,SLE,-1.38958128,0.3716822543,-0.4642789,0.04077732,-1.7608563599999982
dimethylformamide,373.15,-24.11189277,-25.92364555,826.99,73.0941,SLE,-1.41792748,0.3559562927,-0.48343387,0.03820081,-1.811752779999999
dimethylformamide,368.15,-24.45236622,-26.31566532,831.43,73.0941,SLE,-1.44665816,0.3403684374,-0.50321298,0.03575542,-1.8632991000000025
dimethylformamide,363.15,-24.79553009,-26.71105096,835.9,73.0941,SLE,-1.47577384,0.324954331,-0.52361805,0.03343691,-1.9155208700000017
dimethylformamide,358.15,-25.14135041,-27.10972655,840.4,73.0941,SLE,-1.50531625,0.3097278443,-0.54468282,0.03123804,-1.9683761400000002
dimethylformamide,353.15,-25.4897924,-27.51166848,844.94,73.0941,SLE,-1.5352966,0.294719231,-0.56641747,0.02915435,-2.021876080000002
dimethylformamide,348.15,-25.84082069,-27.91681464,849.51,73.0941,SLE,-1.56575055,0.2799464535,-0.58885171,0.02718,-2.0759939499999973
dimethylformamide,343.15,-26.1943995,-28.32511382,854.12,73.0941,SLE,-1.59670863,0.2654305557,-0.61201164,0.02530995,-2.130714319999999
dimethylformamide,338.15,-26.55049287,-28.73651974,858.76,73.0941,SLE,-1.62819989,0.2511934694,-0.63592245,0.02353966,-2.186026869999999
dimethylformamide,333.15,-26.90906493,-29.15096033,863.43,73.0941,SLE,-1.66027207,0.23724911,-0.66062535,0.02186391,-2.2418954000000006
dimethylformamide,328.15,-27.27008015,-29.56839576,868.14,73.0941,SLE,-1.69295461,0.2236199487,-0.68614673,0.02027895,-2.298315610000003
dimethylformamide,323.15,-27.63350359,-29.98875556,872.89,73.0941,SLE,-1.72629986,0.2103190902,-0.71253287,0.0187802,-2.355251970000001
dimethylformamide,318.15,-27.99930125,-30.41198261,877.67,73.0941,SLE,-1.76035496,0.197362616,-0.73982629,0.01736381,-2.4126813600000006
dimethylformamide,313.15,-28.36744033,-30.8380197,882.48,73.0941,SLE,-1.79517095,0.1847656322,-0.76807351,0.01602614,-2.4705793699999994
dimethylformamide,308.15,-28.73788959,-31.26680097,887.34,73.0941,SLE,-1.83080943,0.1725401757,-0.79733096,0.01476354,-2.5289113799999967
dimethylformamide,303.15,-29.11061966,-31.69825265,892.23,73.0941,SLE,-1.86734311,0.1606957301,-0.82766579,0.01357241,-2.5876329899999995
dimethylformamide,298.15,-29.48560345,-32.13232468,897.15,73.0941,SLE,-1.90483386,0.149246446,-0.85913632,0.01244991,-2.6467212300000043
dimethylsulfoxide,403.15,-22.12730948,-22.83514394,1019.31,78.1342,SLE,-1.6910955,0.2129885742,-0.6559703,0.02036594,-0.7078344599999973
dimethylsulfoxide,398.15,-22.45099291,-23.19984057,1024.43,78.1342,SLE,-1.7268702,0.1992447993,-0.68375889,0.01875555,-0.7488476599999991
dimethylsulfoxide,393.15,-22.77754467,-23.56880722,1029.56,78.1342,SLE,-1.76277613,0.1861515418,-0.71205245,0.01726728,-0.791262549999999
dimethylsulfoxide,388.15,-23.10693885,-23.94192291,1034.7,78.1342,SLE,-1.79887188,0.1736858306,-0.74088394,0.01589015,-0.83498406
dimethylsulfoxide,383.15,-23.4391479,-24.31908175,1039.86,78.1342,SLE,-1.83520954,0.1618275365,-0.77028304,0.01461472,-0.8799338500000005
dimethylsulfoxide,378.15,-23.77414272,-24.70018222,1045.04,78.1342,SLE,-1.87184055,0.1505571805,-0.80028086,0.01343258,-0.9260394999999981
dimethylsulfoxide,373.15,-24.11189277,-25.08511583,1050.22,78.1342,SLE,-1.90882235,0.1398541097,-0.83091556,0.01233609,-0.9732230599999987
dimethylsulfoxide,368.15,-24.45236622,-25.47377947,1055.43,78.1342,SLE,-1.94621152,0.1296988883,-0.86222636,0.01131849,-1.021413250000002
dimethylsulfoxide,363.15,-24.79553009,-25.86609382,1060.64,78.1342,SLE,-1.98405277,0.1200759354,-0.89424332,0.01037402,-1.07056373
dimethylsulfoxide,358.15,-25.14135041,-26.26196255,1065.87,78.1342,SLE,-2.02240309,0.1109669765,-0.92700875,0.00949723,-1.1206121399999986
dimethylsulfoxide,353.15,-25.4897924,-26.66130587,1071.12,78.1342,SLE,-2.06131196,0.1023562369,-0.96055939,0.00868336,-1.1715134700000007
dimethylsulfoxide,348.15,-25.84082069,-27.06403797,1076.37,78.1342,SLE,-2.10083507,0.0942270777,-0.9949387,0.00792802,-1.22321728
dimethylsulfoxide,343.15,-26.1943995,-27.47010005,1081.64,78.1342,SLE,-2.14101395,0.0865661382,-1.03017791,0.00722747,-1.2757005499999998
dimethylsulfoxide,338.15,-26.55049287,-27.87940922,1086.92,78.1342,SLE,-2.18190803,0.0793568055,-1.06632562,0.00657797,-1.32891635
dimethylsulfoxide,333.15,-26.90906493,-28.29191195,1092.21,78.1342,SLE,-2.22356109,0.0725856342,-1.10341657,0.00597639,-1.3828470199999998
dimethylsulfoxide,328.15,-27.27008015,-28.70756088,1097.52,78.1342,SLE,-2.26601569,0.0662391581,-1.14148475,0.00541981,-1.4374807300000008
dimethylsulfoxide,323.15,-27.63350359,-29.12631407,1102.83,78.1342,SLE,-2.30931382,0.0603037087,-1.180564,0.00490553,-1.4928104799999993
dimethylsulfoxide,318.15,-27.99930125,-29.54813439,1108.15,78.1342,SLE,-2.35349739,0.0547653098,-1.22068838,0.00443101,-1.5488331400000028
dimethylsulfoxide,313.15,-28.36744033,-29.97299712,1113.48,78.1342,SLE,-2.39860318,0.0496102276,-1.26188733,0.0039939,-1.6055567899999978
dimethylsulfoxide,308.15,-28.73788959,-30.40089439,1118.83,78.1342,SLE,-2.44465954,0.0448250554,-1.30418229,0.00359203,-1.6630047999999995
dimethylsulfoxide,303.15,-29.11061966,-30.83182577,1124.18,78.1342,SLE,-2.49169268,0.040395803,-1.34759269,0.00322335,-1.7212061099999971
dimethylsulfoxide,298.15,-29.48560345,-31.26580473,1129.54,78.1342,SLE,-2.53972202,0.0363082969,-1.39213138,0.00288588,-1.78020128
diphenylether,403.15,-22.12730948,-23.01715461,978.06,170.2083,SLE,-1.59247126,0.1354982519,-0.87369945,0.02555811,-0.8898451299999977
diphenylether,398.15,-22.45099291,-23.34979087,982.98,170.2083,SLE,-1.64459782,0.1217263711,-0.91925371,0.02266742,-0.8987979599999996
diphenylether,393.15,-22.77754467,-23.68399273,987.93,170.2083,SLE,-1.69877421,0.1087430859,-0.96717175,0.02000902,-0.9064480599999989
diphenylether,388.15,-23.10693885,-24.01971587,992.89,170.2083,SLE,-1.75509002,0.0965816801,-1.01754136,0.01757559,-0.91277702
diphenylether,383.15,-23.4391479,-24.3569278,997.87,170.2083,SLE,-1.81363183,0.0852667702,-1.07044538,0.01535918,-0.9177799000000029
diphenylether,378.15,-23.77414272,-24.69561077,1002.87,170.2083,SLE,-1.8744814,0.0748135523,-1.12595985,0.01335115,-0.9214680499999979
diphenylether,373.15,-24.11189277,-25.03575724,1007.89,170.2083,SLE,-1.93771802,0.0652266568,-1.18415617,0.01154202,-0.923864469999998
diphenylether,368.15,-24.45236622,-25.37736887,1012.92,170.2083,SLE,-2.00341908,0.0564999765,-1.24510165,0.00992158,-0.9250026500000033
diphenylether,363.15,-24.79553009,-25.72046536,1017.98,170.2083,SLE,-2.0716547,0.0486176009,-1.30885456,0.00847901,-0.9249352699999989
diphenylether,358.15,-25.14135041,-26.06506982,1023.05,170.2083,SLE,-2.14249623,0.0415533654,-1.37547242,0.00720284,-0.9237194100000004
diphenylether,353.15,-25.4897924,-26.41121775,1028.14,170.2083,SLE,-2.21601089,0.0352726288,-1.44500725,0.0060812,-0.9214253499999998
diphenylether,348.15,-25.84082069,-26.75894973,1033.25,170.2083,SLE,-2.29226619,0.0297331843,-1.51751011,0.00510192,-0.9181290400000002
diphenylether,343.15,-26.1943995,-27.10831187,1038.38,170.2083,SLE,-2.37132982,0.0248869159,-1.59303144,0.00425275,-0.913912370000002
diphenylether,338.15,-26.55049287,-27.45935279,1043.52,170.2083,SLE,-2.45327171,0.0206813746,-1.67162348,0.0035215,-0.9088599200000012
diphenylether,333.15,-26.90906493,-27.81212134,1048.68,170.2083,SLE,-2.53816593,0.0170614181,-1.75334247,0.00289624,-0.9030564100000014
diphenylether,328.15,-27.27008015,-28.16666485,1053.86,170.2083,SLE,-2.62609226,0.0139707927,-1.83825067,0.00236542,-0.8965847000000018
diphenylether,323.15,-27.63350359,-28.52303028,1059.05,170.2083,SLE,-2.71713612,0.011353603,-1.92641649,0.00191807,-0.8895266900000003
diphenylether,318.15,-27.99930125,-28.88125979,1064.26,170.2083,SLE,-2.81139219,0.0091554431,-2.01791844,0.00154386,-0.881958540000003
diphenylether,313.15,-28.36744033,-29.24139171,1069.48,170.2083,SLE,-2.90896475,0.0073244246,-2.11284559,0.0012332,-0.8739513799999976
diphenylether,308.15,-28.73788959,-29.60346004,1074.72,170.2083,SLE,-3.00996899,0.0058119148,-2.21129907,0.00097731,-0.8655704499999999
diphenylether,303.15,-29.11061966,-29.96749406,1079.98,170.2083,SLE,-3.11453247,0.0045730474,-2.31339361,0.00076819,-0.8568743999999988
diphenylether,298.15,-29.48560345,-30.33351928,1085.25,170.2083,SLE,-3.22279572,0.0035670359,-2.41925817,0.00059869,-0.8479158300000016
dodecane,403.15,-22.12730948,-19.24010561,659.52,170.336,SLE,-3.6391017,0.0013692168,-3.05140491,0.00022956,2.8872038700000004
dodecane,398.15,-22.45099291,-19.53205667,663.1,170.336,SLE,-3.73925252,0.0010874852,-3.14915981,0.00018228,2.9189362400000007
dodecane,393.15,-22.77754467,-19.82664221,666.71,170.336,SLE,-3.84208079,0.0008583769,-3.24959315,0.00014385,2.950902460000002
dodecane,388.15,-23.10693885,-20.12379372,670.35,170.336,SLE,-3.94771396,0.00067315,-3.35283089,0.00011279,2.9831451300000005
dodecane,383.15,-23.4391479,-20.42344479,674.02,170.336,SLE,-4.05628401,0.000524319,-3.45900373,8.784e-05,3.015703109999997
dodecane,378.15,-23.77414272,-20.72553052,677.73,170.336,SLE,-4.16792811,0.0004055034,-3.56824775,6.793e-05,3.048612200000001
dodecane,373.15,-24.11189277,-21.02998757,681.46,170.336,SLE,-4.28278904,0.0003112918,-3.68070481,5.214e-05,3.0819052000000013
dodecane,368.15,-24.45236622,-21.33675359,685.23,170.336,SLE,-4.40101599,0.0002371196,-3.79652326,3.972e-05,3.1156126299999976
dodecane,363.15,-24.79553009,-21.64576708,689.04,170.336,SLE,-4.52276514,0.0001791593,-3.91585864,3.001e-05,3.149763010000001
dodecane,358.15,-25.14135041,-21.95696727,692.87,170.336,SLE,-4.64820039,0.000134221,-4.03887424,2.248e-05,3.1843831400000013
dodecane,353.15,-25.4897924,-22.27029394,696.75,170.336,SLE,-4.77749403,9.96642e-05,-4.16574186,1.669e-05,3.2194984600000005
dodecane,348.15,-25.84082069,-22.58568729,700.65,170.336,SLE,-4.91082764,7.33188e-05,-4.29664268,1.228e-05,3.255133400000002
dodecane,343.15,-26.1943995,-22.90308793,704.6,170.336,SLE,-5.04839285,5.34142e-05,-4.43176798,8.95e-06,3.2913115699999977
dodecane,338.15,-26.55049287,-23.22243677,708.57,170.336,SLE,-5.19039233,3.85179e-05,-4.57132011,6.45e-06,3.3280560999999977
dodecane,333.15,-26.90906493,-23.54367512,712.59,170.336,SLE,-5.33704071,2.74801e-05,-4.71551347,4.6e-06,3.36538981
dodecane,328.15,-27.27008015,-23.86674464,716.64,170.336,SLE,-5.48856567,1.93864e-05,-4.86457553,3.25e-06,3.403335509999998
dodecane,323.15,-27.63350359,-24.19158748,720.73,170.336,SLE,-5.64520909,1.35162e-05,-5.01874798,2.26e-06,3.441916110000001
dodecane,318.15,-27.99930125,-24.51814631,724.85,170.336,SLE,-5.80722832,9.307597e-06,-5.178288,1.56e-06,3.4811549399999997
dodecane,313.15,-28.36744033,-24.84636453,729.01,170.336,SLE,-5.97489748,6.326587e-06,-5.34346959,1.06e-06,3.521075800000002
dodecane,308.15,-28.73788959,-25.17618634,733.21,170.336,SLE,-6.14850902,4.241883e-06,-5.51458506,7.1e-07,3.5617032500000008
dodecane,303.15,-29.11061966,-25.50755699,737.45,170.336,SLE,-6.32837527,2.803451e-06,-5.69194666,4.7e-07,3.60306267
dodecane,298.15,-29.48560345,-25.84042298,741.73,170.336,SLE,-6.51483028,1.824897e-06,-5.87588833,3.1e-07,3.6451804699999997
ethanol,403.15,-22.12730948,-21.15989397,684.85,46.0687,SLE,-2.59884586,0.0528031159,-1.43906901,0.00251857,0.9674155100000021
ethanol,398.15,-22.45099291,-21.32846767,688.59,46.0687,SLE,-2.75362582,0.0375399263,-1.58780629,0.00176349,1.1225252400000016
ethanol,393.15,-22.77754467,-21.5007081,692.36,46.0687,SLE,-2.9118992,0.0263633133,-1.74106071,0.0012249,1.2768365700000004
ethanol,388.15,-23.10693885,-21.67714716,696.18,46.0687,SLE,-3.07348706,0.0183156201,-1.89838484,0.00084433,1.4297916899999983
ethanol,383.15,-23.4391479,-21.85815789,700.02,46.0687,SLE,-3.23829078,0.0126015105,-2.05947234,0.00057771,1.5809900099999972
ethanol,378.15,-23.77414272,-22.04401989,703.91,46.0687,SLE,-3.4062596,0.0085927644,-2.22411591,0.00039241,1.7301228299999991
ethanol,373.15,-24.11189277,-22.23496614,707.83,46.0687,SLE,-3.57736647,0.0058101555,-2.39217281,0.00026463,1.8769266299999998
ethanol,368.15,-24.45236622,-22.43121192,711.79,46.0687,SLE,-3.75159264,0.0038972514,-2.56354002,0.00017718,2.021154299999999
ethanol,363.15,-24.79553009,-22.63297316,715.78,46.0687,SLE,-3.92891722,0.0025940352,-2.73813603,0.00011778,2.162556930000001
ethanol,358.15,-25.14135041,-22.84047384,719.81,46.0687,SLE,-4.10931265,0.0017137449,-2.91589009,7.775e-05,2.30087657
ethanol,353.15,-25.4897924,-23.05394881,723.89,46.0687,SLE,-4.2927426,0.0011239865,-3.09673541,5.096e-05,2.4358435899999975
ethanol,348.15,-25.84082069,-23.27364175,728.0,46.0687,SLE,-4.47916271,0.0007319875,-3.28060635,3.318e-05,2.5671789400000016
ethanol,343.15,-26.1943995,-23.49980209,732.15,46.0687,SLE,-4.66852214,0.0004734253,-3.46743729,2.145e-05,2.69459741
ethanol,338.15,-26.55049287,-23.73268052,736.34,46.0687,SLE,-4.86076609,0.0003041429,-3.65716331,1.378e-05,2.8178123500000005
ethanol,333.15,-26.90906493,-23.97252458,740.57,46.0687,SLE,-5.05583863,0.0001941113,-3.84972152,8.79e-06,2.936540349999998
ethanol,328.15,-27.27008015,-24.21957439,744.85,46.0687,SLE,-5.25368555,0.000123093,-4.04505301,5.58e-06,3.05050576
ethanol,323.15,-27.63350359,-24.4740591,749.16,46.0687,SLE,-5.45425713,7.75677e-05,-4.24310488,3.51e-06,3.1594444899999985
ethanol,318.15,-27.99930125,-24.73619388,753.52,46.0687,SLE,-5.65751074,4.85779e-05,-4.44383238,2.2e-06,3.26310737
ethanol,313.15,-28.36744033,-25.00617766,757.92,46.0687,SLE,-5.86341323,3.02374e-05,-4.6472009,1.37e-06,3.361262670000002
ethanol,308.15,-28.73788959,-25.28419149,762.37,46.0687,SLE,-6.07194305,1.87076e-05,-4.85318793,8.5e-07,3.4536981000000004
ethanol,303.15,-29.11061966,-25.5703975,766.86,46.0687,SLE,-6.28309223,1.15046e-05,-5.06178483,5.2e-07,3.5402221600000026
ethanol,298.15,-29.48560345,-25.8649384,771.4,46.0687,SLE,-6.49686814,7.032325e-06,-5.2729985,3.2e-07,3.6206650499999995
ethylacetate,403.15,-22.12730948,-23.58954724,835.45,88.1056,SLE,-1.2823148,0.388689892,-0.44032058,0.05220177,-1.4622377600000007
ethylacetate,398.15,-22.45099291,-23.95052159,839.88,88.1056,SLE,-1.31499828,0.3700356556,-0.46229737,0.04841743,-1.499528680000001
ethylacetate,393.15,-22.77754467,-24.31393081,844.34,88.1056,SLE,-1.34875405,0.3512413594,-0.48554548,0.04479669,-1.5363861399999976
ethylacetate,388.15,-23.10693885,-24.67966366,848.83,88.1056,SLE,-1.38367158,0.33234363,-0.51016078,0.041336,-1.5727248100000004
ethylacetate,383.15,-23.4391479,-25.04760064,853.36,88.1056,SLE,-1.41984878,0.3133840669,-0.53624827,0.03803218,-1.6084527400000006
ethylacetate,378.15,-23.77414272,-25.41762487,857.92,88.1056,SLE,-1.45738633,0.2944128295,-0.56391767,0.03488299,-1.6434821500000005
ethylacetate,373.15,-24.11189277,-25.78958576,862.51,88.1056,SLE,-1.49640921,0.275478461,-0.59330077,0.03188532,-1.6776929900000006
ethylacetate,368.15,-24.45236622,-26.16334962,867.14,88.1056,SLE,-1.53703837,0.2566428319,-0.62452903,0.02903766,-1.7109834000000035
ethylacetate,363.15,-24.79553009,-26.53876407,871.8,88.1056,SLE,-1.579412,0.237970895,-0.65775061,0.02633832,-1.7432339799999994
ethylacetate,358.15,-25.14135041,-26.91567514,876.5,88.1056,SLE,-1.62367635,0.2195352755,-0.69312296,0.02378612,-1.77432473
ethylacetate,353.15,-25.4897924,-27.29390178,881.23,88.1056,SLE,-1.67000223,0.2014095061,-0.73082686,0.02137951,-1.8041093799999999
ethylacetate,348.15,-25.84082069,-27.67327987,886.0,88.1056,SLE,-1.71855924,0.1836782341,-0.77104438,0.01911793,-1.8324591799999972
ethylacetate,343.15,-26.1943995,-28.05362424,890.81,88.1056,SLE,-1.76954003,0.1664266365,-0.81397944,0.01700043,-1.859224740000002
ethylacetate,338.15,-26.55049287,-28.43476255,895.65,88.1056,SLE,-1.82314022,0.1497463148,-0.85984,0.01502657,-1.8842696799999992
ethylacetate,333.15,-26.90906493,-28.8165129,900.53,88.1056,SLE,-1.87957353,0.1337279051,-0.90885082,0.01319552,-1.9074479699999998
ethylacetate,328.15,-27.27008015,-29.19871059,905.44,88.1056,SLE,-1.93905544,0.1184632244,-0.96123823,0.01150653,-1.9286304400000027
ethylacetate,323.15,-27.63350359,-29.58119496,910.4,88.1056,SLE,-2.00181248,0.1040388607,-1.01723768,0.00995835,-1.9476913700000011
ethylacetate,318.15,-27.99930125,-29.96383255,915.39,88.1056,SLE,-2.06806736,0.0905356408,-1.07707912,0.00854934,-1.9645313000000009
ethylacetate,313.15,-28.36744033,-30.34651294,920.41,88.1056,SLE,-2.13804179,0.0780229954,-1.14098857,0.0072771,-1.9790726099999993
ethylacetate,308.15,-28.73788959,-30.7291696,925.48,88.1056,SLE,-2.21194186,0.0665568104,-1.20917326,0.00613844,-1.991280009999997
ethylacetate,303.15,-29.11061966,-31.11177373,930.59,88.1056,SLE,-2.28996141,0.0561740969,-1.28182392,0.00512907,-2.0011540699999983
ethylacetate,298.15,-29.48560345,-31.49435054,935.73,88.1056,SLE,-2.37226941,0.0468912991,-1.35910196,0.00424356,-2.00874709
glycol,403.15,-22.12730948,-15.03071743,945.7,62.0681,SLE,-5.91999929,1.97015e-05,-4.73711985,1.2e-06,7.096592050000002
glycol,398.15,-22.45099291,-15.21187957,950.5,62.0681,SLE,-6.10957973,1.27328e-05,-4.92449819,7.8e-07,7.239113339999999
glycol,393.15,-22.77754467,-15.39784394,955.33,62.0681,SLE,-6.30290784,8.158232e-06,-5.11562641,5e-07,7.3797007300000015
glycol,388.15,-23.10693885,-15.58895791,960.17,62.0681,SLE,-6.49991835,5.183066e-06,-5.3104391,3.2e-07,7.517980939999999
glycol,383.15,-23.4391479,-15.78558912,965.04,62.0681,SLE,-6.70053011,3.265696e-06,-5.50885501,2e-07,7.653558779999999
glycol,378.15,-23.77414272,-15.98812317,969.92,62.0681,SLE,-6.90464642,2.04108e-06,-5.71077741,1.2e-07,7.786019550000001
glycol,373.15,-24.11189277,-16.19696105,974.83,62.0681,SLE,-7.11215553,1.265759e-06,-5.91609456,8e-08,7.914931720000002
glycol,368.15,-24.45236622,-16.41251623,979.76,62.0681,SLE,-7.32293145,7.790681e-07,-6.12468049,5e-08,8.039849989999997
glycol,363.15,-24.79553009,-16.63521107,984.71,62.0681,SLE,-7.53683522,4.760711e-07,-6.33639631,3e-08,8.16031902
glycol,358.15,-25.14135041,-16.86547397,989.68,62.0681,SLE,-7.75371584,2.889291e-07,-6.55109106,2e-08,8.275876440000001
glycol,353.15,-25.4897924,-17.10373499,994.67,62.0681,SLE,-7.9734122,1.742188e-07,-6.76860373,1e-08,8.38605741
glycol,348.15,-25.84082069,-17.35042206,999.67,62.0681,SLE,-8.19575494,1.044124e-07,-6.98876502,0.0,8.490398630000001
glycol,343.15,-26.1943995,-17.60595685,1004.7,62.0681,SLE,-8.42056851,6.222124e-08,-7.21139949,0.0,8.588442650000001
glycol,338.15,-26.55049287,-17.87075064,1009.75,62.0681,SLE,-8.64767362,3.688362e-08,-7.4363279,0.0,8.679742229999999
glycol,333.15,-26.90906493,-18.14520025,1014.82,62.0681,SLE,-8.87688973,2.175792e-08,-7.66336984,0.0,8.763864680000001
glycol,328.15,-27.27008015,-18.42968413,1019.91,62.0681,SLE,-9.10803775,1.277819e-08,-7.89234627,0.0,8.84039602
glycol,323.15,-27.63350359,-18.72455841,1025.01,62.0681,SLE,-9.34094301,7.474191e-09,-8.12308265,0.0,8.90894518
glycol,318.15,-27.99930125,-19.03015388,1030.14,62.0681,SLE,-9.5754379,4.355814e-09,-8.35541143,0.0,8.969147369999998
glycol,313.15,-28.36744033,-19.34677282,1035.28,62.0681,SLE,-9.81136482,2.530127e-09,-8.58917514,0.0,9.02066751
glycol,308.15,-28.73788959,-19.6746862,1040.44,62.0681,SLE,-10.04857926,1.465305e-09,-8.82422935,0.0,9.063203390000002
glycol,303.15,-29.11061966,-20.01413214,1045.62,62.0681,SLE,-10.28695219,8.463597e-10,-9.06044513,0.0,9.09648752
glycol,298.15,-29.48560345,-20.36531379,1050.82,62.0681,SLE,-10.52637321,4.876789e-10,-9.29771218,0.0,9.120289660000001
n-heptane,403.15,-22.12730948,-20.06675915,601.86,100.2026,SLE,-3.19117151,0.0064979091,-2.41368788,0.00064391,2.0605503300000017
n-heptane,398.15,-22.45099291,-20.34803109,605.19,100.2026,SLE,-3.29155643,0.0051631417,-2.51144591,0.00051103,2.102961820000001
n-heptane,393.15,-22.77754467,-20.63244936,608.55,100.2026,SLE,-3.39434036,0.0040790247,-2.6116358,0.00040333,2.145095310000002
n-heptane,388.15,-23.10693885,-20.91986816,611.94,100.2026,SLE,-3.49968348,0.0032030027,-2.71441012,0.00031646,2.1870706899999988
n-heptane,383.15,-23.4391479,-21.21015411,615.37,100.2026,SLE,-3.60774633,0.0024990261,-2.81992294,0.00024675,2.228993789999997
n-heptane,378.15,-23.77414272,-21.50318477,618.84,100.2026,SLE,-3.7186907,0.0019366317,-2.92833062,0.00019112,2.2709579499999997
n-heptane,373.15,-24.11189277,-21.79884726,622.34,100.2026,SLE,-3.83268064,0.0014901575,-3.03979263,0.000147,2.313045510000002
n-heptane,368.15,-24.45236622,-22.09703637,625.88,100.2026,SLE,-3.94988379,0.0011380649,-3.15447274,0.00011223,2.355329849999997
n-heptane,363.15,-24.79553009,-22.39765439,629.45,100.2026,SLE,-4.07047182,0.0008623569,-3.27253939,8.502e-05,2.3978757
n-heptane,358.15,-25.14135041,-22.70060934,633.06,100.2026,SLE,-4.19462188,0.0006480685,-3.394167,6.388e-05,2.4407410700000014
n-heptane,353.15,-25.4897924,-23.00581479,636.71,100.2026,SLE,-4.32251723,0.0004828256,-3.51953657,4.759e-05,2.48397761
n-heptane,348.15,-25.84082069,-23.31318864,640.4,100.2026,SLE,-4.45434856,0.0003564581,-3.64883692,3.513e-05,2.527632050000001
n-heptane,343.15,-26.1943995,-23.62265284,644.13,100.2026,SLE,-4.59031484,0.0002606632,-3.78226543,2.569e-05,2.5717466599999987
n-heptane,338.15,-26.55049287,-23.93413274,647.9,100.2026,SLE,-4.7306245,0.0001887114,-3.92002926,1.859e-05,2.6163601300000003
n-heptane,333.15,-26.90906493,-24.24755678,651.71,100.2026,SLE,-4.8754965,0.0001351908,-4.0623463,1.332e-05,2.6615081499999995
n-heptane,328.15,-27.27008015,-24.56285596,655.56,100.2026,SLE,-5.02516169,9.5785e-05,-4.20944651,9.44e-06,2.707224189999998
n-heptane,323.15,-27.63350359,-24.8799637,659.45,100.2026,SLE,-5.17986396,6.70821e-05,-4.36157305,6.61e-06,2.753539889999999
n-heptane,318.15,-27.99930125,-25.19881563,663.38,100.2026,SLE,-5.33986167,4.64106e-05,-4.51898369,4.57e-06,2.80048562
n-heptane,313.15,-28.36744033,-25.51934939,667.36,100.2026,SLE,-5.50542909,3.16997e-05,-4.68195219,3.12e-06,2.8480909400000023
n-heptane,308.15,-28.73788959,-25.84150461,671.38,100.2026,SLE,-5.67685802,2.13614e-05,-4.85076994,2.1e-06,2.8963849800000006
