Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,delta_mu
dimethylformamide,368.15,-24.45236622,-26.60685987,831.43,73.0941,REF,-1.59694565,0.2653213972,-0.62349595,-2.1544936500000027
dimethylformamide,363.15,-24.79553009,-27.02716041,835.9,73.0941,REF,-1.64362202,0.2444179565,-0.66018681,-2.2316303200000007
dimethylformamide,358.15,-25.14135041,-27.44983276,840.4,73.0941,REF,-1.69177535,0.2241015107,-0.69879554,-2.3084823499999985
dimethylformamide,353.15,-25.4897924,-27.87460983,844.94,73.0941,REF,-1.74161213,0.2044152799,-0.73951182,-2.384817430000002
dimethylformamide,348.15,-25.84082069,-28.30125305,849.51,73.0941,REF,-1.79333243,0.1854145762,-0.78252461,-2.4604323599999987
dimethylformamide,343.15,-26.1943995,-28.72953899,854.12,73.0941,REF,-1.84713813,0.1671612055,-0.82802798,-2.5351394900000024
dimethylformamide,338.15,-26.55049287,-29.15916624,858.76,73.0941,REF,-1.90329326,0.1497031248,-0.87627478,-2.6086733700000018
dimethylformamide,333.15,-26.90906493,-29.58987656,863.43,73.0941,REF,-1.96204951,0.1331000631,-0.92751055,-2.680811630000001
dimethylformamide,328.15,-27.27008015,-30.0213365,868.14,73.0941,REF,-2.02372416,0.1173991751,-0.98204381,-2.751256350000002
dimethylformamide,323.15,-27.63350359,-30.45321062,872.89,73.0941,REF,-2.08865594,0.1026490952,-1.04020634,-2.81970703
dimethylformamide,318.15,-27.99930125,-30.88524695,877.67,73.0941,REF,-2.15714811,0.0889082736,-1.10229881,-2.8859457000000006
dimethylformamide,313.15,-28.36744033,-31.31710513,882.48,73.0941,REF,-2.22958587,0.0762158314,-1.16869948,-2.9496648000000008
dimethylformamide,308.15,-28.73788959,-31.7485248,887.34,73.0941,REF,-2.30632379,0.0646117938,-1.2397578,-3.0106352099999967
dimethylformamide,303.15,-29.11061966,-32.1792513,892.23,73.0941,REF,-2.38773706,0.05412195,-1.31584151,-3.068631639999996
dimethylformamide,298.15,-29.48560345,-32.60909863,897.15,73.0941,REF,-2.47417735,0.0447598264,-1.39729313,-3.123495179999999
dimethylsulfoxide,403.15,-22.12730948,-22.91579066,1019.31,78.1342,REF,-1.7504298,0.1905750747,-0.70583548,-0.788481179999998
dimethylsulfoxide,398.15,-22.45099291,-23.30226004,1024.43,78.1342,REF,-1.80280763,0.1723682669,-0.74856869,-0.8512671300000001
dimethylsulfoxide,393.15,-22.77754467,-23.69254611,1029.56,78.1342,REF,-1.85599054,0.1553508199,-0.79275069,-0.9150014399999975
dimethylsulfoxide,388.15,-23.10693885,-24.08630668,1034.7,78.1342,REF,-1.91018772,0.1394716386,-0.83853498,-0.979367830000001
dimethylsulfoxide,383.15,-23.4391479,-24.4831688,1039.86,78.1342,REF,-1.9656359,0.1246787363,-0.88610814,-1.0440209000000031
dimethylsulfoxide,378.15,-23.77414272,-24.88284423,1045.04,78.1342,REF,-2.02253446,0.1109368515,-0.9356307,-1.1087015099999995
dimethylsulfoxide,373.15,-24.11189277,-25.2850311,1050.22,78.1342,REF,-2.08110063,0.0982103901,-0.98728477,-1.1731383300000005
dimethylsulfoxide,368.15,-24.45236622,-25.68941155,1055.43,78.1342,REF,-2.14157213,0.0864638258,-1.04127635,-1.2370453300000008
dimethylsulfoxide,363.15,-24.79553009,-26.09570332,1060.64,78.1342,REF,-2.20417769,0.0756672234,-1.09780736,-1.3001732299999986
dimethylsulfoxide,358.15,-25.14135041,-26.50363897,1065.87,78.1342,REF,-2.26914916,0.0657918813,-1.15708567,-1.3622885599999996
dimethylsulfoxide,353.15,-25.4897924,-26.91296598,1071.12,78.1342,REF,-2.33672177,0.0568090178,-1.21932465,-1.4231735800000003
dimethylsulfoxide,348.15,-25.84082069,-27.3234844,1076.37,78.1342,REF,-2.40711091,0.0486910921,-1.28472008,-1.4826637100000006
dimethylsulfoxide,343.15,-26.1943995,-27.73502152,1081.64,78.1342,REF,-2.4805269,0.0414076357,-1.35346326,-1.5406220200000007
dimethylsulfoxide,338.15,-26.55049287,-28.14742514,1086.92,78.1342,REF,-2.55717912,0.0349238967,-1.4257445,-1.59693227
dimethylsulfoxide,333.15,-26.90906493,-28.56063998,1092.21,78.1342,REF,-2.63722604,0.0292037833,-1.50170403,-1.6515750500000017
dimethylsulfoxide,328.15,-27.27008015,-28.97464807,1097.52,78.1342,REF,-2.72081113,0.0242052062,-1.58146617,-1.7045679200000023
dimethylsulfoxide,323.15,-27.63350359,-29.38948858,1102.83,78.1342,REF,-2.8080485,0.0198811311,-1.66512521,-1.7559849899999982
dimethylsulfoxide,318.15,-27.99930125,-29.8052918,1108.15,78.1342,REF,-2.89899749,0.0161808297,-1.75272029,-1.8059905500000006
dimethylsulfoxide,313.15,-28.36744033,-30.2222307,1113.48,78.1342,REF,-2.99369229,0.0130490472,-1.84426463,-1.85479037
dimethylsulfoxide,308.15,-28.73788959,-30.64053748,1118.83,78.1342,REF,-3.09212839,0.0104280964,-1.93973258,-1.9026478899999972
dimethylsulfoxide,303.15,-29.11061966,-31.06049316,1124.18,78.1342,REF,-3.19426716,0.0082593025,-2.03906453,-1.949873499999999
dimethylsulfoxide,298.15,-29.48560345,-31.4824102,1129.54,78.1342,REF,-3.30004597,0.006484567,-2.1421775,-1.996806750000001
diphenylether,403.15,-22.12730948,-23.04609055,978.06,170.2083,REF,-1.6797949,0.1131430542,-0.95390284,-0.9187810699999979
diphenylether,398.15,-22.45099291,-23.38302321,982.98,170.2083,REF,-1.75847652,0.095891391,-1.02504169,-0.932030300000001
diphenylether,393.15,-22.77754467,-23.72010865,987.93,170.2083,REF,-1.84066898,0.0804651312,-1.10034451,-0.9425639799999992
diphenylether,388.15,-23.10693885,-24.05740636,992.89,170.2083,REF,-1.92645987,0.0668442821,-1.17986292,-0.9504675100000028
diphenylether,383.15,-23.4391479,-24.39502337,997.87,170.2083,REF,-2.01591331,0.0549710259,-1.26361896,-0.9558754700000023
diphenylether,378.15,-23.77414272,-24.73310025,1002.87,170.2083,REF,-2.10907652,0.0447533562,-1.35161278,-0.9589575299999993
diphenylether,373.15,-24.11189277,-25.07181045,1007.89,170.2083,REF,-2.20597915,0.0360721153,-1.44382367,-0.9599176800000002
diphenylether,368.15,-24.45236622,-25.41134328,1012.92,170.2083,REF,-2.30664229,0.028788269,-1.54022069,-0.9589770600000023
diphenylether,363.15,-24.79553009,-25.75189772,1017.98,170.2083,REF,-2.41108167,0.0227513469,-1.64076765,-0.956367629999999
diphenylether,358.15,-25.14135041,-26.09366834,1023.05,170.2083,REF,-2.519316,0.0178070286,-1.74543298,-0.9523179299999995
diphenylether,353.15,-25.4897924,-26.43683839,1028.14,170.2083,REF,-2.63137153,0.0138039324,-1.85419564,-0.9470459899999994
diphenylether,348.15,-25.84082069,-26.78157485,1033.25,170.2083,REF,-2.74728588,0.0105988656,-1.96704982,-0.9407541599999973
diphenylether,343.15,-26.1943995,-27.12802295,1038.38,170.2083,REF,-2.86711244,0.0080604254,-2.08400998,-0.9336234499999989
diphenylether,338.15,-26.55049287,-27.47630606,1043.52,170.2083,REF,-2.99092179,0.0060711676,-2.20511245,-0.9258131899999995
diphenylether,333.15,-26.90906493,-27.82652517,1048.68,170.2083,REF,-3.11880346,0.0045284637,-2.33041725,-0.9174602400000005
diphenylether,328.15,-27.27008015,-28.17876011,1053.86,170.2083,REF,-3.25086678,0.0033443919,-2.46000863,-0.9086799600000006
diphenylether,323.15,-27.63350359,-28.53307161,1059.05,170.2083,REF,-3.38724116,0.0024449435,-2.59399506,-0.8995680200000002
diphenylether,318.15,-27.99930125,-28.88950354,1064.26,170.2083,REF,-3.52807635,0.0017687994,-2.73250906,-0.8902022900000013
diphenylether,313.15,-28.36744033,-29.24808591,1069.48,170.2083,REF,-3.67354219,0.0012658867,-2.87570644,-0.8806455799999995
diphenylether,308.15,-28.73788959,-29.60883717,1074.72,170.2083,REF,-3.82382886,0.000895864,-3.02376614,-0.8709475799999993
diphenylether,303.15,-29.11061966,-29.97176677,1079.98,170.2083,REF,-3.9791469,0.0006266448,-3.17688977,-0.8611471099999974
diphenylether,298.15,-29.48560345,-30.33687754,1085.25,170.2083,REF,-4.13972752,0.0004330229,-3.33530158,-0.8512740900000004
dodecane,403.15,-22.12730948,-19.23889404,659.52,170.336,REF,-3.74365653,0.001076523,-3.15591159,2.8884154399999993
dodecane,398.15,-22.45099291,-19.53084864,663.1,170.336,REF,-3.87294486,0.0007995308,-3.28280475,2.9201442700000015
dodecane,393.15,-22.77754467,-19.82549876,666.71,170.336,REF,-4.00561777,0.000589167,-3.41308577,2.9520459100000025
dodecane,388.15,-23.10693885,-20.12275119,670.35,170.336,REF,-4.14184396,0.0004305956,-3.54692089,2.98418766
dodecane,383.15,-23.4391479,-20.42252153,674.02,170.336,REF,-4.28179496,0.0003120049,-3.68447963,3.0166263699999973
dodecane,378.15,-23.77414272,-20.72473237,677.73,170.336,REF,-4.42564645,0.0002240484,-3.8259361,3.0494103499999987
dodecane,373.15,-24.11189277,-21.02931169,681.46,170.336,REF,-4.5735795,0.0001593794,-3.97147012,3.0825810800000006
dodecane,368.15,-24.45236622,-21.33619171,685.23,170.336,REF,-4.72578176,0.0001122657,-4.12126835,3.116174509999997
dodecane,363.15,-24.79553009,-21.64530782,689.04,170.336,REF,-4.88244861,7.82695e-05,-4.27552536,3.1502222700000004
dodecane,358.15,-25.14135041,-21.95659782,692.87,170.336,REF,-5.04378426,5.39841e-05,-4.43444476,3.184752590000002
dodecane,353.15,-25.4897924,-22.27000119,696.75,170.336,REF,-5.21000294,3.68174e-05,-4.5982403,3.2197912100000003
dodecane,348.15,-25.84082069,-22.58545871,700.65,170.336,REF,-5.38133001,2.48159e-05,-4.76713696,3.25536198
dodecane,343.15,-26.1943995,-22.902912,704.6,170.336,REF,-5.55800316,1.65219e-05,-4.94137212,3.291487499999999
dodecane,338.15,-26.55049287,-23.2223033,708.57,170.336,REF,-5.74027363,1.0859e-05,-5.12119678,3.3281895699999993
dodecane,333.15,-26.90906493,-23.5435753,712.59,170.336,REF,-5.92840751,7.041403e-06,-5.30687684,3.365489629999999
dodecane,328.15,-27.27008015,-23.86667107,716.64,170.336,REF,-6.12268706,4.501742e-06,-5.49869442,3.4034090799999994
dodecane,323.15,-27.63350359,-24.19153404,720.73,170.336,REF,-6.32341219,2.835672e-06,-5.69694927,3.4419695499999996
dodecane,318.15,-27.99930125,-24.51810808,724.85,170.336,REF,-6.53090199,1.758598e-06,-5.90196039,3.4811931699999974
dodecane,313.15,-28.36744033,-24.84633758,729.01,170.336,REF,-6.74549641,1.072933e-06,-6.11406762,3.5211027500000007
dodecane,308.15,-28.73788959,-25.17616764,733.21,170.336,REF,-6.96755806,6.434443e-07,-6.33363349,3.5617219500000026
dodecane,303.15,-29.11061966,-25.50754421,737.45,170.336,REF,-7.19747422,3.789613e-07,-6.5610452,3.603075450000002
dodecane,298.15,-29.48560345,-25.84041437,741.73,170.336,REF,-7.43565899,2.189829e-07,-6.79671676,3.645189079999998
ethanol,403.15,-22.12730948,-21.15346117,684.85,46.0687,REF,-2.70577955,0.0417379049,-1.54332423,0.973848310000001
ethanol,398.15,-22.45099291,-21.32195063,688.59,46.0687,REF,-2.88980446,0.0277028601,-1.72165126,1.1290422800000002
ethanol,393.15,-22.77754467,-21.49457466,692.36,46.0687,REF,-3.07780627,0.0181375064,-1.90504314,1.2829700099999997
ethanol,388.15,-23.10693885,-21.67168227,696.18,46.0687,REF,-3.26972757,0.0117314263,-2.09309896,1.4352565799999972
ethanol,383.15,-23.4391479,-21.85349402,700.02,46.0687,REF,-3.46558029,0.0075035594,-2.28558703,1.5856538799999988
ethanol,378.15,-23.77414272,-22.04017784,703.91,46.0687,REF,-3.66540649,0.0047488669,-2.48238023,1.733964880000002
ethanol,373.15,-24.11189277,-22.23189404,707.83,46.0687,REF,-3.86925414,0.0029749562,-2.68341086,1.8799987300000005
ethanol,368.15,-24.45236622,-22.42881848,711.79,46.0687,REF,-4.07716379,0.0018451872,-2.88864144,2.023547739999998
ethanol,363.15,-24.79553009,-22.63115069,715.78,46.0687,REF,-4.2891633,0.0011332782,-3.09804779,2.1643794000000014
ethanol,358.15,-25.14135041,-22.83911453,719.81,46.0687,REF,-4.50526662,0.0006893145,-3.31160952,2.3022358800000013
ethanol,353.15,-25.4897924,-23.05295376,723.89,46.0687,REF,-4.72547571,0.0004152619,-3.52930614,2.4368386399999977
ethanol,348.15,-25.84082069,-23.2729258,728.0,46.0687,REF,-4.94978365,0.0002477899,-3.75111624,2.5678948900000016
ethanol,343.15,-26.1943995,-23.49929511,732.15,46.0687,REF,-5.17817839,0.000146464,-3.97701848,2.695104390000001
ethanol,338.15,-26.55049287,-23.73232682,736.34,46.0687,REF,-5.41064665,8.57606e-05,-4.20699366,2.8181660499999985
ethanol,333.15,-26.90906493,-23.97228122,740.57,46.0687,REF,-5.64717754,4.97476e-05,-4.44102718,2.9367837100000003
ethanol,328.15,-27.27008015,-24.21940914,744.85,46.0687,REF,-5.88776604,2.85885e-05,-4.6791117,3.0506710099999985
ethanol,323.15,-27.63350359,-24.47394829,749.16,46.0687,REF,-6.13241614,1.6276e-05,-4.92124974,3.159555300000001
ethanol,318.15,-27.99930125,-24.73612045,753.52,46.0687,REF,-6.3811436,9.179575e-06,-5.16745612,3.263180799999997
ethanol,313.15,-28.36744033,-25.00612955,757.92,46.0687,REF,-6.63397853,5.128488e-06,-5.41776038,3.36131078
ethanol,308.15,-28.73788959,-25.28416031,762.37,46.0687,REF,-6.89096771,2.837926e-06,-5.6722089,3.453729280000001
ethanol,303.15,-29.11061966,-25.57037752,766.86,46.0687,REF,-7.15217672,1.555223e-06,-5.930867,3.54024214
ethanol,298.15,-29.48560345,-25.86492575,771.4,46.0687,REF,-7.41769202,8.43874e-07,-6.19382093,3.620677699999998
ethylacetate,403.15,-22.12730948,-23.67748604,835.45,88.1056,REF,-1.33751866,0.3574413404,-0.48145554,-1.5501765600000006
ethylacetate,398.15,-22.45099291,-24.06032981,839.88,88.1056,REF,-1.38670122,0.3307311872,-0.51696732,-1.6093368999999988
ethylacetate,393.15,-22.77754467,-24.4444829,844.34,88.1056,REF,-1.4380014,0.3041187702,-0.55511668,-1.6669382299999995
ethylacetate,388.15,-23.10693885,-24.82962983,848.83,88.1056,REF,-1.49166406,0.2777371361,-0.59615974,-1.7226909799999994
ethylacetate,383.15,-23.4391479,-25.21546128,853.36,88.1056,REF,-1.54794243,0.2517425738,-0.64036564,-1.7763133800000013
ethylacetate,378.15,-23.77414272,-25.60147917,857.92,88.1056,REF,-1.60721128,0.2262650175,-0.68811148,-1.8273364500000007
ethylacetate,373.15,-24.11189277,-25.9873655,862.51,88.1056,REF,-1.66975921,0.2015014937,-0.7397095,-1.8754727299999985
ethylacetate,368.15,-24.45236622,-26.37270002,867.14,88.1056,REF,-1.73595038,0.1776380686,-0.79553974,-1.9203338000000016
ethylacetate,363.15,-24.79553009,-26.75705683,871.8,88.1056,REF,-1.80617175,0.1548689124,-0.85600527,-1.96152674
ethylacetate,358.15,-25.14135041,-27.14001593,876.5,88.1056,REF,-1.88082766,0.1333892721,-0.92152529,-1.9986655199999994
ethylacetate,353.15,-25.4897924,-27.52120674,881.23,88.1056,REF,-1.96031428,0.1133901642,-0.99250892,-2.0314143400000013
ethylacetate,348.15,-25.84082069,-27.90032797,886.0,88.1056,REF,-2.04500667,0.0950443198,-1.06933924,-2.0595072799999983
ethylacetate,343.15,-26.1943995,-28.27715481,890.81,88.1056,REF,-2.13525278,0.0784896288,-1.15236382,-2.0827553099999996
ethylacetate,338.15,-26.55049287,-28.65158084,895.65,88.1056,REF,-2.2313445,0.0638182594,-1.24186427,-2.101087970000002
ethylacetate,333.15,-26.90906493,-29.02363403,900.53,88.1056,REF,-2.33350315,0.0510652299,-1.33803986,-2.1145691000000006
ethylacetate,328.15,-27.27008015,-29.39350621,905.44,88.1056,REF,-2.44185462,0.0402040324,-1.44098241,-2.1234260600000034
ethylacetate,323.15,-27.63350359,-29.76151312,910.4,88.1056,REF,-2.55644923,0.0311450853,-1.55069625,-2.12800953
ethylacetate,318.15,-27.99930125,-30.12809704,915.39,88.1056,REF,-2.67725414,0.0237462492,-1.66709357,-2.1287957900000016
ethylacetate,313.15,-28.36744033,-30.49377619,920.41,88.1056,REF,-2.80418229,0.0178262761,-1.79002645,-2.1263358599999975
ethylacetate,308.15,-28.73788959,-30.85910359,925.48,88.1056,REF,-2.93711736,0.0131823896,-1.91931582,-2.1212139999999984
ethylacetate,303.15,-29.11061966,-31.22462887,930.59,88.1056,REF,-3.07593917,0.0096073886,-2.05478059,-2.114009209999999
ethylacetate,298.15,-29.48560345,-31.59086712,935.73,88.1056,REF,-3.22054647,0.0069036492,-2.19626325,-2.1052636699999994
glycol,403.15,-22.12730948,-15.03069107,945.7,62.0681,REF,-6.02490169,1.54739e-05,-4.84202093,7.096618410000001
glycol,398.15,-22.45099291,-15.21185814,950.5,62.0681,REF,-6.24364964,9.350907e-06,-5.05856703,7.23913477
glycol,393.15,-22.77754467,-15.39782745,955.33,62.0681,REF,-6.46688653,5.59266e-06,-5.2796043,7.379717220000002
glycol,388.15,-23.10693885,-15.58894572,960.17,62.0681,REF,-6.69457605,3.310776e-06,-5.50509622,7.517993129999999
glycol,383.15,-23.4391479,-15.7855804,965.04,62.0681,REF,-6.92666721,1.940167e-06,-5.7349917,7.653567499999998
glycol,378.15,-23.77414272,-15.98811711,969.92,62.0681,REF,-7.16309491,1.125672e-06,-5.96922562,7.786025610000001
glycol,373.15,-24.11189277,-16.19695698,974.83,62.0681,REF,-7.40378067,6.467348e-07,-6.2077195,7.914935790000001
glycol,368.15,-24.45236622,-16.41251338,979.76,62.0681,REF,-7.64863368,3.680216e-07,-6.45038259,8.039852839999998
glycol,363.15,-24.79553009,-16.6352092,984.71,62.0681,REF,-7.89755175,2.0747e-07,-6.69711275,8.160320890000001
glycol,358.15,-25.14135041,-16.86547275,989.68,62.0681,REF,-8.15042302,1.159002e-07,-6.94779818,8.275877660000003
glycol,353.15,-25.4897924,-17.10373422,994.67,62.0681,REF,-8.40712767,6.417701e-08,-7.20231917,8.38605818
glycol,348.15,-25.84082069,-17.35042157,999.67,62.0681,REF,-8.66754001,3.523442e-08,-7.46055008,8.49039912
glycol,343.15,-26.1943995,-17.60595655,1004.7,62.0681,REF,-8.93153073,1.918565e-08,-7.72236169,8.588442950000001
glycol,338.15,-26.55049287,-17.87075046,1009.75,62.0681,REF,-9.19896948,1.036425e-08,-7.98762376,8.67974241
glycol,333.15,-26.90906493,-18.14520013,1014.82,62.0681,REF,-9.46972767,5.556221e-09,-8.25620777,8.7638648
glycol,328.15,-27.27008015,-18.42968398,1019.91,62.0681,REF,-9.74368134,2.956827e-09,-8.52798986,8.840396169999998
glycol,323.15,-27.63350359,-18.72455828,1025.01,62.0681,REF,-10.02071426,1.562403e-09,-8.8028539,8.90894531
glycol,318.15,-27.99930125,-19.03015376,1030.14,62.0681,REF,-10.30072105,8.199477e-10,-9.08069458,8.969147489999997
glycol,313.15,-28.36744033,-19.34677265,1035.28,62.0681,REF,-10.58361035,4.274613e-10,-9.36142067,9.020667680000003
glycol,308.15,-28.73788959,-19.67468605,1040.44,62.0681,REF,-10.86930805,2.21411e-10,-9.64495814,9.063203540000003
glycol,303.15,-29.11061966,-20.01413194,1045.62,62.0681,REF,-11.15776037,1.139585e-10,-9.93125331,9.096487720000002
glycol,298.15,-29.48560345,-20.36531362,1050.82,62.0681,REF,-11.44893702,5.828679e-11,-10.22027599,9.12028983
n-heptane,403.15,-22.12730948,-20.06235017,601.86,100.2026,REF,-3.2972652,0.0050960265,-2.5195364,2.0649593100000025
n-heptane,398.15,-22.45099291,-20.3436265,605.19,100.2026,REF,-3.42680904,0.0037861927,-2.64645789,2.107366410000001
n-heptane,393.15,-22.77754467,-20.6282681,608.55,100.2026,REF,-3.55937166,0.002792738,-2.7764424,2.1492765700000014
n-heptane,388.15,-23.10693885,-20.91604179,611.94,100.2026,REF,-3.69518643,0.002044133,-2.90971061,2.1908970599999975
n-heptane,383.15,-23.4391479,-21.20675096,615.37,100.2026,REF,-3.83447709,0.0014840145,-3.04647632,2.2323969399999974
n-heptane,378.15,-23.77414272,-21.50022833,618.84,100.2026,REF,-3.97746138,0.0010681122,-3.18694943,2.2739143900000016
n-heptane,373.15,-24.11189277,-21.7963302,622.34,100.2026,REF,-4.12435406,0.0007618057,-3.33133858,2.315562570000001
n-heptane,368.15,-24.45236622,-22.09493192,625.88,100.2026,REF,-4.27536947,0.0005381662,-3.47985332,2.3574342999999978
n-heptane,363.15,-24.79553009,-22.3959238,629.45,100.2026,REF,-4.43072405,0.0003763788,-3.63270637,2.3996062900000013
n-heptane,358.15,-25.14135041,-22.69920827,633.06,100.2026,REF,-4.59063836,0.0002604691,-3.7901154,2.4421421400000014
n-heptane,353.15,-25.4897924,-23.00469725,636.71,100.2026,REF,-4.75533907,0.0001782739,-3.95230484,2.4850951499999994
n-heptane,348.15,-25.84082069,-23.31231008,640.4,100.2026,REF,-4.9250608,0.0001206115,-4.11950761,2.5285106100000014
n-heptane,343.15,-26.1943995,-23.62197193,644.13,100.2026,REF,-5.10004792,8.06152e-05,-4.29196674,2.5724275699999986
n-heptane,338.15,-26.55049287,-23.93361244,647.9,100.2026,REF,-5.28055623,5.3201e-05,-4.46993704,2.6168804299999984
n-heptane,333.15,-26.90906493,-24.24716477,651.71,100.2026,REF,-5.46685464,3.4644e-05,-4.65368663,2.6619001599999983
n-heptane,328.15,-27.27008015,-24.56256481,655.56,100.2026,REF,-5.65922684,2.22465e-05,-4.8434986,2.707515339999997
n-heptane,323.15,-27.63350359,-24.87975058,659.45,100.2026,REF,-5.85797306,1.40773e-05,-5.03967272,2.7537530100000005
n-heptane,318.15,-27.99930125,-25.19866192,663.38,100.2026,REF,-6.06341179,8.771652e-06,-5.2425271,2.800639329999999
n-heptane,313.15,-28.36744033,-25.51924021,667.36,100.2026,REF,-6.27588163,5.377902e-06,-5.45240002,2.8482001200000013
n-heptane,308.15,-28.73788959,-25.84142826,671.38,100.2026,REF,-6.49574322,3.241546e-06,-5.6696519,2.896461330000001
n-heptane,303.15,-29.11061966,-26.16517029,675.45,100.2026,REF,-6.72338138,1.919175e-06,-5.8946673,2.945449370000002
n-heptane,298.15,-29.48560345,-26.49041203,679.56,100.2026,REF,-6.95920724,1.115036e-06,-6.12785718,2.9951914199999976
hexane,403.15,-22.12730948,-20.38272267,581.05,86.1759,REF,-3.12359292,0.0088080815,-2.29629265,1.7445868100000013
hexane,398.15,-22.45099291,-20.65869161,584.28,86.1759,REF,-3.25386901,0.0065390335,-2.42376559,1.7923012999999983
hexane,393.15,-22.77754467,-20.93851266,587.55,86.1759,REF,-3.38691187,0.0048212216,-2.55408934,1.8390320100000004
hexane,388.15,-23.10693885,-21.221848,590.85,86.1759,REF,-3.52300407,0.0035284239,-2.68752398,1.8850908499999974
hexane,383.15,-23.4391479,-21.50841849,594.19,86.1759,REF,-3.66240847,0.0025618967,-2.82431494,1.9307294099999979
hexane,378.15,-23.77414272,-21.79799126,597.56,86.1759,REF,-3.80537422,0.0018445125,-2.96469782,1.9761514600000005
hexane,373.15,-24.11189277,-22.09037054,600.97,86.1759,REF,-3.95214127,0.001316209,-3.10890199,2.021522230000002
hexane,368.15,-24.45236622,-22.38539021,604.42,86.1759,REF,-4.10294419,0.0009304123,-3.25715387,2.0669760099999976
hexane,363.15,-24.79553009,-22.68290814,607.9,86.1759,REF,-4.2580154,0.0006512014,-3.40967953,2.112621950000001
hexane,358.15,-25.14135041,-22.98280092,611.43,86.1759,REF,-4.41758822,0.0004510473,-3.5667074,2.158549490000002
hexane,353.15,-25.4897924,-23.28496036,614.99,86.1759,REF,-4.5818993,0.0003090064,-3.7284704,2.2048320399999994
hexane,348.15,-25.84082069,-23.58929018,618.59,86.1759,REF,-4.75119102,0.0002092741,-3.89520803,2.251530510000002
hexane,343.15,-26.1943995,-23.89570344,622.24,86.1759,REF,-4.92571366,0.0001400297,-4.06716839,2.298696060000001
hexane,338.15,-26.55049287,-24.20412056,625.92,86.1759,REF,-5.10572748,9.25178e-05,-4.24461006,2.3463723099999996
hexane,333.15,-26.90906493,-24.51446761,629.65,86.1759,REF,-5.29150467,6.032e-05,-4.427804,2.394597319999999
hexane,328.15,-27.27008015,-24.82667514,633.42,86.1759,REF,-5.48333125,3.87831e-05,-4.61703525,2.4434050099999993
hexane,323.15,-27.63350359,-25.14067723,637.23,86.1759,REF,-5.68150902,2.45737e-05,-4.81260488,2.4928263599999987
hexane,318.15,-27.99930125,-25.45641067,641.08,86.1759,REF,-5.88635745,1.5333e-05,-5.01483178,2.542890579999998
hexane,313.15,-28.36744033,-25.77381462,644.98,86.1759,REF,-6.09821565,9.413914e-06,-5.22405461,2.5936257100000013
hexane,308.15,-28.73788959,-26.09283019,648.93,86.1759,REF,-6.31744444,5.682546e-06,-5.44063384,2.645059400000001
hexane,303.15,-29.11061966,-26.41340036,652.92,86.1759,REF,-6.54442847,3.369456e-06,-5.66495381,2.6972193000000004
hexane,298.15,-29.48560345,-26.73546982,656.96,86.1759,REF,-6.77957857,1.960696e-06,-5.89742508,2.7501336300000006
isopropylamine,403.15,-22.12730948,-23.75243428,639.37,59.1106,REF,-1.29688961,0.477746534,-0.4117086,-1.6251247999999983
isopropylamine,398.15,-22.45099291,-24.13346651,642.86,59.1106,REF,-1.3465563,0.4478990444,-0.44527366,-1.6824736000000016
isopropylamine,393.15,-22.77754467,-24.51435107,646.38,59.1106,REF,-1.39916284,0.4168645183,-0.48215,-1.736806399999999
isopropylamine,388.15,-23.10693885,-24.89445358,649.93,59.1106,REF,-1.45516543,0.3847055726,-0.52282259,-1.7875147300000016
isopropylamine,383.15,-23.4391479,-25.27296647,653.51,59.1106,REF,-1.51514194,0.3515120094,-0.5678985,-1.8338185700000018
isopropylamine,378.15,-23.77414272,-25.64904124,657.13,59.1106,REF,-1.57972357,0.3174647068,-0.61805909,-1.8748985199999986
isopropylamine,373.15,-24.11189277,-26.02171006,660.78,59.1106,REF,-1.64964437,0.2828318484,-0.67410059,-1.9098172899999994
isopropylamine,368.15,-24.45236622,-26.38980951,664.46,59.1106,REF,-1.72579364,0.2479683627,-0.73698108,-1.937443290000001
isopropylamine,363.15,-24.79553009,-26.75219332,668.18,59.1106,REF,-1.80909863,0.2133863032,-0.80772013,-1.9566632300000002
isopropylamine,358.15,-25.14135041,-27.10766716,671.94,59.1106,REF,-1.9005671,0.1797213431,-0.8874253,-1.9663167499999972
isopropylamine,353.15,-25.4897924,-27.45506061,675.72,59.1106,REF,-2.00124857,0.1477075513,-0.97724579,-1.9652682100000014
isopropylamine,348.15,-25.84082069,-27.79346133,679.55,59.1106,REF,-2.11209049,0.1181377555,-1.0782216,-1.9526406399999985
isopropylamine,343.15,-26.1943995,-28.12235134,683.41,59.1106,REF,-2.23384409,0.0917515095,-1.19116943,-1.9279518400000022
isopropylamine,338.15,-26.55049287,-28.44173057,687.31,59.1106,REF,-2.36697023,0.0691051499,-1.31657013,-1.8912377000000014
isopropylamine,333.15,-26.90906493,-28.75221706,691.24,59.1106,REF,-2.51155197,0.0504670429,-1.45447105,-1.84315213
isopropylamine,328.15,-27.27008015,-29.05497296,695.21,59.1106,REF,-2.66731533,0.0357693692,-1.60450675,-1.7848928100000023
isopropylamine,323.15,-27.63350359,-29.35150142,699.22,59.1106,REF,-2.83373912,0.0246473534,-1.76602239,-1.7179978300000016
isopropylamine,318.15,-27.99930125,-29.64340653,703.27,59.1106,REF,-3.01020071,0.0165458186,-1.93824153,-1.6441052800000016
