Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,delta_mu
dimethylformamide,333.15,0.82944309,-1.03740617,863.43,73.0941,REF,-2.16084805,0.0216206337,-1.09284097,-1.86684926
dimethylformamide,328.15,0.55242703,-1.36991064,868.14,73.0941,REF,-2.30311399,0.0156460189,-1.23154065,-1.92233767
dimethylformamide,323.15,0.26948871,-1.70605062,872.89,73.0941,REF,-2.45132892,0.0111567461,-1.3764871,-1.9755393300000001
dimethylformamide,318.15,-0.01939498,-2.04649203,877.67,73.0941,REF,-2.60533176,0.0078438137,-1.52745437,-2.02709705
dimethylformamide,313.15,-0.31423366,-2.39182525,882.48,73.0941,REF,-2.76499446,0.005439806,-1.68425934,-2.07759159
dimethylformamide,308.15,-0.6150239,-2.74255085,887.34,73.0941,REF,-2.93023506,0.0037226784,-1.84677495,-2.12752695
dimethylformamide,303.15,-0.92174984,-3.09907352,892.23,73.0941,REF,-3.10102639,0.0025143436,-2.0149381,-2.17732368
dimethylformamide,298.15,-1.23438398,-3.46170812,897.15,73.0941,REF,-3.27739676,0.0016761162,-2.18874932,-2.22732414
dimethylsulfoxide,403.15,4.12814181,3.31051974,1019.31,78.1342,REF,-0.68731606,0.4346365151,0.28497434,-0.8176220699999996
dimethylsulfoxide,398.15,3.9249904,2.9828594,1024.43,78.1342,REF,-0.7481795,0.3926101738,0.2425213,-0.9421309999999998
dimethylsulfoxide,393.15,3.71738099,2.64807376,1029.56,78.1342,REF,-0.80910833,0.3532676269,0.19840263,-1.0693072300000002
dimethylsulfoxide,388.15,3.50516833,2.30659513,1034.7,78.1342,REF,-0.87043027,0.316520319,0.15246543,-1.1985732000000002
dimethylsulfoxide,383.15,3.28820878,1.95878076,1039.86,78.1342,REF,-0.93244641,0.2822919458,0.10455214,-1.3294280200000002
dimethylsulfoxide,378.15,3.06636144,1.60494385,1045.04,78.1342,REF,-0.99544673,0.2505108224,0.05449356,-1.4614175900000002
dimethylsulfoxide,373.15,2.83948933,1.24537214,1050.22,78.1342,REF,-1.05971954,0.2211066373,0.0021047,-1.5941171900000002
dimethylsulfoxide,368.15,2.6074606,0.88036456,1055.43,78.1342,REF,-1.12557241,0.1940033547,-0.05283073,-1.7270960400000002
dimethylsulfoxide,363.15,2.37014979,0.51019196,1060.64,78.1342,REF,-1.1933091,0.169131269,-0.11053884,-1.8599578300000001
dimethylsulfoxide,358.15,2.12743908,0.13504142,1065.87,78.1342,REF,-1.26319457,0.1464351947,-0.17122087,-1.9923976599999997
dimethylsulfoxide,353.15,1.87921951,-0.24481317,1071.12,78.1342,REF,-1.33555701,0.1258374018,-0.23514219,-2.12403268
dimethylsulfoxide,348.15,1.62539208,-0.62917498,1076.37,78.1342,REF,-1.41068885,0.1072700191,-0.30254223,-2.25456706
dimethylsulfoxide,343.15,1.3658688,-1.01785657,1081.64,78.1342,REF,-1.48888656,0.0906578548,-0.37366798,-2.38372537
dimethylsulfoxide,338.15,1.10057361,-1.41069651,1086.92,78.1342,REF,-1.57043961,0.0759187832,-0.44876237,-2.51127012
dimethylsulfoxide,333.15,0.82944309,-1.80758795,1092.21,78.1342,REF,-1.65561079,0.0629640198,-0.52804395,-2.63703104
dimethylsulfoxide,328.15,0.55242703,-2.20846398,1097.52,78.1342,REF,-1.7446435,0.0516935935,-0.61171239,-2.76089101
dimethylsulfoxide,323.15,0.26948871,-2.61331374,1102.83,78.1342,REF,-1.83774914,0.0419967522,-0.69993548,-2.8828024500000002
dimethylsulfoxide,318.15,-0.01939498,-3.02217651,1108.15,78.1342,REF,-1.93510862,0.0337515728,-0.79285011,-3.00278153
dimethylsulfoxide,313.15,-0.31423366,-3.43516961,1113.48,78.1342,REF,-2.03685058,0.0268280179,-0.89054093,-3.12093595
dimethylsulfoxide,308.15,-0.6150239,-3.85244471,1118.83,78.1342,REF,-2.14307832,0.0210883176,-0.99306708,-3.2374208099999997
dimethylsulfoxide,303.15,-0.92174984,-4.27419488,1124.18,78.1342,REF,-2.25386317,0.0163918437,-1.10045647,-3.3524450399999997
dimethylsulfoxide,298.15,-1.23438398,-4.70064236,1129.54,78.1342,REF,-2.36925136,0.0125992118,-1.21271353,-3.4662583799999998
diphenylether,403.15,4.12814181,5.90843904,978.06,170.2083,REF,-2.09563474,0.0109193669,-1.33721615,1.7802972300000004
diphenylether,398.15,3.9249904,5.79289007,982.98,170.2083,REF,-2.29061242,0.0069771585,-1.52966403,1.8678996700000003
diphenylether,393.15,3.71738099,5.66932595,987.93,170.2083,REF,-2.48857212,0.0044260422,-1.72521969,1.95194496
diphenylether,388.15,3.50516833,5.53973616,992.89,170.2083,REF,-2.69083101,0.0027793807,-1.92515712,2.0345678300000003
diphenylether,383.15,3.28820878,5.4055063,997.87,170.2083,REF,-2.89842968,0.001723741,-2.13048919,2.1172975199999997
diphenylether,378.15,3.06636144,5.26761529,1002.87,170.2083,REF,-3.11222711,0.0010537859,-2.34205681,2.20125385
diphenylether,373.15,2.83948933,5.12675899,1007.89,170.2083,REF,-3.33296027,0.0006339689,-2.56058505,2.2872696599999998
diphenylether,368.15,2.6074606,4.98343032,1012.92,170.2083,REF,-3.56128263,0.0003747794,-2.78671955,2.37596972
diphenylether,363.15,2.37014979,4.83797557,1017.98,170.2083,REF,-3.79779155,0.0002174128,-3.02105259,2.46782578
diphenylether,358.15,2.12743908,4.69063382,1023.05,170.2083,REF,-4.04304769,0.0001236061,-3.26414152,2.5631947400000006
diphenylether,353.15,1.87921951,4.54156606,1028.14,170.2083,REF,-4.29758966,6.87867e-05,-3.51652287,2.66234655
diphenylether,348.15,1.62539208,4.39087595,1033.25,170.2083,REF,-4.56194474,3.74242e-05,-3.77872268,2.7654838699999997
diphenylether,343.15,1.3658688,4.23862548,1038.38,170.2083,REF,-4.8366374,1.98821e-05,-4.05126464,2.8727566799999993
diphenylether,338.15,1.10057361,4.08484625,1043.52,170.2083,REF,-5.1221958,1.03016e-05,-4.33467651,2.98427264
diphenylether,333.15,0.82944309,3.92954774,1048.68,170.2083,REF,-5.41915698,5.199293e-06,-4.62949512,3.1001046499999996
diphenylether,328.15,0.55242703,3.77272306,1053.86,170.2083,REF,-5.72807103,2.552881e-06,-4.93627047,3.22029603
diphenylether,323.15,0.26948871,3.61435296,1059.05,170.2083,REF,-6.04950459,1.217859e-06,-5.25556923,3.34486425
diphenylether,318.15,-0.01939498,3.45440848,1064.26,170.2083,REF,-6.3840439,5.637128e-07,-5.58797768,3.47380346
diphenylether,313.15,-0.31423366,3.29285255,1069.48,170.2083,REF,-6.73229758,2.528158e-07,-5.93410452,3.6070862100000003
diphenylether,308.15,-0.6150239,3.12964084,1074.72,170.2083,REF,-7.09489935,1.09699e-07,-6.29458356,3.74466474
diphenylether,303.15,-0.92174984,2.96472229,1079.98,170.2083,REF,-7.47251088,4.598233e-08,-6.67007659,3.88647213
diphenylether,298.15,-1.23438398,2.79803823,1085.25,170.2083,REF,-7.8658242,1.858993e-08,-7.06127573,4.03242221
dodecane,403.15,4.12814181,7.74110961,659.52,170.336,REF,-3.08911601,0.0011105328,-2.50114496,3.6129678
dodecane,398.15,3.9249904,7.62540383,663.1,170.336,REF,-3.29648384,0.0006889892,-2.70618179,3.70041343
dodecane,393.15,3.71738099,7.50737786,666.71,170.336,REF,-3.51031457,0.0004211267,-2.91766702,3.78999687
dodecane,388.15,3.50516833,7.38751983,670.35,170.336,REF,-3.73121457,0.0002532399,-3.1362094,3.8823514999999995
dodecane,383.15,3.28820878,7.26617743,674.02,170.336,REF,-3.95974085,0.0001496297,-3.36236748,3.9779686499999998
dodecane,378.15,3.06636144,7.14359785,677.73,170.336,REF,-4.19642021,8.67653e-05,-3.59666906,4.077236409999999
dodecane,373.15,2.83948933,7.01995664,681.46,170.336,REF,-4.44176344,4.93182e-05,-3.83962555,4.18046731
dodecane,368.15,2.6074606,6.89537804,685.23,170.336,REF,-4.69627555,2.74472e-05,-4.09174235,4.287917439999999
dodecane,363.15,2.37014979,6.76995006,689.04,170.336,REF,-4.96046374,1.49386e-05,-4.35352686,4.39980027
dodecane,358.15,2.12743908,6.64373528,692.87,170.336,REF,-5.23484334,7.942036e-06,-4.62549454,4.516296199999999
dodecane,353.15,1.87921951,6.51677873,696.75,170.336,REF,-5.51994253,4.119392e-06,-4.90817359,4.63755922
dodecane,348.15,1.62539208,6.3891134,700.65,170.336,REF,-5.81630602,2.081948e-06,-5.20210875,4.76372132
dodecane,343.15,1.3658688,6.26076425,704.6,170.336,REF,-6.12449813,1.023948e-06,-5.50786428,4.89489545
dodecane,338.15,1.10057361,6.1317509,708.57,170.336,REF,-6.4451054,4.894075e-07,-5.82602671,5.0311772900000005
dodecane,333.15,0.82944309,6.00208943,712.59,170.336,REF,-6.77873897,2.270059e-07,-6.15720712,5.17264634
dodecane,328.15,0.55242703,5.87179364,716.64,170.336,REF,-7.12603693,1.020326e-07,-6.50204353,5.319366609999999
dodecane,323.15,0.26948871,5.74087609,720.73,170.336,REF,-7.48766688,4.437202e-08,-6.86120348,5.47138738
dodecane,318.15,-0.01939498,5.60934744,724.85,170.336,REF,-7.86432772,1.864011e-08,-7.23538582,5.62874242
dodecane,313.15,-0.31423366,5.47721845,729.01,170.336,REF,-8.25675367,7.551312e-09,-7.6253247,5.79145211
dodecane,308.15,-0.6150239,5.34449904,733.21,170.336,REF,-8.66571673,2.944824e-09,-8.03179206,5.959522939999999
dodecane,303.15,-0.92174984,5.21119841,737.45,170.336,REF,-9.09203038,1.103432e-09,-8.4556013,6.13294825
dodecane,298.15,-1.23438398,5.07732519,741.73,170.336,REF,-9.53655369,3.96481e-10,-8.89761142,6.31170917
ethanol,403.15,4.12814181,3.82179313,684.85,46.0687,REF,-0.96447473,0.3803800596,0.11072801,-0.3063486799999997
ethanol,398.15,3.9249904,3.58195057,688.59,46.0687,REF,-1.07702215,0.3155070212,0.02080525,-0.34303982999999993
ethanol,393.15,3.71738099,3.34176607,692.36,46.0687,REF,-1.19472033,0.2559789951,-0.07753608,-0.3756149200000003
ethanol,388.15,3.50516833,3.10170062,696.18,46.0687,REF,-1.31810966,0.2029721475,-0.18454804,-0.40346771000000015
ethanol,383.15,3.28820878,2.86188003,700.02,46.0687,REF,-1.44756664,0.1572492119,-0.3003004,-0.42632875000000015
ethanol,378.15,3.06636144,2.62208797,703.91,46.0687,REF,-1.58328835,0.1190736337,-0.42466322,-0.44427347000000017
ethanol,373.15,2.83948933,2.38183124,707.83,46.0687,REF,-1.725318,0.0882078371,-0.5573386,-0.45765809000000024
ethanol,368.15,2.6074606,2.14041405,711.79,46.0687,REF,-1.87357783,0.0640061353,-0.69790836,-0.46704655000000006
ethanol,363.15,2.37014979,1.89703544,715.78,46.0687,REF,-2.02791865,0.0455614856,-0.84590029,-0.47311435000000013
ethanol,358.15,2.12743908,1.65088904,719.81,46.0687,REF,-2.18817498,0.031861366,-1.00085782,-0.4765500399999998
ethanol,353.15,1.87921951,1.40122731,723.89,46.0687,REF,-2.35420292,0.0219167032,-1.16238717,-0.4779922000000001
ethanol,348.15,1.62539208,1.14740324,728.0,46.0687,REF,-2.52590713,0.0148446566,-1.33018757,-0.47798883999999986
ethanol,343.15,1.3658688,0.88888245,732.15,46.0687,REF,-2.70325143,0.0099074546,-1.50406003,-0.4769863500000001
ethanol,338.15,1.10057361,0.62524107,736.34,46.0687,REF,-2.88626122,0.0065183865,-1.68390493,-0.47533254000000014
ethanol,333.15,0.82944309,0.35615353,740.57,46.0687,REF,-3.07501962,0.0042284622,-1.8697118,-0.47328956000000005
ethanol,328.15,0.55242703,0.08137715,744.85,46.0687,REF,-3.26966121,0.0027044127,-2.06154677,-0.47104988000000003
ethanol,323.15,0.26948871,-0.19926354,749.16,46.0687,REF,-3.47036526,0.001704973,-2.25953993,-0.46875225
ethanol,318.15,-0.01939498,-0.48589021,753.52,46.0687,REF,-3.67734989,0.0010591513,-2.46387475,-0.46649523
ethanol,313.15,-0.31423366,-0.77858216,757.92,46.0687,REF,-3.8908673,0.0006480132,-2.67477935,-0.4643485
ethanol,308.15,-0.6150239,-1.07738545,762.37,46.0687,REF,-4.1112004,0.0003902478,-2.89252018,-0.46236155
ethanol,303.15,-0.92174984,-1.38232011,766.86,46.0687,REF,-4.33866057,0.0002311723,-3.1173975,-0.46057026999999995
ethanol,298.15,-1.23438398,-1.69338575,771.4,46.0687,REF,-4.57358649,0.0001345995,-3.34974262,-0.45900177
ethylacetate,403.15,4.12814181,4.15628446,835.45,88.1056,REF,-1.14580076,0.1687423097,-0.20200221,0.02814265000000038
ethylacetate,398.15,3.9249904,3.97512899,839.88,88.1056,REF,-1.29283878,0.1240086716,-0.33750454,0.05013858999999998
ethylacetate,393.15,3.71738099,3.79124675,844.34,88.1056,REF,-1.44457916,0.0894713016,-0.48005108,0.07386575999999989
ethylacetate,388.15,3.50516833,3.60363091,848.83,88.1056,REF,-1.60071852,0.0635170607,-0.62883512,0.09846258000000008
ethylacetate,383.15,3.28820878,3.4115882,853.36,88.1056,REF,-1.76111556,0.0444440457,-0.7832788,0.12337942000000002
ethylacetate,378.15,3.06636144,3.2147005,857.92,88.1056,REF,-1.92577896,0.0306865207,-0.94303351,0.14833906000000008
ethylacetate,373.15,2.83948933,3.01274786,862.51,88.1056,REF,-2.09483163,0.0209204339,-1.10794174,0.17325853000000002
ethylacetate,368.15,2.6074606,2.80563752,867.14,88.1056,REF,-2.26847562,0.0140860565,-1.27799191,0.19817691999999987
ethylacetate,363.15,2.37014979,2.59334481,871.8,88.1056,REF,-2.44696121,0.0093666752,-1.45327502,0.2231950199999999
ethylacetate,358.15,2.12743908,2.37587582,876.5,88.1056,REF,-2.63056679,0.0061496635,-1.63395254,0.24843674000000027
ethylacetate,353.15,1.87921951,2.15324436,881.23,88.1056,REF,-2.81958583,0.003984903,-1.82023331,0.27402485
ethylacetate,348.15,1.62539208,1.92545959,886.0,88.1056,REF,-3.01431944,0.0025472555,-2.01235787,0.3000675100000001
ethylacetate,343.15,1.3658688,1.69251991,890.81,88.1056,REF,-3.21507245,0.0016053649,-2.21058821,0.3266511099999998
ethylacetate,338.15,1.10057361,1.45441187,895.65,88.1056,REF,-3.42215233,0.0009969148,-2.41520184,0.35383825999999985
ethylacetate,333.15,0.82944309,1.21111019,900.53,88.1056,REF,-3.63586897,0.0006096013,-2.62648797,0.38166710000000004
ethylacetate,328.15,0.55242703,0.96257953,905.44,88.1056,REF,-3.85653566,0.0003668129,-2.84474576,0.4101524999999999
ethylacetate,323.15,0.26948871,0.70877654,910.4,88.1056,REF,-4.0844705,0.0002170452,-3.07028385,0.43928783
ethylacetate,318.15,-0.01939498,0.44965182,915.39,88.1056,REF,-4.31999812,0.0001261964,-3.30342057,0.4690468
ethylacetate,313.15,-0.31423366,0.18515174,920.41,88.1056,REF,-4.5634515,7.20457e-05,-3.54448479,0.49938540000000003
ethylacetate,308.15,-0.6150239,-0.08478019,925.48,88.1056,REF,-4.81517396,4.03547e-05,-3.79381719,0.5302437099999999
ethylacetate,303.15,-0.92174984,-0.36020224,930.59,88.1056,REF,-5.0755212,2.21591e-05,-4.05177182,0.5615476
ethylacetate,298.15,-1.23438398,-0.64117384,935.73,88.1056,REF,-5.34486342,1.19183e-05,-4.31871783,0.59321014
glycol,403.15,4.12814181,4.29396103,945.7,62.0681,REF,-1.22043452,0.1933798282,-0.09588025,0.16581922000000038
glycol,398.15,3.9249904,4.10793301,950.5,62.0681,REF,-1.36573524,0.1442027553,-0.22318371,0.18294261
glycol,393.15,3.71738099,3.91364304,955.33,62.0681,REF,-1.51261722,0.1060388466,-0.35608813,0.19626205000000008
glycol,388.15,3.50516833,3.71147937,960.17,62.0681,REF,-1.66144195,0.0770094378,-0.49401944,0.2063110400000001
glycol,383.15,3.28820878,3.50187028,965.04,62.0681,REF,-1.8126117,0.0552890809,-0.63662853,0.21366149999999973
glycol,378.15,3.06636144,3.28519222,969.92,62.0681,REF,-1.96651849,0.039265876,-0.78372067,0.21883077999999978
glycol,373.15,2.83948933,3.06174036,974.83,62.0681,REF,-2.12352544,0.0275941081,-0.93520843,0.2222510299999998
glycol,368.15,2.6074606,2.83172613,979.76,62.0681,REF,-2.28396265,0.0191911139,-1.09107987,0.22426552999999982
glycol,363.15,2.37014979,2.5952885,984.71,62.0681,REF,-2.44813093,0.0132086605,-1.25137852,0.22513870999999996
glycol,358.15,2.12743908,2.35250856,989.68,62.0681,REF,-2.61630793,0.0089956722,-1.41619011,0.22506948000000015
glycol,353.15,1.87921951,2.10342379,994.67,62.0681,REF,-2.78875455,0.0060607485,-1.58563354,0.22420427999999992
glycol,348.15,1.62539208,1.84804107,999.67,62.0681,REF,-2.96572122,0.0040383657,-1.75985506,0.22264899000000016
glycol,343.15,1.3658688,1.58634722,1004.7,62.0681,REF,-3.14745313,0.0026601947,-1.93902416,0.22047841999999984
glycol,338.15,1.10057361,1.31831769,1009.75,62.0681,REF,-3.33419498,0.0017316797,-2.12333098,0.2177440799999999
glycol,333.15,0.82944309,1.04392336,1014.82,62.0681,REF,-3.52619484,0.0011134345,-2.31298469,0.21448026999999992
glycol,328.15,0.55242703,0.76313578,1019.91,62.0681,REF,-3.72370756,0.0007067755,-2.50821273,0.21070875
glycol,323.15,0.26948871,0.47593102,1025.01,62.0681,REF,-3.92699766,0.0004426653,-2.70926049,0.20644230999999996
glycol,318.15,-0.01939498,0.18229235,1030.14,62.0681,REF,-4.13634193,0.0002733916,-2.91639157,0.20168733
glycol,313.15,-0.31423366,-0.11778789,1035.28,62.0681,REF,-4.35203172,0.0001663908,-3.12988838,0.19644577000000002
glycol,308.15,-0.6150239,-0.42430735,1040.44,62.0681,REF,-4.57437518,9.97257e-05,-3.35005305,0.19071654999999993
glycol,303.15,-0.92174984,-0.73725316,1045.62,62.0681,REF,-4.80369934,5.88161e-05,-3.57720867,0.18449668000000008
glycol,298.15,-1.23438398,-1.05660213,1050.82,62.0681,REF,-5.04035227,3.41076e-05,-3.81170075,0.17778185000000013
n-heptane,403.15,4.12814181,7.72918722,601.86,100.2026,REF,-3.08265295,0.0019145971,-2.30415746,3.6010454100000002
n-heptane,398.15,3.9249904,7.61698232,605.19,100.2026,REF,-3.29186125,0.0011831775,-2.51092547,3.69199192
n-heptane,393.15,3.71738099,7.50146259,608.55,100.2026,REF,-3.50702637,0.0007211057,-2.72365621,3.7840816
n-heptane,388.15,3.50516833,7.38343342,611.94,100.2026,REF,-3.72891374,0.000432696,-2.94310903,3.87826509
n-heptane,383.15,3.28820878,7.26345875,615.37,100.2026,REF,-3.95819014,0.0002552409,-3.16994669,3.9752499699999997
n-heptane,378.15,3.06636144,7.14193442,618.84,100.2026,REF,-4.19545886,0.0001478115,-3.4047698,4.0755729800000005
n-heptane,373.15,2.83948933,7.01913769,622.34,100.2026,REF,-4.4412838,8.39265e-05,-3.64814049,4.17964836
n-heptane,368.15,2.6074606,6.8952624,625.88,100.2026,REF,-4.69620691,4.66643e-05,-3.90059954,4.2878018
n-heptane,363.15,2.37014979,6.77044354,629.45,100.2026,REF,-4.96076072,2.53768e-05,-4.1626787,4.4002937499999994
n-heptane,358.15,2.12743908,6.6447751,633.06,100.2026,REF,-5.23547784,1.3481e-05,-4.43491002,4.51733602
n-heptane,353.15,1.87921951,6.51832273,636.71,100.2026,REF,-5.52089803,6.987208e-06,-4.71783291,4.639103220000001
n-heptane,348.15,1.62539208,6.39113278,640.4,100.2026,REF,-5.81757366,3.528815e-06,-5.01199945,4.7657407
n-heptane,343.15,1.3658688,6.26323865,644.13,100.2026,REF,-6.12607402,1.734319e-06,-5.31797873,4.89736985
n-heptane,338.15,1.10057361,6.13466516,647.9,100.2026,REF,-6.44698888,8.28351e-07,-5.63636033,5.034091549999999
n-heptane,333.15,0.82944309,6.00543148,651.71,100.2026,REF,-6.78093135,3.839477e-07,-5.96775723,5.1759883900000005
n-heptane,328.15,0.55242703,5.87555315,655.56,100.2026,REF,-7.12854074,1.724498e-07,-6.31280857,5.3231261199999995
n-heptane,323.15,0.26948871,5.7450438,659.45,100.2026,REF,-7.4904855,7.494073e-08,-6.67218266,5.47555509
n-heptane,318.15,-0.01939498,5.61391411,663.38,100.2026,REF,-7.86746468,3.145855e-08,-7.04657843,5.63330909
n-heptane,313.15,-0.31423366,5.48217507,667.36,100.2026,REF,-8.26021286,1.273475e-08,-7.4367303,5.7964087300000005
n-heptane,308.15,-0.6150239,5.34983651,671.38,100.2026,REF,-8.66950217,4.962509e-09,-7.84341026,5.96486041
n-heptane,303.15,-0.92174984,5.21690736,675.45,100.2026,REF,-9.09614605,1.85805e-09,-8.26743163,6.138657200000001
n-heptane,298.15,-1.23438398,5.08339588,679.56,100.2026,REF,-9.54100354,6.671138e-10,-8.70965328,6.31777986
hexane,403.15,4.12814181,7.70985598,581.05,86.1759,REF,-3.07217358,0.0022798151,-2.24353248,3.5817141700000006
hexane,398.15,3.9249904,7.59935436,584.28,86.1759,REF,-3.28218522,0.0014064583,-2.45106414,3.6743639600000004
hexane,393.15,3.71738099,7.4851176,587.55,86.1759,REF,-3.49794047,0.0008560952,-2.66435321,3.7677366099999996
hexane,388.15,3.50516833,7.3680886,590.85,86.1759,REF,-3.72027394,0.0005131949,-2.88422494,3.86292027
hexane,383.15,3.28820878,7.2489234,594.19,86.1759,REF,-3.9498993,0.0003024924,-3.11138683,3.9607146199999996
hexane,378.15,3.06636144,7.12808032,597.56,86.1759,REF,-4.18745211,0.0001750639,-3.34647038,4.061718879999999
hexane,373.15,2.83948933,7.00587913,600.97,86.1759,REF,-4.43351856,9.93461e-05,-3.59005912,4.1663898
hexane,368.15,2.6074606,6.88254262,604.42,86.1759,REF,-4.68865604,5.5211e-05,-3.84270868,4.275082019999999
hexane,363.15,2.37014979,6.75822523,607.9,86.1759,REF,-4.95340768,3.0011e-05,-4.10496105,4.38807544
hexane,358.15,2.12743908,6.63303395,611.43,86.1759,REF,-5.22831332,1.5936e-05,-4.37735528,4.5055948699999995
hexane,353.15,1.87921951,6.50704299,614.99,86.1759,REF,-5.51391761,8.256132e-06,-4.6604355,4.62782348
hexane,348.15,1.62539208,6.38030424,618.59,86.1759,REF,-5.81077621,4.167918e-06,-4.95475701,4.75491216
hexane,343.15,1.3658688,6.2528546,622.24,86.1759,REF,-6.11946062,2.047554e-06,-5.26089102,4.8869858
hexane,338.15,1.10057361,6.12472112,625.92,86.1759,REF,-6.44056207,9.775391e-07,-5.57942852,5.024147510000001
hexane,333.15,0.82944309,5.99592428,629.65,86.1759,REF,-6.77469465,4.528994e-07,-5.91098343,5.16648119
hexane,328.15,0.55242703,5.86648042,633.42,86.1759,REF,-7.12249837,2.033284e-07,-6.25619556,5.31405339
hexane,323.15,0.26948871,5.73640366,637.23,86.1759,REF,-7.48464219,8.831903e-08,-6.61573372,5.46691495
hexane,318.15,-0.01939498,5.60570476,641.08,86.1759,REF,-7.86182547,3.705706e-08,-6.99029709,5.6250997400000005
hexane,313.15,-0.31423366,5.4743949,644.98,86.1759,REF,-8.25478313,1.499386e-08,-7.38062043,5.78862856
hexane,308.15,-0.6150239,5.34248395,648.93,86.1759,REF,-8.6642876,5.839947e-09,-7.78747599,5.95750785
hexane,303.15,-0.92174984,5.20998082,652.92,86.1759,REF,-9.0911526,2.185465e-09,-8.21167734,6.1317306600000006
hexane,298.15,-1.23438398,5.07689372,656.96,86.1759,REF,-9.53623742,7.842582e-10,-8.65408358,6.3112777
isopropylamine,403.15,4.12814181,1.9668258,639.37,59.1106,REF,0.0,,0.0,-2.1613160099999997
isopropylamine,398.15,3.9249904,3.09266592,642.86,59.1106,REF,-0.80845257,0.4197252079,0.1421341,-0.83232448
isopropylamine,393.15,3.71738099,2.74228247,646.38,59.1106,REF,-0.86147739,0.3853436528,0.10046317,-0.97509852
isopropylamine,388.15,3.50516833,2.38045376,649.93,59.1106,REF,-0.91201593,0.3541907658,0.060052,-1.12471457
isopropylamine,383.15,3.28820878,2.00749504,653.51,59.1106,REF,-0.96023262,0.3260184493,0.02093223,-1.2807137400000004
isopropylamine,378.15,3.06636144,1.62382948,657.13,59.1106,REF,-1.00636136,0.3005268765,-0.01695762,-1.4425319600000002
isopropylamine,373.15,2.83948933,1.22968697,660.78,59.1106,REF,-1.05053309,0.2774760731,-0.05361744,-1.6098023600000002
isopropylamine,368.15,2.6074606,0.82525333,664.46,59.1106,REF,-1.09285663,0.2566408364,-0.08904806,-1.78220727
isopropylamine,363.15,2.37014979,0.41065814,668.18,59.1106,REF,-1.13340914,0.2378183134,-0.12323836,-1.9594916500000001
isopropylamine,358.15,2.12743908,-0.01395321,671.94,59.1106,REF,-1.17227705,0.2208107125,-0.15619883,-2.1413922899999998
isopropylamine,353.15,1.87921951,-0.44861634,675.72,59.1106,REF,-1.20943419,0.2054781527,-0.18784785,-2.32783585
isopropylamine,348.15,1.62539208,-0.89315051,679.55,59.1106,REF,-1.24498248,0.1916364232,-0.2182293,-2.51854259
isopropylamine,343.15,1.3658688,-1.34761806,683.41,59.1106,REF,-1.2788679,0.1791740748,-0.24725086,-2.71348686
isopropylamine,338.15,1.10057361,-1.81190183,687.31,59.1106,REF,-1.31114157,0.1679486405,-0.274923,-2.91247544
isopropylamine,333.15,0.82944309,-2.28600925,691.24,59.1106,REF,-1.34176766,0.1578588969,-0.30118036,-3.11545234
isopropylamine,328.15,0.55242703,-2.76986546,695.21,59.1106,REF,-1.37075415,0.148797399,-0.32600254,-3.32229249
isopropylamine,323.15,0.26948871,-3.26334963,699.22,59.1106,REF,-1.39813148,0.1406602726,-0.34939419,-3.53283834
isopropylamine,318.15,-0.01939498,-3.76640389,703.27,59.1106,REF,-1.42387942,0.133368477,-0.37131545,-3.74700891
isopropylamine,313.15,-0.31423366,-4.27889529,707.36,59.1106,REF,-1.4480194,0.1268394536,-0.39176864,-3.96466163
isopropylamine,308.15,-0.6150239,-4.80065811,711.49,59.1106,REF,-1.47058827,0.1209957857,-0.41077334,-4.18563421
isopropylamine,303.15,-0.92174984,-5.33151284,715.66,59.1106,REF,-1.49162624,0.1157680794,-0.42835477,-4.409763
isopropylamine,298.15,-1.23438398,-5.87124449,719.87,59.1106,REF,-1.51119376,0.1110902361,-0.44455951,-4.63686051
methanol,403.15,4.12814181,3.84507545,663.69,32.042,REF,-0.97709596,0.4607330339,0.19923618,-0.28306635999999985
methanol,398.15,3.9249904,3.60374258,667.37,32.042,REF,-1.08898384,0.3913991703,0.11772491,-0.32124781999999996
methanol,393.15,3.71738099,3.36086839,671.08,32.042,REF,-1.20533899,0.3251979954,0.02754785,-0.3565126000000003
methanol,388.15,3.50516833,3.11723827,674.83,32.042,REF,-1.32685805,0.2638825332,-0.07167964,-0.38793005999999997
methanol,383.15,3.28820878,2.87340407,678.61,32.042,REF,-1.45413986,0.2089204818,-0.18021607,-0.4148047100000003
methanol,378.15,3.06636144,2.62960115,682.44,32.042,REF,-1.58763047,0.1613238215,-0.29813785,-0.43676029000000005
methanol,373.15,2.83948933,2.38570202,686.31,32.042,REF,-1.72758503,0.1215374863,-0.42530415,-0.45378731000000005
methanol,368.15,2.6074606,2.14126218,690.22,32.042,REF,-1.87408131,0.0894214715,-0.56137941,-0.46619842
methanol,363.15,2.37014979,1.89558812,694.17,32.042,REF,-2.02704764,0.0643472482,-0.70587983,-0.47456167000000016
methanol,358.15,2.12743908,1.64784587,698.16,32.042,REF,-2.18631802,0.0453648494,-0.85824914,-0.47959320999999977
methanol,353.15,1.87921951,1.39718038,702.19,32.042,REF,-2.3516985,0.0313871095,-1.0179431,-0.48203913
methanol,348.15,1.62539208,1.14279588,706.27,32.042,REF,-2.52301494,0.0213443203,-1.18448895,-0.4825961999999999
