Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,delta_mu
methanol,343.15,1.3658688,0.8840081,710.39,32.042,REF,-2.70014705,0.0142835114,-1.35752309,-0.48186070000000014
methanol,338.15,1.10057361,0.6202601,714.55,32.042,REF,-2.88304203,0.0094141666,-1.53680207,-0.4803135100000001
methanol,333.15,0.82944309,0.35111954,718.76,32.042,REF,-3.07171733,0.0061143507,-1.72219874,-0.47832355000000004
methanol,328.15,0.55242703,0.07626364,723.02,32.042,REF,-3.26625565,0.0039141669,-1.91368906,-0.4761633900000001
methanol,323.15,0.26948871,-0.20453948,727.32,32.042,REF,-3.46679716,0.0024696768,-2.11133622,-0.47402819
methanol,318.15,-0.01939498,-0.49144922,731.67,32.042,REF,-3.67353126,0.0015355232,-2.31527513,-0.47205424
methanol,313.15,-0.31423366,-0.78456824,736.07,32.042,REF,-3.88668965,0.0009404182,-2.52569964,-0.47033458
methanol,308.15,-0.6150239,-1.0839554,740.51,32.042,REF,-4.10654088,0.0005670348,-2.74285238,-0.46893150000000006
methanol,303.15,-0.92174984,-1.38963585,745.01,32.042,REF,-4.33338653,0.0003363957,-2.96701747,-0.46788600999999985
methanol,298.15,-1.23438398,-1.70160891,749.56,32.042,REF,-4.56755886,0.0001962143,-3.19851555,-0.46722493
methanol,403.15,4.12814181,3.84507545,663.69,32.042,REF,-0.97709596,0.4607330339,0.19923618,-0.28306635999999985
methanol,398.15,3.9249904,3.60374258,667.37,32.042,REF,-1.08898384,0.3913991703,0.11772491,-0.32124781999999996
methanol,393.15,3.71738099,3.36086839,671.08,32.042,REF,-1.20533899,0.3251979954,0.02754785,-0.3565126000000003
methanol,388.15,3.50516833,3.11723827,674.83,32.042,REF,-1.32685805,0.2638825332,-0.07167964,-0.38793005999999997
methanol,383.15,3.28820878,2.87340407,678.61,32.042,REF,-1.45413986,0.2089204818,-0.18021607,-0.4148047100000003
methanol,378.15,3.06636144,2.62960115,682.44,32.042,REF,-1.58763047,0.1613238215,-0.29813785,-0.43676029000000005
methanol,373.15,2.83948933,2.38570202,686.31,32.042,REF,-1.72758503,0.1215374863,-0.42530415,-0.45378731000000005
methanol,368.15,2.6074606,2.14126218,690.22,32.042,REF,-1.87408131,0.0894214715,-0.56137941,-0.46619842
methanol,363.15,2.37014979,1.89558812,694.17,32.042,REF,-2.02704764,0.0643472482,-0.70587983,-0.47456167000000016
methanol,358.15,2.12743908,1.64784587,698.16,32.042,REF,-2.18631802,0.0453648494,-0.85824914,-0.47959320999999977
methanol,353.15,1.87921951,1.39718038,702.19,32.042,REF,-2.3516985,0.0313871095,-1.0179431,-0.48203913
methanol,348.15,1.62539208,1.14279588,706.27,32.042,REF,-2.52301494,0.0213443203,-1.18448895,-0.4825961999999999
methanol,343.15,1.3658688,0.8840081,710.39,32.042,REF,-2.70014705,0.0142835114,-1.35752309,-0.48186070000000014
methanol,338.15,1.10057361,0.6202601,714.55,32.042,REF,-2.88304203,0.0094141666,-1.53680207,-0.4803135100000001
methanol,333.15,0.82944309,0.35111954,718.76,32.042,REF,-3.07171733,0.0061143507,-1.72219874,-0.47832355000000004
methanol,328.15,0.55242703,0.07626364,723.02,32.042,REF,-3.26625565,0.0039141669,-1.91368906,-0.4761633900000001
methanol,323.15,0.26948871,-0.20453948,727.32,32.042,REF,-3.46679716,0.0024696768,-2.11133622,-0.47402819
methanol,318.15,-0.01939498,-0.49144922,731.67,32.042,REF,-3.67353126,0.0015355232,-2.31527513,-0.47205424
methanol,313.15,-0.31423366,-0.78456824,736.07,32.042,REF,-3.88668965,0.0009404182,-2.52569964,-0.47033458
methanol,308.15,-0.6150239,-1.0839554,740.51,32.042,REF,-4.10654088,0.0005670348,-2.74285238,-0.46893150000000006
methanol,303.15,-0.92174984,-1.38963585,745.01,32.042,REF,-4.33338653,0.0003363957,-2.96701747,-0.46788600999999985
methanol,298.15,-1.23438398,-1.70160891,749.56,32.042,REF,-4.56755886,0.0001962143,-3.19851555,-0.46722493
methylacetate,403.15,4.12814181,4.05870941,840.34,74.0789,REF,-1.09290583,0.2159636138,-0.08849736,-0.06943240000000017
methylacetate,398.15,3.9249904,3.86998281,844.8,74.0789,REF,-1.23512378,0.162322768,-0.21495223,-0.05500758999999977
methylacetate,393.15,3.71738099,3.68169263,849.3,74.0789,REF,-1.38367985,0.1191136026,-0.35084999,-0.035688359999999975
methylacetate,388.15,3.50516833,3.49250561,853.84,74.0789,REF,-1.53815008,0.0855396176,-0.49524624,-0.012662720000000238
methylacetate,383.15,3.28820878,3.3011932,858.41,74.0789,REF,-1.69814718,0.0602613328,-0.64723462,0.012984419999999997
methylacetate,378.15,3.06636144,3.1067796,863.01,74.0789,REF,-1.86340786,0.0417308203,-0.80607951,0.04041815999999976
methylacetate,373.15,2.83948933,2.90857221,867.65,74.0789,REF,-2.03381831,0.028449297,-0.97126721,0.06908287999999985
methylacetate,368.15,2.6074606,2.7061213,872.33,74.0789,REF,-2.20939963,0.0191116372,-1.1424982,0.09866069999999993
methylacetate,363.15,2.37014979,2.49915559,877.04,74.0789,REF,-2.39027765,0.0126575586,-1.31965121,0.12900579999999984
methylacetate,358.15,2.12743908,2.28752102,881.79,74.0789,REF,-2.5766521,0.0082657823,-1.50274104,0.16008193999999998
methylacetate,353.15,1.87921951,2.07113332,886.58,74.0789,REF,-2.76877172,0.0053215644,-1.69188111,0.19191380999999996
methylacetate,348.15,1.62539208,1.84994525,891.41,74.0789,REF,-2.96691653,0.0033765375,-1.88725415,0.22455317000000008
methylacetate,343.15,1.3658688,1.6239258,896.27,74.0789,REF,-3.17138619,0.0021104601,-2.08909097,0.258057
methylacetate,338.15,1.10057361,1.39304783,901.17,74.0789,REF,-3.3824929,0.001298706,-2.29765572,0.2924742199999999
methylacetate,333.15,0.82944309,1.1572818,906.12,74.0789,REF,-3.60055769,0.0007863171,-2.51323643,0.32783871
methylacetate,328.15,0.55242703,0.91659263,911.1,74.0789,REF,-3.82590871,0.0004681024,-2.73613885,0.3641656
methylacetate,323.15,0.26948871,0.67093886,916.12,74.0789,REF,-4.05888098,0.0002737954,-2.96668303,0.40145015
methylacetate,318.15,-0.01939498,0.42027305,921.18,74.0789,REF,-4.29981708,0.000157226,-3.20520173,0.43966803
methylacetate,313.15,-0.31423366,0.16454255,926.28,74.0789,REF,-4.54906848,8.85714e-05,-3.45204005,0.47877621000000004
methylacetate,308.15,-0.6150239,-0.09630948,931.42,74.0789,REF,-4.80699718,4.89076e-05,-3.70755594,0.51871442
methylacetate,303.15,-0.92174984,-0.36234324,936.6,74.0789,REF,-5.07397772,2.64486e-05,-3.97212138,0.5594066
methylacetate,298.15,-1.23438398,-0.63362159,941.83,74.0789,REF,-5.35039926,1.39954e-05,-4.24612399,0.6007623900000001
butanone,403.15,4.12814181,3.92467163,716.5,72.1061,REF,-1.02024464,0.2537104312,-0.07044836,-0.2034701799999996
butanone,398.15,3.9249904,3.70699132,720.38,72.1061,REF,-1.14565733,0.1987994414,-0.18212535,-0.2179990799999998
butanone,393.15,3.71738099,3.48945627,724.29,72.1061,REF,-1.27681886,0.1524256693,-0.30184673,-0.2279247200000003
butanone,388.15,3.50516833,3.27164125,728.23,72.1061,REF,-1.41379372,0.1144487161,-0.42935236,-0.23352708
butanone,383.15,3.28820878,3.05287372,732.2,72.1061,REF,-1.55650784,0.0842567707,-0.5642463,-0.23533506000000015
butanone,378.15,3.06636144,2.83236446,736.21,72.1061,REF,-1.70481417,0.0609060823,-0.70607454,-0.23399698000000013
butanone,373.15,2.83948933,2.60932116,740.26,72.1061,REF,-1.85855372,0.0432906026,-0.8543988,-0.23016817000000023
butanone,368.15,2.6074606,2.3830221,744.34,72.1061,REF,-2.01759767,0.0302931048,-1.00884787,-0.2244385000000002
butanone,363.15,2.37014979,2.15285333,748.46,72.1061,REF,-2.18187117,0.0208899374,-1.16914515,-0.21729646000000002
butanone,358.15,2.12743908,1.91831457,752.61,72.1061,REF,-2.35135984,0.0142060979,-1.33511438,-0.20912450999999987
butanone,353.15,1.87921951,1.67900885,756.81,72.1061,REF,-2.52610698,0.0095310205,-1.50667273,-0.20021065999999998
butanone,348.15,1.62539208,1.4346244,761.04,72.1061,REF,-2.70620557,0.0063097315,-1.68381736,-0.19076768
butanone,343.15,1.3658688,1.18491585,765.3,72.1061,REF,-2.89178932,0.0041217798,-1.86661068,-0.18095295
butanone,338.15,1.10057361,0.92968772,769.61,72.1061,REF,-3.08302436,0.0026563767,-2.05516669,-0.1708858900000001
butanone,333.15,0.82944309,0.66878111,773.95,72.1061,REF,-3.2801025,0.001688503,-2.24963975,-0.1606619800000001
butanone,328.15,0.55242703,0.40206361,778.34,72.1061,REF,-3.48323609,0.0010581743,-2.45021568,-0.15036342000000003
butanone,323.15,0.26948871,0.129422,782.76,72.1061,REF,-3.69265448,0.0006535218,-2.65710526,-0.14006671
butanone,318.15,-0.01939498,-0.149243,787.23,72.1061,REF,-3.90860164,0.000397548,-2.87053972,-0.12984801999999998
butanone,313.15,-0.31423366,-0.43402029,791.73,72.1061,REF,-4.131335,0.0002380697,-3.09076779,-0.11978662999999995
butanone,308.15,-0.6150239,-0.72499094,796.28,72.1061,REF,-4.36112495,0.0001402631,-3.31805406,-0.10996704000000002
butanone,303.15,-0.92174984,-1.02222986,800.87,72.1061,REF,-4.59825521,8.12514e-05,-3.5526784,-0.10048001999999989
butanone,298.15,-1.23438398,-1.32580701,805.5,72.1061,REF,-4.84302366,4.62459e-05,-3.79493616,-0.09142302999999985
ch2cl2,403.15,4.12814181,4.06443548,1167.19,84.9331,REF,-1.0960099,0.1924993153,-0.02419852,-0.06370632999999959
ch2cl2,398.15,3.9249904,3.90444035,1173.38,84.9331,REF,-1.2540376,0.1389594242,-0.16079313,-0.02055005000000021
ch2cl2,393.15,3.71738099,3.7528568,1179.62,84.9331,REF,-1.42323883,0.0968768035,-0.31305759,0.035475809999999885
ch2cl2,388.15,3.50516833,3.60463194,1185.9,84.9331,REF,-1.60128214,0.0656519383,-0.4781515,0.09946360999999992
ch2cl2,383.15,3.28820878,3.45494356,1192.22,84.9331,REF,-1.78584509,0.0435504487,-0.65297557,0.16673477999999964
ch2cl2,378.15,3.06636144,3.30056349,1198.59,84.9331,REF,-1.97540206,0.0284249985,-0.83518185,0.23420204999999994
ch2cl2,373.15,2.83948933,3.13997523,1205.01,84.9331,REF,-2.16934583,0.0183057154,-1.02345815,0.3004859
ch2cl2,368.15,2.6074606,2.97282897,1211.47,84.9331,REF,-2.36772577,0.0116428721,-1.21731875,0.3653683700000001
ch2cl2,363.15,2.37014979,2.79938503,1217.98,84.9331,REF,-2.57095727,0.0073118812,-1.4167988,0.4292352399999997
ch2cl2,358.15,2.12743908,2.62014671,1224.53,84.9331,REF,-2.77962253,0.0045303642,-1.62221936,0.4927076300000004
ch2cl2,353.15,1.87921951,2.43565888,1231.13,84.9331,REF,-2.99435698,0.0027662145,-1.83403961,0.5564393700000001
ch2cl2,348.15,1.62539208,2.2464176,1237.78,84.9331,REF,-3.21579565,0.001662462,-2.05277691,0.6210255200000001
ch2cl2,343.15,1.3658688,2.052838,1244.47,84.9331,REF,-3.44455201,0.0009821616,-2.27896684,0.6869691999999998
ch2cl2,338.15,1.10057361,1.85524811,1251.22,84.9331,REF,-3.68121184,0.0005696877,-2.51314409,0.7546744999999999
ch2cl2,333.15,0.82944309,1.65389656,1258.01,84.9331,REF,-3.92633569,0.0003240266,-2.75583606,0.8244534699999999
ch2cl2,328.15,0.55242703,1.44896421,1264.85,84.9331,REF,-4.18046436,0.000180506,-3.00756233,0.8965371799999999
ch2cl2,323.15,0.26948871,1.24057729,1271.74,84.9331,REF,-4.44412603,9.83677e-05,-3.26883768,0.97108858
ch2cl2,318.15,-0.01939498,1.02881884,1278.68,84.9331,REF,-4.71784307,5.23779e-05,-3.54017623,1.04821382
ch2cl2,313.15,-0.31423366,0.81373923,1285.67,84.9331,REF,-5.00213901,2.72182e-05,-3.82209644,1.1279728900000001
ch2cl2,308.15,-0.6150239,0.59536462,1292.71,84.9331,REF,-5.29754493,1.37866e-05,-4.11512642,1.21038852
ch2cl2,303.15,-0.92174984,0.37370385,1299.8,84.9331,REF,-5.60460548,6.798268e-06,-4.41980907,1.29545369
ch2cl2,298.15,-1.23438398,0.14875359,1306.94,84.9331,REF,-5.92388444,3.25927e-06,-4.73670719,1.3831375700000001
propyleneglycol,403.15,4.12814181,4.04572677,888.71,76.0948,REF,-1.085868,0.2144085697,-0.07194496,-0.08241503999999988
propyleneglycol,398.15,3.9249904,3.83689702,893.29,76.0948,REF,-1.2169629,0.1647315292,-0.18750606,-0.08809338000000011
propyleneglycol,393.15,3.71738099,3.62481949,897.9,76.0948,REF,-1.35206502,0.1243743039,-0.31000054,-0.09256149999999996
propyleneglycol,388.15,3.50516833,3.4091786,902.53,76.0948,REF,-1.49123331,0.0923925822,-0.43897085,-0.09598972999999988
propyleneglycol,383.15,3.28820878,3.18963836,907.19,76.0948,REF,-1.63451724,0.0676087395,-0.57399707,-0.09857042000000016
propyleneglycol,378.15,3.06636144,2.96586736,911.87,76.0948,REF,-1.78196996,0.0487833845,-0.71472272,-0.10049408000000026
propyleneglycol,373.15,2.83948933,2.73755473,916.58,76.0948,REF,-1.93365723,0.0347380202,-0.86086824,-0.10193460000000032
propyleneglycol,368.15,2.6074606,2.50441889,921.31,76.0948,REF,-2.08966267,0.0244271041,-1.01223457,-0.10304170999999984
propyleneglycol,363.15,2.37014979,2.26621117,926.06,76.0948,REF,-2.2500905,0.016968874,-1.16870029,-0.10393862000000009
propyleneglycol,358.15,2.12743908,2.02271529,930.84,76.0948,REF,-2.41506586,0.0116478755,-1.33021426,-0.10472378999999998
propyleneglycol,353.15,1.87921951,1.77374596,935.64,76.0948,REF,-2.58473468,0.0079009517,-1.49678721,-0.10547354999999992
propyleneglycol,348.15,1.62539208,1.51914609,940.47,76.0948,REF,-2.75926271,0.0052956058,-1.66848291,-0.1062459899999999
propyleneglycol,343.15,1.3658688,1.25878414,945.33,76.0948,REF,-2.9388346,0.0035064513,-1.84541025,-0.10708466000000016
propyleneglycol,338.15,1.10057361,0.99255169,950.2,76.0948,REF,-3.1236532,0.0022930012,-2.02771649,-0.1080219200000001
propyleneglycol,333.15,0.82944309,0.72036134,955.1,76.0948,REF,-3.313939,0.0014803218,-2.21558197,-0.10908175000000009
propyleneglycol,328.15,0.55242703,0.44214497,960.03,76.0948,REF,-3.50992999,0.0009430228,-2.40921601,-0.11028206000000002
propyleneglycol,323.15,0.26948871,0.15785229,964.98,76.0948,REF,-3.71188181,0.0005924788,-2.60885402,-0.11163642000000001
propyleneglycol,318.15,-0.01939498,-0.13255049,969.95,76.0948,REF,-3.92006816,0.0003669039,-2.81475566,-0.11315550999999999
propyleneglycol,313.15,-0.31423366,-0.4290818,974.95,76.0948,REF,-4.13478154,0.0002238107,-3.02720377,-0.11484813999999999
propyleneglycol,308.15,-0.6150239,-0.73174591,979.98,76.0948,REF,-4.3563342,0.0001343861,-3.24650411,-0.11672201000000004
propyleneglycol,303.15,-0.92174984,-1.04053404,985.02,76.0948,REF,-4.58505945,7.93679e-05,-3.47298566,-0.1187842
propyleneglycol,298.15,-1.23438398,-1.35542555,990.1,76.0948,REF,-4.82131311,4.60682e-05,-3.7070014,-0.12104157000000004
tert-butanol,403.15,4.12814181,4.06310292,689.56,74.122,REF,-1.09528752,0.2148572068,-0.16241699,-0.0650388899999994
tert-butanol,398.15,3.9249904,3.85646532,693.31,74.122,REF,-1.22770399,0.1647257296,-0.28338788,-0.06852508000000013
tert-butanol,393.15,3.71738099,3.64626581,697.09,74.122,REF,-1.36398667,0.1241085325,-0.41030481,-0.07111518000000006
tert-butanol,388.15,3.50516833,3.43219375,700.91,74.122,REF,-1.50419185,0.0920116667,-0.54281771,-0.0729745799999999
tert-butanol,383.15,3.28820878,3.21394442,704.76,74.122,REF,-1.64838121,0.0672062898,-0.68063619,-0.07426436000000036
tert-butanol,378.15,3.06636144,2.99122882,708.64,74.122,REF,-1.7966272,0.048411655,-0.82353687,-0.0751326200000002
tert-butanol,373.15,2.83948933,2.76377942,712.56,74.122,REF,-1.94901644,0.0344205965,-0.97136411,-0.07570991000000005
tert-butanol,368.15,2.6074606,2.53135333,716.51,74.122,REF,-2.10565181,0.0241699729,-1.12402689,-0.07610727000000006
tert-butanol,363.15,2.37014979,2.29373257,720.5,74.122,REF,-2.26665302,0.0167685201,-1.28149261,-0.07641722000000017
tert-butanol,358.15,2.12743908,2.05072422,724.53,74.122,REF,-2.4321571,0.0114964807,-1.44378071,-0.07671485999999961
tert-butanol,353.15,1.87921951,1.80215933,728.59,74.122,REF,-2.60231818,0.0077894601,-1.61095591,-0.07706017999999992
tert-butanol,348.15,1.62539208,1.5478917,732.68,74.122,REF,-2.77730729,0.005215343,-1.78312218,-0.07750037999999981
tert-butanol,343.15,1.3658688,1.28779675,736.82,74.122,REF,-2.95731216,0.0034498615,-1.96041762,-0.07807205000000006
tert-butanol,338.15,1.10057361,1.02177047,740.99,74.122,REF,-3.14253722,0.002253881,-2.14301037,-0.07880314
tert-butanol,333.15,0.82944309,0.74972851,745.2,74.122,REF,-3.33320378,0.0014537888,-2.33109552,-0.07971458000000009
tert-butanol,328.15,0.55242703,0.47160536,749.45,74.122,REF,-3.52955039,0.0009253608,-2.5248929,-0.08082167000000007
tert-butanol,323.15,0.26948871,0.18735353,753.74,74.122,REF,-3.73183342,0.0005809383,-2.72464567,-0.08213518000000003
tert-butanol,318.15,-0.01939498,-0.10305734,758.07,74.122,REF,-3.94032778,0.0003595019,-2.93061952,-0.08366235999999999
tert-butanol,313.15,-0.31423366,-0.39964145,762.44,74.122,REF,-4.15532779,0.0002191506,-3.14310242,-0.08540778999999998
tert-butanol,308.15,-0.6150239,-0.70239805,766.85,74.122,REF,-4.37714824,0.0001315068,-3.36240485,-0.08737415000000004
tert-butanol,303.15,-0.92174984,-1.01131277,771.3,74.122,REF,-4.60612552,7.76223e-05,-3.58886026,-0.08956292999999993
tert-butanol,298.15,-1.23438398,-1.3263592,775.8,74.122,REF,-4.8426189,4.50301e-05,-3.82282598,-0.09197521999999991
thf,403.15,4.12814181,3.80302172,807.65,72.1061,REF,-0.95429885,0.287077564,0.02839951,-0.32512009
thf,398.15,3.9249904,3.54241361,811.95,72.1061,REF,-1.05532021,0.2372459609,-0.05735007,-0.3825767899999999
thf,393.15,3.71738099,3.27624831,816.28,72.1061,REF,-1.1583001,0.1938581465,-0.14727225,-0.44113267999999994
thf,388.15,3.50516833,3.00512888,820.64,72.1061,REF,-1.26373552,0.1565840378,-0.24153196,-0.50003945
thf,383.15,3.28820878,2.72953005,825.04,72.1061,REF,-1.37207533,0.1249933702,-0.34029403,-0.55867873
thf,378.15,3.06636144,2.44976113,829.47,72.1061,REF,-1.48369491,0.0985906716,-0.44369004,-0.6166003099999999
thf,373.15,2.83948933,2.16597029,833.93,72.1061,REF,-1.59889311,0.0768373443,-0.55180705,-0.67351904
thf,368.15,2.6074606,1.87813918,838.43,72.1061,REF,-1.71788313,0.0591742539,-0.66467311,-0.72932142
thf,363.15,2.37014979,1.58609399,842.96,72.1061,REF,-1.84079248,0.045041616,-0.78225325,-0.7840558000000002
thf,358.15,2.12743908,1.2895374,847.53,72.1061,REF,-1.96767578,0.0338970474,-0.90445959,-0.8379016799999999
thf,353.15,1.87921951,0.98808609,852.13,72.1061,REF,-2.09853205,0.0252321785,-1.03116715,-0.89113342
thf,348.15,1.62539208,0.68130563,856.77,72.1061,REF,-2.23332189,0.0185860017,-1.16223006,-0.9440864499999999
thf,343.15,1.3658688,0.36873952,861.44,72.1061,REF,-2.37198255,0.0135534374,-1.29749558,-0.9971292800000001
thf,338.15,1.10057361,0.04994437,866.15,72.1061,REF,-2.51444833,0.0097885957,-1.43682334,-1.0506292400000001
thf,333.15,0.82944309,-0.27549161,870.9,72.1061,REF,-2.66066203,0.0070039902,-1.5800953,-1.1049347
thf,328.15,0.55242703,-0.60793617,875.68,72.1061,REF,-2.8105835,0.0049663447,-1.72722263,-1.1603632
thf,323.15,0.26948871,-0.94770444,880.5,72.1061,REF,-2.96419655,0.0034903355,-1.87815084,-1.21719315
thf,318.15,-0.01939498,-1.29505859,885.36,72.1061,REF,-3.121511,0.0024314789,-2.0328601,-1.27566361
thf,313.15,-0.31423366,-1.6502086,890.26,72.1061,REF,-3.28256434,0.0016789697,-2.19136522,-1.33597494
thf,308.15,-0.6150239,-2.01331548,895.19,72.1061,REF,-3.44742195,0.0011490637,-2.3537145,-1.3982915800000002
thf,303.15,-0.92174984,-2.38449529,900.16,72.1061,REF,-3.61617693,0.0007792915,-2.51998833,-1.46274545
thf,298.15,-1.23438398,-2.763823,905.17,72.1061,REF,-3.78895028,0.0005236043,-2.69029831,-1.5294390199999999
thp,403.15,4.12814181,4.20601175,814.1,86.1328,REF,-1.17275767,0.1626536205,-0.22825684,0.07786994000000025
thp,398.15,3.9249904,3.9996758,818.42,86.1328,REF,-1.30631258,0.1229245042,-0.35153264,0.0746853999999999
thp,393.15,3.71738099,3.78490523,822.77,86.1328,REF,-1.44105402,0.0920346167,-0.47795903,0.06752424000000001
thp,388.15,3.50516833,3.56210905,827.16,86.1328,REF,-1.57733989,0.0683113641,-0.60742874,0.056940720000000056
thp,383.15,3.28820878,3.33163695,831.57,86.1328,REF,-1.71551204,0.0502849499,-0.73992311,0.04342816999999988
thp,378.15,3.06636144,3.0937401,836.02,86.1328,REF,-1.8558719,0.0367189137,-0.87546627,0.02737866000000011
thp,373.15,2.83948933,2.8485678,840.5,86.1328,REF,-1.99867508,0.0266015961,-1.01410131,0.00907846999999995
thp,368.15,2.6074606,2.59618081,845.01,86.1328,REF,-2.14413546,0.0191214714,-1.15587954,-0.011279790000000123
thp,363.15,2.37014979,2.33656983,849.56,86.1328,REF,-2.2924327,0.0136376107,-1.30085664,-0.033579959999999964
thp,358.15,2.12743908,2.06967459,854.14,86.1328,REF,-2.44372074,0.0096504574,-1.44909227,-0.057764489999999835
thp,353.15,1.87921951,1.79540112,858.75,86.1328,REF,-2.59813589,0.006775207,-1.60065144,-0.08381839000000002
thp,348.15,1.62539208,1.51363542,863.4,86.1328,REF,-2.75580347,0.0047186639,-1.75560581,-0.11175665999999995
thp,343.15,1.3658688,1.22425497,868.08,86.1328,REF,-2.91684365,0.003259707,-1.91403543,-0.14161383000000005
thp,338.15,1.10057361,0.9271371,872.8,86.1328,REF,-3.0813759,0.0022331985,-2.07603001,-0.17343651000000004
thp,333.15,0.82944309,0.62216511,877.55,86.1328,REF,-3.24952252,0.0015169688,-2.24168987,-0.20727798000000008
thp,328.15,0.55242703,0.30923251,882.34,86.1328,REF,-3.42141124,0.0010214649,-2.4111267,-0.24319452000000003
thp,323.15,0.26948871,-0.01175432,887.17,86.1328,REF,-3.59717728,0.0006816326,-2.58446406,-0.28124303
thp,318.15,-0.01939498,-0.34087457,892.02,86.1328,REF,-3.77696491,0.000450636,-2.76183786,-0.32147959
thp,313.15,-0.31423366,-0.67819234,896.92,86.1328,REF,-3.96092876,0.0002950561,-2.94339671,-0.3639586799999999
thp,308.15,-0.6150239,-1.0237566,901.85,86.1328,REF,-4.14923495,0.0001912611,-3.12930252,-0.40873270000000006
thp,303.15,-0.92174984,-1.37760137,906.82,86.1328,REF,-4.34206237,0.0001226925,-3.31973121,-0.45585153
thp,298.15,-1.23438398,-1.73974611,911.83,86.1328,REF,-4.5396041,7.78554e-05,-3.51487377,-0.50536213
toluene,403.15,4.12814181,5.96766834,769.45,92.139,REF,-2.12774264,0.0185780587,-1.20876919,1.8395265300000005
toluene,398.15,3.9249904,5.87160451,773.54,92.139,REF,-2.33381897,0.0116082624,-1.41150529,1.94661411
toluene,393.15,3.71738099,5.76259638,777.65,92.139,REF,-2.5404196,0.0072330202,-1.6151507,2.0452153899999996
toluene,388.15,3.50516833,5.64442254,781.8,92.139,REF,-2.74977406,0.0044739466,-1.82178597,2.13925421
toluene,383.15,3.28820878,5.51959197,785.98,92.139,REF,-2.96350319,0.0027379,-2.03294268,2.2313831899999994
toluene,378.15,3.06636144,5.38981535,790.19,92.139,REF,-3.18285062,0.0016533117,-2.24980896,2.32345391
toluene,373.15,2.83948933,5.25628045,794.43,92.139,REF,-3.40881808,0.0009830217,-2.47335127,2.41679112
toluene,368.15,2.6074606,5.11981951,798.71,92.139,REF,-3.64224759,0.0005744347,-2.70438902,2.51235891
toluene,363.15,2.37014979,4.9810156,803.02,92.139,REF,-3.88387378,0.000329366,-2.94364227,2.61086581
toluene,358.15,2.12743908,4.84027575,807.36,92.139,REF,-4.13436021,0.0001850249,-3.19176526,2.71283667
toluene,353.15,1.87921951,4.69788139,811.73,92.139,REF,-4.39432481,0.0001016921,-3.44937004,2.81866188
toluene,348.15,1.62539208,4.55402476,816.14,92.139,REF,-4.66435877,5.46092e-05,-3.7170441,2.9286326799999998
toluene,343.15,1.3658688,4.40883471,820.59,92.139,REF,-4.94504034,2.86148e-05,-3.99536343,3.0429659099999995
toluene,338.15,1.10057361,4.26239566,825.07,92.139,REF,-5.23694556,1.46113e-05,-4.2849027,3.16182205
toluene,333.15,0.82944309,4.11476119,829.58,92.139,REF,-5.54065653,7.260732e-06,-4.58624318,3.2853181000000005
toluene,328.15,0.55242703,3.96596368,834.13,92.139,REF,-5.8567679,3.506469e-06,-4.89997908,3.41353665
toluene,323.15,0.26948871,3.81602113,838.71,92.139,REF,-6.18589227,1.643411e-06,-5.2267227,3.54653242
toluene,318.15,-0.01939498,3.66494183,843.33,92.139,REF,-6.52866475,7.464039e-07,-5.56710899,3.68433681
toluene,313.15,-0.31423366,3.51272748,847.99,92.139,REF,-6.885747,3.280135e-07,-5.92179953,3.8269611400000003
toluene,308.15,-0.6150239,3.35937527,852.68,92.139,REF,-7.25783114,1.39254e-07,-6.29148638,3.97439917
toluene,303.15,-0.92174984,3.20487943,857.42,92.139,REF,-7.64564389,5.701576e-08,-6.67689621,4.1266292700000005
toluene,298.15,-1.23438398,3.04923049,862.18,92.139,REF,-8.04994947,2.247447e-08,-7.07879322,4.28361447
triethylamine,403.15,4.12814181,4.25961362,648.58,101.1906,REF,-1.20181497,0.13339282,-0.40644231,0.13147180999999986
triethylamine,398.15,3.9249904,3.9021802,652.15,101.1906,REF,-1.25279701,0.1196154689,-0.45380681,-0.02281019999999989
triethylamine,393.15,3.71738099,3.5263072,655.75,101.1906,REF,-1.29730368,0.1086791209,-0.49495429,-0.1910737899999999
triethylamine,388.15,3.50516833,3.13322241,659.39,101.1906,REF,-1.33585782,0.0999679833,-0.53034526,-0.37194591999999993
triethylamine,383.15,3.28820878,2.72407771,663.06,101.1906,REF,-1.36896535,0.0930156012,-0.56043987,-0.5641310700000002
triethylamine,378.15,3.06636144,2.29963136,666.77,101.1906,REF,-1.39692988,0.0875014989,-0.58551088,-0.7667300800000003
triethylamine,373.15,2.83948933,1.86058162,670.52,101.1906,REF,-1.42003385,0.0831810111,-0.60581766,-0.9789077100000001
triethylamine,368.15,2.6074606,1.40757864,674.3,101.1906,REF,-1.43854344,0.079866786,-0.62160905,-1.19988196
triethylamine,363.15,2.37014979,0.94124335,678.12,101.1906,REF,-1.45271805,0.0774142159,-0.6331313,-1.42890644
triethylamine,358.15,2.12743908,0.46216306,681.98,101.1906,REF,-1.46280639,0.0757126282,-0.64062324,-1.6652760199999999
triethylamine,353.15,1.87921951,-0.02897136,685.88,101.1906,REF,-1.4691299,0.0746643302,-0.64439773,-1.9081908699999999
triethylamine,348.15,1.62539208,-0.53156059,689.81,101.1906,REF,-1.47196471,0.0741988991,-0.64472483,-2.15695267
