Solvent,Temperature_K,mu_self_REF,mu_solv_REF,Solvent_density_REF,Solvent_MolWeight_REF,Method_REF,log10_x_REF,w_REF,log10_S_REF,delta_mu_REF,mu_self_SLE,mu_solv_SLE,Solvent_density_SLE,Solvent_MolWeight_SLE,Method_SLE,log10_x_SLE,w_SLE,log10_S_SLE,x,delta_mu_SLE,error_log10_x,error_log10_S,error_w,error_delta_mu
dimethylsulfoxide,353.15,1.87921951,-0.24481317,1071.12,78.1342,REF,-1.33555701,0.1258374018,-0.23514219,-2.12403268,1.87921951,1.24570913,1071.12,78.1342,SLE,-0.44668813,0.623299274,0.46489657,0.35752949,-0.6335103799999999,0.88886888,0.70003876,0.49746187219999993,1.4905223
dimethylsulfoxide,348.15,1.62539208,-0.62917498,1076.37,78.1342,REF,-1.41068885,0.1072700191,-0.30254223,-2.25456706,1.62539208,0.93406447,1076.37,78.1342,SLE,-0.46076272,0.6114895405,0.45857241,0.34612844,-0.6913276099999999,0.9499261300000001,0.76111464,0.5042195214,1.56323945
dimethylsulfoxide,343.15,1.3658688,-1.01785657,1081.64,78.1342,REF,-1.48888656,0.0906578548,-0.37366798,-2.38372537,1.3658688,0.61489197,1081.64,78.1342,SLE,-0.47417997,0.6002981886,0.45253564,0.33559851,-0.7509768300000002,1.01470659,0.82620362,0.5096403338,1.63274854
dimethylsulfoxide,338.15,1.10057361,-1.41069651,1086.92,78.1342,REF,-1.57043961,0.0759187832,-0.44876237,-2.51127012,1.10057361,0.28817763,1086.92,78.1342,SLE,-0.486955,0.5897075362,0.44679195,0.32587047,-0.81239598,1.08348461,0.89555432,0.513788753,1.6988741399999998
dimethylsulfoxide,333.15,0.82944309,-1.80758795,1092.21,78.1342,REF,-1.65561079,0.0629640198,-0.52804395,-2.63703104,0.82944309,-0.04608627,1092.21,78.1342,SLE,-0.49909955,0.5797020347,0.44134781,0.3168841,-0.87552936,1.1565112400000002,0.96939176,0.5167380149,1.76150168
dimethylsulfoxide,328.15,0.55242703,-2.20846398,1097.52,78.1342,REF,-1.7446435,0.0516935935,-0.61171239,-2.76089101,0.55242703,-0.38786363,1097.52,78.1342,SLE,-0.51064639,0.5702485462,0.43619539,0.30856993,-0.9402906600000001,1.23399711,1.04790778,0.5185549527,1.8206003499999999
dimethylsulfoxide,323.15,0.26948871,-2.61331374,1102.83,78.1342,REF,-1.83774914,0.0419967522,-0.69993548,-2.8828024500000002,0.26948871,-0.73713433,1102.83,78.1342,SLE,-0.52161016,0.5613287426,0.43133683,0.30087759,-1.00662304,1.3161389799999998,1.13127231,0.5193319904,1.8761794100000002
dimethylsulfoxide,318.15,-0.01939498,-3.02217651,1108.15,78.1342,REF,-1.93510862,0.0337515728,-0.79285011,-3.00278153,-0.01939498,-1.0938701,1108.15,78.1342,SLE,-0.53200241,0.5529266963,0.42677521,0.29376334,-1.07447512,1.40310621,1.21962532,0.5191751235000001,1.92830641
dimethylsulfoxide,313.15,-0.31423366,-3.43516961,1113.48,78.1342,REF,-2.03685058,0.0268280179,-0.89054093,-3.12093595,-0.31423366,-1.45803269,1113.48,78.1342,SLE,-0.54183264,0.5450280787,0.42251401,0.28718871,-1.14379903,1.4950179399999999,1.31305494,0.5182000608,1.9771369199999997
dimethylsulfoxide,308.15,-0.6150239,-3.85244471,1118.83,78.1342,REF,-2.14307832,0.0210883176,-0.99306708,-3.2374208099999997,-0.6150239,-1.8295401,1118.83,78.1342,SLE,-0.55113226,0.5376011484,0.41854166,0.28110446,-1.2145162,1.5919460599999997,1.41160874,0.5165128308,2.0229046099999994
dimethylsulfoxide,303.15,-0.92174984,-4.27419488,1124.18,78.1342,REF,-2.25386317,0.0163918437,-1.10045647,-3.3524450399999997,-0.92174984,-2.20834268,1124.18,78.1342,SLE,-0.55990189,0.5306390587,0.4148656,0.27548509,-1.28659284,1.69396128,1.5153220699999999,0.514247215,2.0658521999999997
dimethylsulfoxide,298.15,-1.23438398,-4.70064236,1129.54,78.1342,REF,-2.36925136,0.0125992118,-1.21271353,-3.4662583799999998,-1.23438398,-2.59434008,1129.54,78.1342,SLE,-0.56817014,0.5241129491,0.41147424,0.27028992,-1.3599560999999998,1.80108122,1.62418777,0.5115137372999999,2.10630228
diphenylether,403.15,4.12814181,5.90843904,978.06,170.2083,REF,-2.09563474,0.0109193669,-1.33721615,1.7802972300000004,4.12814181,5.28899527,978.06,170.2083,SLE,-0.98801387,0.1352368677,-0.24085537,0.10279835,1.1608534600000002,1.1076208699999999,1.09636078,0.12431750080000001,-0.6194437700000002
diphenylether,398.15,3.9249904,5.79289007,982.98,170.2083,REF,-2.29061242,0.0069771585,-1.52966403,1.8678996700000003,3.9249904,5.29965053,982.98,170.2083,SLE,-1.1554875,0.0930411293,-0.40227691,0.06990569,1.37466013,1.13512492,1.1273871199999999,0.0860639708,-0.49323954000000025
diphenylether,393.15,3.71738099,5.66932595,987.93,170.2083,REF,-2.48857212,0.0044260422,-1.72521969,1.95194496,3.71738099,5.27106804,987.93,170.2083,SLE,-1.30794826,0.0659818137,-0.55010507,0.04920982,1.5536870500000002,1.18062386,1.17511462,0.0615557715,-0.3982579099999999
diphenylether,388.15,3.50516833,5.53973616,992.89,170.2083,REF,-2.69083101,0.0027793807,-1.92515712,2.0345678300000003,3.50516833,5.21580944,992.89,170.2083,SLE,-1.45197044,0.0475959203,-0.69029602,0.03532072,1.71064111,1.2388605700000002,1.2348610999999998,0.0448165396,-0.3239267200000002
diphenylether,383.15,3.28820878,5.4055063,997.87,170.2083,REF,-2.89842968,0.001723741,-2.13048919,2.1172975199999997,3.28820878,5.14133637,997.87,170.2083,SLE,-1.59156294,0.0346337055,-0.82655391,0.02561162,1.8531275900000002,1.30686674,1.3039352800000001,0.0329099645,-0.26416992999999955
diphenylether,378.15,3.06636144,5.26761529,1002.87,170.2083,REF,-3.11222711,0.0010537859,-2.34205681,2.20125385,3.06636144,5.05228103,1002.87,170.2083,SLE,-1.72931074,0.025283984,-0.96129622,0.01865045,1.9859195899999995,1.38291637,1.38076059,0.0242301981,-0.21533426000000055
diphenylether,373.15,2.83948933,5.12675899,1007.89,170.2083,REF,-3.33296027,0.0006339689,-2.56058505,2.2872696599999998,2.83948933,4.9517182,1007.89,170.2083,SLE,-1.86702336,0.0184472379,-1.09623191,0.0135824,2.11222887,1.4659369100000001,1.4643531399999998,0.017813269,-0.17504078999999972
diphenylether,368.15,2.6074606,4.98343032,1012.92,170.2083,REF,-3.56128263,0.0003747794,-2.78671955,2.37596972,2.6074606,4.84177479,1012.92,170.2083,SLE,-2.00604329,0.0134121538,-1.23263897,0.00986181,2.2343141899999996,1.55523934,1.55408058,0.0130373744,-0.14165553000000042
diphenylether,363.15,2.37014979,4.83797557,1017.98,170.2083,REF,-3.79779155,0.0002174128,-3.02105259,2.46782578,2.37014979,4.72399856,1017.98,170.2083,SLE,-2.1474348,0.0096948248,-1.37153811,0.0071214,2.35384877,1.6503567499999998,1.6495144800000001,0.009477412,-0.11397701000000016
diphenylether,358.15,2.12743908,4.69063382,1023.05,170.2083,REF,-4.04304769,0.0001236061,-3.26414152,2.5631947400000006,2.12743908,4.59955857,1023.05,170.2083,SLE,-2.292086,0.0069535688,-1.51378688,0.00510404,2.4721194900000003,1.75096169,1.7503546399999999,0.0068299627,-0.09107525000000027
diphenylether,353.15,1.87921951,4.54156606,1028.14,170.2083,REF,-4.29758966,6.87867e-05,-3.51652287,2.66234655,1.87921951,4.46936119,1028.14,170.2083,SLE,-2.44076742,0.0049403812,-1.66013374,0.00362437,2.59014168,1.85682224,1.8563891300000002,0.0048715945,-0.0722048700000002
diphenylether,348.15,1.62539208,4.39087595,1033.25,170.2083,REF,-4.56194474,3.74242e-05,-3.77872268,2.7654838699999997,1.62539208,4.33413379,1033.25,170.2083,SLE,-2.59417527,0.0034715493,-1.81125863,0.0025458,2.70874171,1.9677694700000004,1.96746405,0.0034341251,-0.056742159999999764
diphenylether,343.15,1.3658688,4.23862548,1038.38,170.2083,REF,-4.8366374,1.98821e-05,-4.05126464,2.8727566799999993,1.3658688,4.19445997,1038.38,170.2083,SLE,-2.75294784,0.0024092075,-1.96778768,0.00176625,2.8285911699999993,2.08368956,2.0834769600000005,0.0023893254,-0.04416551000000002
diphenylether,338.15,1.10057361,4.08484625,1043.52,170.2083,REF,-5.1221958,1.03016e-05,-4.33467651,2.98427264,1.10057361,4.05082792,1043.52,170.2083,SLE,-2.9176918,0.0016489921,-2.13031839,0.00120867,2.9502543099999996,2.204504,2.2043581200000006,0.0016386905,-0.03401833000000032
diphenylether,333.15,0.82944309,3.92954774,1048.68,170.2083,REF,-5.41915698,5.199293e-06,-4.62949512,3.1001046499999996,0.82944309,3.90363736,1048.68,170.2083,SLE,-3.08898386,0.0011117034,-2.29942055,0.00081473,3.0741942699999996,2.3301731200000004,2.33007457,0.0011065041070000001,-0.02591038000000001
diphenylether,328.15,0.55242703,3.77272306,1053.86,170.2083,REF,-5.72807103,2.552881e-06,-4.93627047,3.22029603,0.55242703,3.75322423,1053.86,170.2083,SLE,-3.2673845,0.0007372788,-2.47564943,0.00054028,3.2007972,2.46068653,2.4606210400000004,0.000734725919,-0.0194988300000003
diphenylether,323.15,0.26948871,3.61435296,1059.05,170.2083,REF,-6.04950459,1.217859e-06,-5.25556923,3.34486425,0.26948871,3.59986516,1059.05,170.2083,SLE,-3.45343948,0.000480404,-2.65954686,0.00035201,3.3303764499999997,2.5960651099999996,2.59602237,0.00047918614099999997,-0.014487800000000384
diphenylether,318.15,-0.01939498,3.45440848,1064.26,170.2083,REF,-6.3840439,5.637128e-07,-5.58797768,3.47380346,-0.01939498,3.44378913,1064.26,170.2083,SLE,-3.64768655,0.0003071706,-2.85164769,0.00022507,3.46318411,2.73635735,2.7363299899999998,0.0003066068872,-0.01061935000000025
diphenylether,313.15,-0.31423366,3.29285255,1069.48,170.2083,REF,-6.73229758,2.528158e-07,-5.93410452,3.6070862100000003,-0.31423366,3.28517977,1069.48,170.2083,SLE,-3.85065639,0.0001924966,-3.0524805,0.00014104,3.5994134300000002,2.88164119,2.88162402,0.0001922437842,-0.007672780000000046
diphenylether,308.15,-0.6150239,3.12964084,1074.72,170.2083,REF,-7.09489935,1.09699e-07,-6.29458356,3.74466474,-0.6150239,3.1241801,1074.72,170.2083,SLE,-4.06287565,0.0001180898,-3.26257041,8.652e-05,3.739204,3.0320237000000008,3.0320131500000005,0.00011798010100000001,-0.005460740000000186
diphenylether,303.15,-0.92174984,2.96472229,1079.98,170.2083,REF,-7.47251088,4.598233e-08,-6.67007659,3.88647213,-0.92174984,2.96089692,1079.98,170.2083,SLE,-4.28487004,7.0831e-05,-3.48244208,5.19e-05,3.88264676,3.1876408399999994,3.1876345099999996,7.078501767e-05,-0.003825369999999939
diphenylether,298.15,-1.23438398,2.79803823,1085.25,170.2083,REF,-7.8658242,1.858993e-08,-7.06127573,4.03242221,-1.23438398,2.79540302,1085.25,170.2083,SLE,-4.51716642,4.14888e-05,-3.71262167,3.04e-05,4.029787000000001,3.34865778,3.3486540600000003,4.1470210070000004e-05,-0.002635209999999333
dodecane,403.15,4.12814181,7.74110961,659.52,170.336,REF,-3.08911601,0.0011105328,-2.50114496,3.6129678,4.12814181,7.66341792,659.52,170.336,SLE,-2.27461768,0.0072330177,-1.68637486,0.00531352,3.53527611,0.8144983300000002,0.8147701,0.0061224849,-0.07769168999999998
dodecane,398.15,3.9249904,7.62540383,663.1,170.336,REF,-3.29648384,0.0006889892,-2.70618179,3.70041343,3.9249904,7.56020346,663.1,170.336,SLE,-2.39577233,0.0054748087,-1.80525862,0.00402001,3.6352130600000003,0.9007115100000003,0.90092317,0.0047858195,-0.06520036999999945
dodecane,393.15,3.71738099,7.50737786,666.71,170.336,REF,-3.51031457,0.0004211267,-2.91766702,3.78999687,3.71738099,7.45327609,666.71,170.336,SLE,-2.52047506,0.0041098368,-1.92766497,0.00301665,3.7358951,0.9898395099999999,0.9900020500000002,0.0036887101,-0.05410176999999994
dodecane,388.15,3.50516833,7.38751983,670.35,170.336,REF,-3.73121457,0.0002532399,-3.1362094,3.8823514999999995,3.50516833,7.34311841,670.35,170.336,SLE,-2.64921936,0.0030563456,-2.05409113,0.00224275,3.8379500799999997,1.08199521,1.0821182699999996,0.0028031057,-0.0444014199999998
dodecane,383.15,3.28820878,7.26617743,674.02,170.336,REF,-3.95974085,0.0001496297,-3.36236748,3.9779686499999998,3.28820878,7.23013061,674.02,170.336,SLE,-2.78247668,0.0022492552,-2.18501149,0.00165015,3.9419218299999996,1.1772641700000004,1.1773559900000001,0.0020996255,-0.036046820000000146
dodecane,378.15,3.06636144,7.14359785,677.73,170.336,REF,-4.19642021,8.67653e-05,-3.59666906,4.077236409999999,3.06636144,7.11464928,677.73,170.336,SLE,-2.92070521,0.001636369,-2.32088656,0.00120031,4.04828784,1.2757150000000004,1.2757825,0.0015496037,-0.028948569999998952
dodecane,373.15,2.83948933,7.01995664,681.46,170.336,REF,-4.44176344,4.93182e-05,-3.83962555,4.18046731,2.83948933,6.99696041,681.46,170.336,SLE,-3.06435587,0.0011756661,-2.46216912,0.00086227,4.15747108,1.37740757,1.37745643,0.0011263478999999999,-0.022996230000000395
dodecane,368.15,2.6074606,6.89537804,685.23,170.336,REF,-4.69627555,2.74472e-05,-4.09174235,4.287917439999999,2.6074606,6.87731217,685.23,170.336,SLE,-3.21387868,0.000833299,-2.60931067,0.00061111,4.26985157,1.48239687,1.4824316799999995,0.0008058518000000001,-0.01806586999999915
dodecane,363.15,2.37014979,6.76995006,689.04,170.336,REF,-4.96046374,1.49386e-05,-4.35352686,4.39980027,2.37014979,6.75591729,689.04,170.336,SLE,-3.36972339,0.0005820835,-2.76276212,0.00042685,4.3857675,1.59074035,1.5907647399999996,0.0005671449,-0.014032770000000028
dodecane,358.15,2.12743908,6.64373528,692.87,170.336,REF,-5.23484334,7.942036e-06,-4.62549454,4.516296199999999,2.12743908,6.6329616,692.87,170.336,SLE,-3.53234385,0.0004003003,-2.92297825,0.00029353,4.5055225199999995,1.7024994900000001,1.7025162900000002,0.000392358264,-0.010773679999999786
dodecane,353.15,1.87921951,6.51677873,696.75,170.336,REF,-5.51994253,4.119392e-06,-4.90817359,4.63755922,1.87921951,6.50860597,696.75,170.336,SLE,-3.70219877,0.000270736,-3.09041847,0.00019852,4.629386459999999,1.81774376,1.8177551199999997,0.00026661660799999997,-0.008172760000000778
dodecane,348.15,1.62539208,6.3891134,700.65,170.336,REF,-5.81630602,2.081948e-06,-5.20210875,4.76372132,1.62539208,6.38299052,700.65,170.336,SLE,-3.87975395,0.0001798876,-3.26554914,0.0001319,4.75759844,1.9365520699999998,1.9365596099999998,0.000177805652,-0.006122880000000386
dodecane,343.15,1.3658688,6.26076425,704.6,170.336,REF,-6.12449813,1.023948e-06,-5.50786428,4.89489545,1.3658688,6.25623612,704.6,170.336,SLE,-4.06548311,0.000117295,-3.44884436,8.6e-05,4.890367319999999,2.0590150200000004,2.05901992,0.000116271052,-0.00452813000000063
dodecane,338.15,1.10057361,6.1317509,708.57,170.336,REF,-6.4451054,4.894075e-07,-5.82602671,5.0311772900000005,1.10057361,6.12844685,708.57,170.336,SLE,-4.25986936,7.49718e-05,-3.64078755,5.497e-05,5.02787324,2.1852360400000004,2.1852391599999996,7.44823925e-05,-0.003304050000000558
dodecane,333.15,0.82944309,6.00208943,712.59,170.336,REF,-6.77873897,2.270059e-07,-6.15720712,5.17264634,0.82944309,5.99971215,712.59,170.336,SLE,-4.46340691,4.69206e-05,-3.84187311,3.44e-05,5.17026906,2.3153320600000002,2.31533401,4.66935941e-05,-0.002377280000000148
dodecane,328.15,0.55242703,5.87179364,716.64,170.336,REF,-7.12603693,1.020326e-07,-6.50204353,5.319366609999999,0.55242703,5.87010799,716.64,170.336,SLE,-4.67660215,2.87191e-05,-4.05260757,2.106e-05,5.317680960000001,2.44943478,2.4494359599999997,2.86170674e-05,-0.0016856499999988728
dodecane,323.15,0.26948871,5.74087609,720.73,170.336,REF,-7.48766688,4.437202e-08,-6.86120348,5.47138738,0.26948871,5.73969876,720.73,170.336,SLE,-4.89997571,1.71711e-05,-4.27351161,1.259e-05,5.4702100499999995,2.5876911700000003,2.5876918700000004,1.712672798e-05,-0.0011773300000008646
dodecane,318.15,-0.01939498,5.60934744,724.85,170.336,REF,-7.86432772,1.864011e-08,-7.23538582,5.62874242,-0.01939498,5.6085383,724.85,170.336,SLE,-5.13406406,1.00164e-05,-4.50512176,7.34e-06,5.627933280000001,2.7302636600000003,2.7302640600000005,9.99775989e-06,-0.0008091399999994309
dodecane,313.15,-0.31423366,5.47721845,729.01,170.336,REF,-8.25675367,7.551312e-09,-7.6253247,5.79145211,-0.31423366,5.47667163,729.01,170.336,SLE,-5.37942205,5.69316e-06,-4.74799286,4.17e-06,5.79090529,2.8773316200000005,2.87733184,5.685608688e-06,-0.0005468199999993928
dodecane,308.15,-0.6150239,5.34449904,733.21,170.336,REF,-8.66571673,2.944824e-09,-8.03179206,5.959522939999999,-0.6150239,5.34413592,733.21,170.336,SLE,-5.63662525,3.148839e-06,-5.00270045,2.31e-06,5.95915982,3.02909148,3.029091610000001,3.145894176e-06,-0.00036311999999938394
dodecane,303.15,-0.92174984,5.21119841,737.45,170.336,REF,-9.09203038,1.103432e-09,-8.4556013,6.13294825,-0.92174984,5.21096162,737.45,170.336,SLE,-5.9062728,1.6924e-06,-5.26984364,1.24e-06,6.13271146,3.1857575800000006,3.1857576599999993,1.691296568e-06,-0.0002367899999997647
dodecane,298.15,-1.23438398,5.07732519,741.73,170.336,REF,-9.53655369,3.96481e-10,-8.89761142,6.31170917,-1.23438398,5.07717366,741.73,170.336,SLE,-6.18899077,8.826433e-07,-5.55004847,6.5e-07,6.31155764,3.3475629199999997,3.3475629500000004,8.82246819e-07,-0.00015153000000012185
ethanol,403.15,4.12814181,3.82179313,684.85,46.0687,REF,-0.96447473,0.3803800596,0.11072801,-0.3063486799999997,4.12814181,4.07525587,684.85,46.0687,SLE,-0.33033747,0.8156688737,0.52429228,0.46737183,-0.052885939999999465,0.6341372599999999,0.41356427000000007,0.4352888141,0.25346274000000024
ethanol,398.15,3.9249904,3.58195057,688.59,46.0687,REF,-1.07702215,0.3155070212,0.02080525,-0.34303982999999993,3.9249904,3.86151538,688.59,46.0687,SLE,-0.36643399,0.7919164324,0.50874872,0.4300966,-0.06347501999999983,0.7105881599999999,0.48794347000000005,0.47640941119999997,0.2795648100000001
ethanol,393.15,3.71738099,3.34176607,692.36,46.0687,REF,-1.19472033,0.2559789951,-0.07753608,-0.3756149200000003,3.71738099,3.64255011,692.36,46.0687,SLE,-0.40307504,0.7672555048,0.49218408,0.39529832,-0.07483087999999993,0.79164529,0.56972016,0.5112765097,0.30078404000000036
ethanol,388.15,3.50516833,3.10170062,696.18,46.0687,REF,-1.31810966,0.2029721475,-0.18454804,-0.40346771000000015,3.50516833,3.41827787,696.18,46.0687,SLE,-0.44032015,0.7416930182,0.47453462,0.3628105,-0.08689046000000022,0.8777895099999999,0.65908266,0.5387208707,0.3165772499999999
ethanol,383.15,3.28820878,2.86188003,700.02,46.0687,REF,-1.44756664,0.1572492119,-0.3003004,-0.42632875000000015,3.28820878,3.18861021,700.02,46.0687,SLE,-0.47822762,0.7152472705,0.45573473,0.33248524,-0.09959857000000039,0.96933902,0.75603513,0.5579980586000001,0.32673017999999976
ethanol,378.15,3.06636144,2.62208797,703.91,46.0687,REF,-1.58328835,0.1190736337,-0.42466322,-0.44427347000000017,3.06636144,2.95346454,703.91,46.0687,SLE,-0.51686074,0.6879451723,0.43571367,0.30418603,-0.11289689999999997,1.0664276099999999,0.86037689,0.5688715386,0.3313765700000002
ethanol,373.15,2.83948933,2.38183124,707.83,46.0687,REF,-1.725318,0.0882078371,-0.5573386,-0.45765809000000024,2.83948933,2.71276475,707.83,46.0687,SLE,-0.55628777,0.6598236968,0.41439541,0.2777872,-0.1267245800000003,1.16903023,0.97173401,0.5716158597,0.33093350999999993
ethanol,368.15,2.6074606,2.14041405,711.79,46.0687,REF,-1.87357783,0.0640061353,-0.69790836,-0.46704655000000006,2.6074606,2.46644672,711.79,46.0687,SLE,-0.59658488,0.6309293147,0.39169662,0.25317168,-0.14101388000000004,1.2769929500000001,1.08960498,0.5669231794,0.32603267
ethanol,363.15,2.37014979,1.89703544,715.78,46.0687,REF,-2.02791865,0.0455614856,-0.84590029,-0.47311435000000013,2.37014979,2.21444506,715.78,46.0687,SLE,-0.63782786,0.6013254213,0.36753163,0.23023542,-0.15570473000000007,1.3900907900000001,1.21343192,0.5557639357,0.31740962000000006
ethanol,358.15,2.12743908,1.65088904,719.81,46.0687,REF,-2.18817498,0.031861366,-1.00085782,-0.4765500399999998,2.12743908,1.95671879,719.81,46.0687,SLE,-0.68010711,0.5710831794,0.34180297,0.20887809,-0.17072028999999977,1.5080678699999999,1.34266079,0.5392218134,0.30582975
ethanol,353.15,1.87921951,1.40122731,723.89,46.0687,REF,-2.35420292,0.0219167032,-1.16238717,-0.4779922000000001,1.87921951,1.69322545,723.89,46.0687,SLE,-0.72351174,0.5402942293,0.31441134,0.18901151,-0.18599406000000007,1.6306911800000001,1.4767985099999998,0.5183775261000001,0.29199814
ethanol,348.15,1.62539208,1.14740324,728.0,46.0687,REF,-2.52590713,0.0148446566,-1.33018757,-0.47798883999999986,1.62539208,1.42394388,728.0,46.0687,SLE,-0.76814319,0.5090622463,0.28524675,0.170552,-0.20144819999999997,1.7577639399999998,1.61543432,0.49421758969999996,0.2765406399999999
ethanol,343.15,1.3658688,0.88888245,732.15,46.0687,REF,-2.70325143,0.0099074546,-1.50406003,-0.4769863500000001,1.3658688,1.14885999,732.15,46.0687,SLE,-0.81410623,0.4775101248,0.2541945,0.15342416,-0.21700881000000005,1.8891451999999997,1.7582545299999999,0.4676026702,0.25997754000000006
ethanol,338.15,1.10057361,0.62524107,736.34,46.0687,REF,-2.88626122,0.0065183865,-1.68390493,-0.47533254000000014,1.10057361,0.867981,736.34,46.0687,SLE,-0.86151794,0.4457742972,0.221129,0.1375568,-0.2325926100000001,2.02474328,1.9050339299999999,0.43925591070000003,0.24273993000000005
ethanol,333.15,0.82944309,0.35615353,740.57,46.0687,REF,-3.07501962,0.0042284622,-1.8697118,-0.47328956000000005,0.82944309,0.58132114,740.57,46.0687,SLE,-0.91049862,0.414010771,0.1859204,0.12288571,-0.24812195000000004,2.1645209999999997,2.0556322,0.4097823088,0.22516761000000002
ethanol,328.15,0.55242703,0.08137715,744.85,46.0687,REF,-3.26966121,0.0027044127,-2.06154677,-0.47104988000000003,0.55242703,0.28892047,744.85,46.0687,SLE,-0.96118417,0.3823861921,0.14842542,0.10934926,-0.26350656000000006,2.30847704,2.2099721900000002,0.37968177940000003,0.20754331999999998
ethanol,323.15,0.26948871,-0.19926354,749.16,46.0687,REF,-3.47036526,0.001704973,-2.25953993,-0.46875225,0.26948871,-0.00917795,749.16,46.0687,SLE,-1.01371164,0.3510855606,0.10849879,0.0968921,-0.27866666,2.45665362,2.36803872,0.3493805876,0.19008558999999997
ethanol,318.15,-0.01939498,-0.48589021,753.52,46.0687,REF,-3.67734989,0.0010591513,-2.46387475,-0.46649523,-0.01939498,-0.31290948,753.52,46.0687,SLE,-1.06823188,0.3203015265,0.06598371,0.08546103,-0.2935145,2.60911801,2.52985846,0.3192423752,0.17298072999999997
ethanol,313.15,-0.31423366,-0.77858216,757.92,46.0687,REF,-3.8908673,0.0006480132,-2.67477935,-0.4643485,-0.31423366,-0.62220215,757.92,46.0687,SLE,-1.12490075,0.2902360446,0.02071926,0.07500656,-0.30796849,2.76596655,2.69549861,0.2895880314,0.15638001
ethanol,308.15,-0.6150239,-1.07738545,762.37,46.0687,REF,-4.1112004,0.0003902478,-2.89252018,-0.46236155,-0.6150239,-0.93697198,762.37,46.0687,SLE,-1.18388301,0.2610931472,-0.02746213,0.06548125,-0.3219480800000001,2.9273173900000007,2.86505805,0.26070289939999997,0.14041346999999993
ethanol,303.15,-0.92174984,-1.38232011,766.86,46.0687,REF,-4.33866057,0.0002311723,-3.1173975,-0.46057026999999995,-0.92174984,-1.25713362,766.86,46.0687,SLE,-1.24534574,0.2330761984,-0.07872843,0.05684003,-0.33538378,3.0933148299999997,3.03866907,0.2328450261,0.12518648999999993
ethanol,298.15,-1.23438398,-1.69338575,771.4,46.0687,REF,-4.57358649,0.0001345995,-3.34974262,-0.45900177,-1.23438398,-1.58259514,771.4,46.0687,SLE,-1.3094628,0.2063785177,-0.13325109,0.0490385,-0.34821115999999996,3.2641236900000004,3.21649153,0.20624391820000001,0.11079061000000001
ethylacetate,403.15,4.12814181,4.15628446,835.45,88.1056,REF,-1.14580076,0.1687423097,-0.20200221,0.02814265000000038,4.12814181,4.11747872,835.45,88.1056,SLE,-0.35321633,0.6774650467,0.45007368,0.44338773,-0.010663089999999542,0.79258443,0.65207589,0.5087227369999999,-0.03880573999999992
ethylacetate,398.15,3.9249904,3.97512899,839.88,88.1056,REF,-1.29283878,0.1240086716,-0.33750454,0.05013858999999998,3.9249904,3.91446188,839.88,88.1056,SLE,-0.39548385,0.6395817541,0.4234904,0.40226862,-0.01052851999999982,0.8973549300000001,0.76099494,0.5155730825,-0.0606671099999998
ethylacetate,393.15,3.71738099,3.79124675,844.34,88.1056,REF,-1.44457916,0.0894713016,-0.48005108,0.07386575999999989,3.71738099,3.70792281,844.34,88.1056,SLE,-0.43939887,0.6010196559,0.39486857,0.36358096,-0.009458180000000205,1.00518029,0.87491965,0.5115483542999999,-0.0833239400000001
ethylacetate,388.15,3.50516833,3.60363091,848.83,88.1056,REF,-1.60071852,0.0635170607,-0.62883512,0.09846258000000008,3.50516833,3.49797568,848.83,88.1056,SLE,-0.48517406,0.5618657259,0.36398673,0.32720953,-0.007192649999999912,1.11554446,0.9928218499999999,0.49834866519999993,-0.10565522999999999
ethylacetate,383.15,3.28820878,3.4115882,853.36,88.1056,REF,-1.76111556,0.0444440457,-0.7832788,0.12337942000000002,3.28820878,3.28476944,853.36,88.1056,SLE,-0.53305225,0.5222287463,0.33059043,0.29305407,-0.003439340000000346,1.22806331,1.1138692300000002,0.47778470060000006,-0.12681876000000036
ethylacetate,378.15,3.06636144,3.2147005,857.92,88.1056,REF,-1.92577896,0.0306865207,-0.94303351,0.14833906000000008,3.06636144,3.06848843,857.92,88.1056,SLE,-0.58330805,0.4822458359,0.29438948,0.26103092,0.0021269899999998287,1.3424709099999999,1.23742299,0.4515593152,-0.14621207000000025
ethylacetate,373.15,2.83948933,3.01274786,862.51,88.1056,REF,-2.09483163,0.0209204339,-1.10794174,0.17325853000000002,2.83948933,2.84935507,862.51,88.1056,SLE,-0.63625093,0.442088056,0.2550543,0.23107293,0.009865739999999956,1.4585806999999997,1.36299604,0.4211676221,-0.16339279000000007
ethylacetate,368.15,2.6074606,2.80563752,867.14,88.1056,REF,-2.26847562,0.0140860565,-1.27799191,0.19817691999999987,2.6074606,2.62762628,867.14,88.1056,SLE,-0.69222467,0.4019681795,0.21221539,0.20313059,0.020165679999999853,1.57625095,1.4902072999999998,0.387882123,-0.17801124000000002
ethylacetate,363.15,2.37014979,2.59334481,871.8,88.1056,REF,-2.44696121,0.0093666752,-1.45327502,0.2231950199999999,2.37014979,2.403577,871.8,88.1056,SLE,-0.75159905,0.3621512893,0.16547011,0.17717439,0.03342720999999971,1.69536216,1.61874513,0.3527846141,-0.1897678100000002
ethylacetate,358.15,2.12743908,2.37587582,876.5,88.1056,REF,-2.63056679,0.0061496635,-1.63395254,0.24843674000000027,2.12743908,2.17749294,876.5,88.1056,SLE,-0.81476653,0.3229563971,0.11438687,0.15319108,0.05005386000000023,1.81580026,1.7483394099999998,0.3168067336,-0.19838288000000004
