iteration,tested_polymer,tested_score,best_polymer,best_score
1,EVOH,0.7387904630264617,LDPE,0.9999999999519293
2,PVC,0.666748259945736,LDPE,0.9999999999519293
3,PS,0.7826171555593494,LDPE,0.9999999999519293
4,PC,0.411407682080827,LDPE,0.9999999999519293
5,PP-LMW,0.7028437371635807,LDPE,0.9999999999519293
6,PET,0.19201556164929134,LDPE,0.9999999999519293
7,HDPE,0.9999999999519293,LDPE,0.9999999999519293
