iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,0.05269018763767882,PVC,0.999999999343029
2,EVOH,0.046754652128454734,PVC,0.999999999343029
3,PET,0.0,PVC,0.999999999343029
4,PC,0.0005620386540937938,PVC,0.999999999343029
5,PS,0.1391036142803257,PVC,0.999999999343029
6,PP-LMW,0.9494976563878321,PVC,0.999999999343029
7,LDPE,0.12265043362208493,PVC,0.999999999343029
