iteration,tested_polymer,tested_score,best_polymer,best_score
1,nylon66,0.07302769111003767,PVC,0.9999999993148838
2,EVOH,0.047532465222113636,PVC,0.9999999993148838
3,PC,0.0005155498745240327,PVC,0.9999999993148838
4,PS,0.12891768225156172,PVC,0.9999999993148838
5,PP-LMW,0.9004751000026479,PVC,0.9999999993148838
6,LDPE,0.1206304492452758,PVC,0.9999999993148838
7,HDPE,0.0003763342804997358,PVC,0.9999999993148838
